"run","randomSeed","applicationcost","risktox","PestCount","erzeugerpreis","fungizid","septoria_count","behaviour","tox","cropCount","resistance"
1,1570873739,5.14,1,50,23.34,72.09,400,0,7.5,515,1
3,1570893722,5.14,1,50,23.34,72.09,400,0,7.5,515,1
5,1570899244,5.14,1,50,23.34,72.09,400,0,7.5,515,1
7,1570904023,5.14,1,50,23.34,72.09,400,0,7.5,515,1
9,1570909618,5.14,1,50,23.34,72.09,400,0,7.5,515,1
2,1570873730,5.14,1,50,23.34,72.09,400,0,7.5,515,1
4,1570893462,5.14,1,50,23.34,72.09,400,0,7.5,515,1
6,1570900211,5.14,1,50,23.34,72.09,400,0,7.5,515,1
8,1570906834,5.14,1,50,23.34,72.09,400,0,7.5,515,1
10,1570913110,5.14,1,50,23.34,72.09,400,0,7.5,515,1
