"run","randomSeed","applicationcost","risktox","PestCount","erzeugerpreis","fungizid","septoria_count","behaviour","tox","cropCount","resistance"
1,1741702215,5.14,1,19,23.34,72.09,500,2,7.5,515,1
3,1741716452,5.14,1,19,23.34,72.09,500,2,7.5,515,1
5,1741722154,5.14,1,19,23.34,72.09,500,2,7.5,515,1
7,1741726885,5.14,1,19,23.34,72.09,500,2,7.5,515,1
9,1741730604,5.14,1,19,23.34,72.09,500,2,7.5,515,1
2,1741702371,5.14,1,19,23.34,72.09,500,2,7.5,515,1
4,1741718170,5.14,1,19,23.34,72.09,500,2,7.5,515,1
6,1741721983,5.14,1,19,23.34,72.09,500,2,7.5,515,1
8,1741725217,5.14,1,19,23.34,72.09,500,2,7.5,515,1
10,1741729104,5.14,1,19,23.34,72.09,500,2,7.5,515,1
