"run","randomSeed","applicationcost","risktox","PestCount","erzeugerpreis","fungizid","septoria_count","behaviour","tox","cropCount","resistance"
1,1574762256,5.14,1,50,23.34,72.09,500,0,7.5,515,1
2,1574775459,5.14,1,50,23.34,72.09,500,0,7.5,515,1
3,1574779061,5.14,1,50,23.34,72.09,500,0,7.5,515,1
4,1574782268,5.14,1,50,23.34,72.09,500,0,7.5,515,1
5,1574785935,5.14,1,50,23.34,72.09,500,0,7.5,515,1
6,1574788858,5.14,1,50,23.34,72.09,500,0,7.5,515,1
7,1574792720,5.14,1,50,23.34,72.09,500,0,7.5,515,1
8,1574796046,5.14,1,50,23.34,72.09,500,0,7.5,515,1
9,1574799956,5.14,1,50,23.34,72.09,500,0,7.5,515,1
10,1574804747,5.14,1,50,23.34,72.09,500,0,7.5,515,1
