"run","tick","GRCount","STCount"
1,1.0,20,501
1,2.0,20,501
1,3.0,20,501
1,4.0,20,501
1,5.0,20,501
1,6.0,20,501
1,7.0,20,501
1,8.0,20,501
1,9.0,20,501
1,10.0,20,501
1,11.0,20,501
1,12.0,20,501
1,13.0,20,501
1,14.0,20,501
1,15.0,20,501
1,16.0,20,501
1,17.0,20,501
1,18.0,20,501
1,19.0,20,501
1,20.0,20,501
1,21.0,20,501
1,22.0,20,501
1,23.0,20,501
1,24.0,20,501
1,25.0,20,501
1,26.0,20,501
1,27.0,31,501
1,28.0,31,501
1,29.0,56,501
1,30.0,56,501
1,31.0,56,501
1,32.0,56,501
1,33.0,56,501
1,34.0,56,501
1,35.0,116,501
1,36.0,116,501
1,37.0,116,501
1,38.0,176,501
1,39.0,176,501
1,40.0,176,501
1,41.0,176,501
1,42.0,176,501
1,43.0,176,501
1,44.0,176,501
1,45.0,176,3507
1,46.0,176,3507
1,47.0,176,3507
1,48.0,298,3507
1,49.0,351,3507
1,50.0,351,3507
1,51.0,351,3507
1,52.0,519,3507
1,53.0,575,3507
1,54.0,575,3507
1,55.0,649,3507
1,56.0,649,3507
1,57.0,649,3507
1,58.0,649,3507
1,59.0,649,3507
1,60.0,851,3507
1,61.0,851,3507
1,62.0,985,3507
1,63.0,985,3507
1,64.0,985,3507
1,65.0,985,3507
1,66.0,985,3507
1,67.0,985,3507
1,68.0,649,3507
1,69.0,649,3507
1,70.0,649,3507
1,71.0,649,3507
1,72.0,649,3507
1,73.0,649,3507
1,74.0,649,3507
1,75.0,649,3507
1,76.0,649,3507
1,77.0,649,3507
1,78.0,649,3507
1,79.0,649,3507
1,80.0,649,3507
1,81.0,649,3507
1,82.0,649,3507
1,83.0,649,3507
1,84.0,649,3507
1,85.0,649,3507
1,86.0,649,3507
1,87.0,436,3507
1,88.0,436,3507
1,89.0,436,3507
1,90.0,436,3507
1,91.0,436,3507
1,92.0,436,3507
1,93.0,436,3507
1,94.0,436,3507
1,95.0,436,3507
1,96.0,436,3507
1,97.0,436,3507
1,98.0,213,3507
1,99.0,213,3507
1,100.0,213,3507
1,101.0,283,3507
1,102.0,283,3507
1,103.0,283,3507
1,104.0,70,3507
1,105.0,70,3507
1,106.0,70,3507
1,107.0,70,3507
1,108.0,70,3507
1,109.0,70,3507
1,110.0,70,3507
1,111.0,70,3507
1,112.0,70,3507
1,113.0,70,3507
1,114.0,70,3507
1,115.0,70,3507
1,116.0,70,3507
1,117.0,70,3507
1,118.0,70,3507
1,119.0,70,3507
1,120.0,41,3507
1,121.0,41,3507
1,122.0,41,3507
1,123.0,41,3507
1,124.0,41,3507
1,125.0,41,3507
1,126.0,41,3507
1,127.0,41,3507
1,128.0,41,3507
1,129.0,41,3507
1,130.0,41,3507
1,131.0,41,3507
1,132.0,41,3507
1,133.0,41,3507
1,134.0,41,3507
1,135.0,41,3507
1,136.0,41,3507
1,137.0,41,3507
1,138.0,41,3507
1,139.0,41,3507
1,140.0,41,3507
1,141.0,41,3507
1,142.0,41,3507
1,143.0,41,3507
1,144.0,41,3507
1,145.0,41,3507
1,146.0,41,3507
1,147.0,41,3507
1,148.0,41,3507
1,149.0,41,3507
1,150.0,41,3507
1,151.0,41,3507
1,152.0,41,3507
1,153.0,41,3507
1,154.0,41,3507
1,155.0,41,3507
1,156.0,41,3507
1,157.0,41,3507
1,158.0,41,3507
1,159.0,41,3507
1,160.0,41,3507
1,161.0,41,3507
1,162.0,41,3507
1,163.0,41,3507
1,164.0,41,3507
1,165.0,41,3507
1,166.0,41,3507
3,1.0,20,501
3,2.0,20,501
3,3.0,20,501
3,4.0,20,501
3,5.0,20,501
3,6.0,20,501
3,7.0,20,501
3,8.0,20,501
3,9.0,20,501
3,10.0,20,501
3,11.0,20,501
3,12.0,20,501
3,13.0,20,501
3,14.0,20,501
3,15.0,20,501
3,16.0,20,501
3,17.0,20,501
3,18.0,20,501
3,19.0,20,501
3,20.0,20,501
3,21.0,20,501
3,22.0,20,501
3,23.0,20,501
3,24.0,20,501
3,25.0,20,501
3,26.0,20,501
3,27.0,23,501
3,28.0,23,501
3,29.0,43,501
3,30.0,43,501
3,31.0,43,501
3,32.0,43,501
3,33.0,43,501
3,34.0,43,501
3,35.0,103,501
3,36.0,103,501
3,37.0,103,501
3,38.0,163,501
3,39.0,163,501
3,40.0,163,501
3,41.0,163,501
3,42.0,163,501
3,43.0,163,501
3,44.0,163,501
3,45.0,163,3507
3,46.0,163,3507
3,47.0,163,3507
3,48.0,258,3507
3,49.0,301,3507
3,50.0,301,3507
3,51.0,301,3507
3,52.0,430,3507
3,53.0,473,3507
3,54.0,473,3507
3,55.0,525,3507
3,56.0,525,3507
3,57.0,525,3507
3,58.0,525,3507
3,59.0,525,3507
3,60.0,701,3507
3,61.0,701,3507
3,62.0,813,3507
3,63.0,813,3507
3,64.0,813,3507
3,65.0,813,3507
3,66.0,813,3507
3,67.0,813,3507
3,68.0,813,3507
3,69.0,1302,3507
3,70.0,1302,3794
3,71.0,1628,3794
3,72.0,1628,4093
3,73.0,1628,4093
3,74.0,1628,4093
3,75.0,1628,4093
3,76.0,1628,4093
3,77.0,1628,4093
3,78.0,1628,4093
3,79.0,1782,4093
3,80.0,1833,4093
3,81.0,1833,4350
3,82.0,1628,4093
3,83.0,1628,4093
3,84.0,1628,4093
3,85.0,1628,4093
3,86.0,1628,4093
3,87.0,1443,4093
3,88.0,1443,4093
3,89.0,1443,4093
3,90.0,1443,4093
3,91.0,1443,4093
3,92.0,1443,4093
3,93.0,1443,4093
3,94.0,1443,4093
3,95.0,1443,4093
3,96.0,1443,4093
3,97.0,1443,4093
3,98.0,905,4093
3,99.0,905,4093
3,100.0,905,4093
3,101.0,1060,4093
3,102.0,1060,4093
3,103.0,1060,4093
3,104.0,535,4093
3,105.0,535,4093
3,106.0,535,4093
3,107.0,535,4093
3,108.0,535,4093
3,109.0,535,4093
3,110.0,535,4093
3,111.0,535,4093
3,112.0,535,4093
3,113.0,535,4093
3,114.0,535,4093
3,115.0,535,4093
3,116.0,535,4093
3,117.0,535,4093
3,118.0,535,4093
3,119.0,535,4093
3,120.0,101,4093
3,121.0,101,4093
3,122.0,101,4093
3,123.0,101,4093
3,124.0,101,4093
3,125.0,101,4093
3,126.0,101,4093
3,127.0,101,4093
3,128.0,101,4093
3,129.0,101,4093
3,130.0,101,4093
3,131.0,101,4093
3,132.0,101,4093
3,133.0,101,4093
3,134.0,101,4093
3,135.0,101,4093
3,136.0,101,4093
3,137.0,101,4093
3,138.0,101,4093
3,139.0,101,4093
3,140.0,101,4093
3,141.0,101,4093
3,142.0,101,4093
3,143.0,101,4093
3,144.0,101,4093
3,145.0,101,4093
3,146.0,101,4093
3,147.0,101,4093
3,148.0,101,4093
3,149.0,101,4093
3,150.0,101,4093
3,151.0,101,4093
3,152.0,101,4093
3,153.0,101,4093
3,154.0,101,4093
3,155.0,101,4093
3,156.0,101,4093
3,157.0,101,4093
3,158.0,101,4093
3,159.0,101,4093
3,160.0,101,4093
3,161.0,101,4093
3,162.0,101,4093
3,163.0,101,4093
3,164.0,101,4093
3,165.0,101,4093
3,166.0,101,4093
5,1.0,20,501
5,2.0,20,501
5,3.0,20,501
5,4.0,20,501
5,5.0,20,501
5,6.0,20,501
5,7.0,20,501
5,8.0,20,501
5,9.0,20,501
5,10.0,20,501
5,11.0,20,501
5,12.0,20,501
5,13.0,20,501
5,14.0,20,501
5,15.0,20,501
5,16.0,20,501
5,17.0,20,501
5,18.0,20,501
5,19.0,20,501
5,20.0,20,501
5,21.0,20,501
5,22.0,20,501
5,23.0,20,501
5,24.0,20,501
5,25.0,20,501
5,26.0,20,501
5,27.0,21,501
5,28.0,21,501
5,29.0,39,501
5,30.0,39,501
5,31.0,39,501
5,32.0,39,501
5,33.0,39,501
5,34.0,39,501
5,35.0,99,501
5,36.0,99,501
5,37.0,99,501
5,38.0,159,501
5,39.0,159,501
5,40.0,159,501
5,41.0,159,501
5,42.0,159,501
5,43.0,159,501
5,44.0,159,501
5,45.0,159,3507
5,46.0,159,3507
5,47.0,159,3507
5,48.0,242,3507
5,49.0,281,3507
5,50.0,281,3507
5,51.0,281,3507
5,52.0,398,3507
5,53.0,437,3507
5,54.0,437,3507
5,55.0,479,3507
5,56.0,479,3507
5,57.0,479,3507
5,58.0,479,3507
5,59.0,479,3507
5,60.0,653,3507
5,61.0,653,3507
5,62.0,755,3507
5,63.0,755,3507
5,64.0,755,3507
5,65.0,755,3507
5,66.0,755,3507
5,67.0,755,3507
5,68.0,755,3507
5,69.0,1232,3507
5,70.0,1232,3795
5,71.0,1550,3795
5,72.0,1550,5769
5,73.0,1550,5769
5,74.0,755,3795
5,75.0,755,3795
5,76.0,755,3795
5,77.0,755,3795
5,78.0,755,3795
5,79.0,755,3795
5,80.0,755,3795
5,81.0,755,5697
5,82.0,755,5697
5,83.0,755,5697
5,84.0,755,5697
5,85.0,755,5697
5,86.0,755,5697
5,87.0,585,5697
5,88.0,585,5697
5,89.0,585,5697
5,90.0,585,5697
5,91.0,585,5697
5,92.0,585,5697
5,93.0,585,5697
5,94.0,585,5697
5,95.0,585,5697
5,96.0,585,5697
5,97.0,585,5697
5,98.0,345,5697
5,99.0,345,5697
5,100.0,345,5697
5,101.0,406,5697
5,102.0,406,5697
5,103.0,406,5697
5,104.0,149,5697
5,105.0,149,5697
5,106.0,149,5697
5,107.0,149,5697
5,108.0,149,5697
5,109.0,149,5697
5,110.0,149,5697
5,111.0,149,5697
5,112.0,149,5697
5,113.0,149,5697
5,114.0,149,5697
5,115.0,149,5697
5,116.0,149,5697
5,117.0,149,5697
5,118.0,149,5697
5,119.0,149,5697
5,120.0,43,5697
5,121.0,43,5697
5,122.0,43,5697
5,123.0,43,5697
5,124.0,43,5697
5,125.0,43,5697
5,126.0,43,5697
5,127.0,43,5697
5,128.0,43,5697
5,129.0,43,5697
5,130.0,43,5697
5,131.0,43,5697
5,132.0,43,5697
5,133.0,43,5697
5,134.0,43,5697
5,135.0,43,5697
5,136.0,43,5697
5,137.0,43,5697
5,138.0,43,5697
5,139.0,43,5697
5,140.0,43,5697
5,141.0,43,5697
5,142.0,43,5697
5,143.0,43,5697
5,144.0,43,5697
5,145.0,43,5697
5,146.0,43,5697
5,147.0,43,5697
5,148.0,43,5697
5,149.0,43,5697
5,150.0,43,5697
5,151.0,43,5697
5,152.0,43,5697
5,153.0,43,5697
5,154.0,43,5697
5,155.0,43,5697
5,156.0,43,5697
5,157.0,43,5697
5,158.0,43,5697
5,159.0,43,5697
5,160.0,43,5697
5,161.0,43,5697
5,162.0,43,5697
5,163.0,43,5697
5,164.0,43,5697
5,165.0,43,5697
5,166.0,43,5697
7,1.0,20,501
7,2.0,20,501
7,3.0,20,501
7,4.0,20,501
7,5.0,20,501
7,6.0,20,501
7,7.0,20,501
7,8.0,20,501
7,9.0,20,501
7,10.0,20,501
7,11.0,20,501
7,12.0,20,501
7,13.0,20,501
7,14.0,20,501
7,15.0,20,501
7,16.0,20,501
7,17.0,20,501
7,18.0,20,501
7,19.0,20,501
7,20.0,20,501
7,21.0,20,501
7,22.0,20,501
7,23.0,20,501
7,24.0,20,501
7,25.0,20,501
7,26.0,20,501
7,27.0,27,501
7,28.0,27,501
7,29.0,53,501
7,30.0,53,501
7,31.0,53,501
7,32.0,53,501
7,33.0,53,501
7,34.0,53,501
7,35.0,113,501
7,36.0,113,501
7,37.0,113,501
