"run","randomSeed","applicationcost","risktox","PestCount","erzeugerpreis","fungizid","septoria_count","behaviour","tox","cropCount","resistance"
1,1575969221,5.14,1,50,23.34,72.09,500,0,7.5,515,1
3,1575990015,5.14,1,50,23.34,72.09,500,0,7.5,515,1
5,1576003260,5.14,1,50,23.34,72.09,500,0,7.5,515,1
7,1576011487,5.14,1,50,23.34,72.09,500,0,7.5,515,1
9,1576017502,5.14,1,50,23.34,72.09,500,0,7.5,515,1
2,1575969253,5.14,1,50,23.34,72.09,500,0,7.5,515,1
4,1575993376,5.14,1,50,23.34,72.09,500,0,7.5,515,1
6,1576000944,5.14,1,50,23.34,72.09,500,0,7.5,515,1
8,1576009843,5.14,1,50,23.34,72.09,500,0,7.5,515,1
10,1576016565,5.14,1,50,23.34,72.09,500,0,7.5,515,1
