"run","randomSeed","applicationcost","risktox","PestCount","erzeugerpreis","fungizid","septoria_count","behaviour","tox","cropCount","resistance"
1,1571255005,5.14,1,50,23.34,72.09,500,0,7.5,515,1
3,1571274507,5.14,1,50,23.34,72.09,500,0,7.5,515,1
5,1571282753,5.14,1,50,23.34,72.09,500,0,7.5,515,1
7,1571288011,5.14,1,50,23.34,72.09,500,0,7.5,515,1
9,1571293302,5.14,1,50,23.34,72.09,500,0,7.5,515,1
2,1571255005,5.14,1,50,23.34,72.09,500,0,7.5,515,1
4,1571275031,5.14,1,50,23.34,72.09,500,0,7.5,515,1
6,1571281731,5.14,1,50,23.34,72.09,500,0,7.5,515,1
8,1571289405,5.14,1,50,23.34,72.09,500,0,7.5,515,1
10,1571295490,5.14,1,50,23.34,72.09,500,0,7.5,515,1
