"run","tick","Ertrag","befallGR","befallGRsicht","befallGRertrag","befallST","befallSTsicht","befallSTertrag"
1,1.0,5150000.0,3.6893203883495143,0.0,0.0,28.932038834951456,0.0,0.0
1,2.0,5150000.0,4.466019417475728,0.0,0.0,64.85436893203882,0.0,0.0
1,3.0,5150000.0,4.854368932038835,0.0,0.0,69.70873786407768,0.0,0.0
1,4.0,5150000.0,5.048543689320388,0.0,0.0,70.87378640776699,0.0,0.0
1,5.0,5150000.0,5.048543689320388,0.0,0.0,71.45631067961165,0.0,0.0
1,6.0,5150000.0,5.048543689320388,0.0,0.0,71.84466019417476,0.0,0.0
1,7.0,5150000.0,5.048543689320388,0.0,0.0,71.84466019417476,0.0,0.0
1,8.0,5150000.0,5.048543689320388,0.0,0.0,72.03883495145631,0.0,0.0
1,9.0,5150000.0,5.048543689320388,0.0,0.0,72.23300970873787,0.0,0.0
1,10.0,5150000.0,5.048543689320388,0.0,0.0,72.42718446601941,0.0,0.0
1,11.0,5150000.0,5.048543689320388,0.0,0.0,72.42718446601941,0.0,0.0
1,12.0,5150000.0,5.048543689320388,0.0,0.0,72.42718446601941,0.0,0.0
1,13.0,5150000.0,5.048543689320388,0.0,0.0,72.42718446601941,0.0,0.0
1,14.0,5150000.0,5.048543689320388,0.0,0.0,72.42718446601941,0.0,0.0
1,15.0,5150000.0,5.048543689320388,0.0,0.0,72.42718446601941,0.0,0.0
1,16.0,5150000.0,5.048543689320388,0.0,0.0,72.42718446601941,0.0,0.0
1,17.0,5150000.0,5.048543689320388,0.0,0.0,72.42718446601941,0.0,0.0
1,18.0,5150000.0,5.048543689320388,0.0,0.0,72.42718446601941,0.0,0.0
1,19.0,5150000.0,5.048543689320388,0.0,0.0,72.42718446601941,0.0,0.0
1,20.0,5150000.0,5.048543689320388,0.0,0.0,72.42718446601941,0.0,0.0
1,21.0,5150000.0,5.048543689320388,0.0,0.0,72.42718446601941,0.0,0.0
1,22.0,5150000.0,5.048543689320388,0.0,0.0,72.42718446601941,0.0,0.0
1,23.0,5150000.0,5.048543689320388,0.0,0.0,72.42718446601941,0.0,0.0
1,24.0,5150000.0,5.048543689320388,0.0,0.0,72.42718446601941,0.0,0.0
1,25.0,5150000.0,5.048543689320388,0.5825242718446602,0.5825242718446602,72.42718446601941,0.0,0.0
1,26.0,5150000.0,5.048543689320388,1.7475728155339807,1.7475728155339807,72.42718446601941,0.0,0.0
1,27.0,5150000.0,5.048543689320388,1.7475728155339807,1.7475728155339807,72.42718446601941,0.0,0.0
1,28.0,5150000.0,6.601941747572816,2.1359223300970873,2.1359223300970873,72.42718446601941,0.0,0.0
1,29.0,5150000.0,6.990291262135923,2.1359223300970873,2.1359223300970873,72.42718446601941,0.0,0.0
1,30.0,5150000.0,9.902912621359224,3.6893203883495143,3.6893203883495143,72.42718446601941,0.0,0.0
1,31.0,5150000.0,10.679611650485436,3.8834951456310676,3.8834951456310676,72.42718446601941,0.0,0.0
1,32.0,5150000.0,10.679611650485436,3.8834951456310676,3.8834951456310676,72.42718446601941,0.0,0.0
1,33.0,5150000.0,10.679611650485436,3.8834951456310676,3.8834951456310676,72.42718446601941,0.0,0.0
1,34.0,5150000.0,10.679611650485436,3.8834951456310676,3.8834951456310676,72.42718446601941,0.0,0.0
1,35.0,5150000.0,10.87378640776699,3.8834951456310676,3.8834951456310676,72.42718446601941,0.0,0.0
1,36.0,5150000.0,19.80582524271845,3.8834951456310676,3.8834951456310676,72.42718446601941,0.0,0.0
1,37.0,5150000.0,21.16504854368932,3.8834951456310676,3.8834951456310676,72.42718446601941,0.0,0.0
1,38.0,5150000.0,21.553398058252426,3.8834951456310676,3.8834951456310676,72.42718446601941,0.0,0.0
1,39.0,5150000.0,30.097087378640776,3.8834951456310676,3.8834951456310676,72.42718446601941,0.0,0.0
1,40.0,5150000.0,31.650485436893206,3.8834951456310676,3.8834951456310676,72.42718446601941,0.0,0.0
1,41.0,5150000.0,32.62135922330097,3.8834951456310676,3.8834951456310676,72.42718446601941,62.71844660194175,62.71844660194175
1,42.0,5150000.0,32.62135922330097,3.8834951456310676,3.8834951456310676,72.42718446601941,68.3495145631068,68.3495145631068
1,43.0,5150000.0,32.62135922330097,3.8834951456310676,3.8834951456310676,72.42718446601941,70.87378640776699,70.87378640776699
1,44.0,5150000.0,32.62135922330097,3.8834951456310676,3.8834951456310676,72.42718446601941,72.23300970873787,72.23300970873787
1,45.0,5150000.0,32.81553398058252,4.466019417475728,4.466019417475728,72.42718446601941,72.42718446601941,72.42718446601941
1,46.0,5150000.0,32.81553398058252,6.601941747572816,6.601941747572816,100.0,72.42718446601941,72.42718446601941
1,47.0,5150000.0,32.81553398058252,8.349514563106796,8.349514563106796,100.0,72.42718446601941,72.42718446601941
1,48.0,5150000.0,32.81553398058252,8.155339805825243,8.155339805825243,100.0,72.42718446601941,72.42718446601941
1,49.0,5150000.0,44.07766990291262,8.54368932038835,8.54368932038835,100.0,72.42718446601941,72.42718446601941
1,50.0,5150000.0,48.15533980582524,8.737864077669903,8.737864077669903,100.0,72.42718446601941,72.42718446601941
1,51.0,5150000.0,49.320388349514566,8.349514563106796,8.349514563106796,100.0,72.42718446601941,72.42718446601941
1,52.0,5150000.0,49.70873786407767,8.932038834951456,8.932038834951456,100.0,72.42718446601941,72.42718446601941
1,53.0,5150000.0,60.58252427184466,8.737864077669903,8.737864077669903,100.0,72.42718446601941,72.42718446601941
1,54.0,5150000.0,63.49514563106796,10.097087378640776,10.097087378640776,100.0,72.42718446601941,72.42718446601941
