"run","randomSeed","applicationcost","risktox","PestCount","erzeugerpreis","fungizid","septoria_count","behaviour","tox","cropCount","resistance"
1,1675116534,5.14,1,19,23.34,72.09,500,0,7.5,515,1
3,1675135913,5.14,1,19,23.34,72.09,500,0,7.5,515,1
5,1675146551,5.14,1,19,23.34,72.09,500,0,7.5,515,1
7,1675153064,5.14,1,19,23.34,72.09,500,0,7.5,515,1
9,1675160927,5.14,1,19,23.34,72.09,500,0,7.5,515,1
2,1675114752,5.14,1,19,23.34,72.09,500,0,7.5,515,1
4,1675135562,5.14,1,19,23.34,72.09,500,0,7.5,515,1
6,1675143005,5.14,1,19,23.34,72.09,500,0,7.5,515,1
8,1675147428,5.14,1,19,23.34,72.09,500,0,7.5,515,1
10,1675154093,5.14,1,19,23.34,72.09,500,0,7.5,515,1
