"run","randomSeed","applicationcost","risktox","PestCount","erzeugerpreis","fungizid","septoria_count","behaviour","tox","cropCount","resistance"
1,1496602072,5.14,1,50,23.34,72.09,10,0,7.5,515,1
3,1496613039,5.14,1,50,23.34,72.09,100,0,7.5,515,1
5,1496625765,5.14,1,50,23.34,72.09,10,0,7.5,515,1
7,1496631235,5.14,1,50,23.34,72.09,100,0,7.5,515,1
9,1496637889,5.14,1,50,23.34,72.09,10,0,7.5,515,1
11,1496656310,5.14,1,50,23.34,72.09,100,0,7.5,515,1
13,1496665036,5.14,1,50,23.34,72.09,10,0,7.5,515,1
15,1496675099,5.14,1,50,23.34,72.09,100,0,7.5,515,1
17,1496684075,5.14,1,50,23.34,72.09,10,0,7.5,515,1
19,1496688594,5.14,1,50,23.34,72.09,100,0,7.5,515,1
21,1496693400,5.14,1,50,23.34,72.09,10,0,7.5,515,1
23,1496699776,5.14,1,50,23.34,72.09,100,0,7.5,515,1
25,1496706019,5.14,1,50,23.34,72.09,10,0,7.5,515,1
27,1496710167,5.14,1,50,23.34,72.09,100,0,7.5,515,1
29,1496717914,5.14,1,50,23.34,72.09,10,0,7.5,515,1
31,1496723222,5.14,1,50,23.34,72.09,100,0,7.5,515,1
33,1496726638,5.14,1,50,23.34,72.09,10,0,7.5,515,1
35,1496731212,5.14,1,50,23.34,72.09,100,0,7.5,515,1
37,1496735059,5.14,1,50,23.34,72.09,10,0,7.5,515,1
39,1496737642,5.14,1,50,23.34,72.09,100,0,7.5,515,1
2,1496599688,5.14,1,50,23.34,72.09,50,0,7.5,515,1
4,1496610220,5.14,1,50,23.34,72.09,200,0,7.5,515,1
6,1496620317,5.14,1,50,23.34,72.09,50,0,7.5,515,1
8,1496630155,5.14,1,50,23.34,72.09,200,0,7.5,515,1
10,1496634552,5.14,1,50,23.34,72.09,50,0,7.5,515,1
12,1496637775,5.14,1,50,23.34,72.09,200,0,7.5,515,1
14,1496648516,5.14,1,50,23.34,72.09,50,0,7.5,515,1
16,1496652941,5.14,1,50,23.34,72.09,200,0,7.5,515,1
18,1496665173,5.14,1,50,23.34,72.09,50,0,7.5,515,1
20,1496675745,5.14,1,50,23.34,72.09,200,0,7.5,515,1
22,1496683232,5.14,1,50,23.34,72.09,50,0,7.5,515,1
24,1496688068,5.14,1,50,23.34,72.09,200,0,7.5,515,1
26,1496693882,5.14,1,50,23.34,72.09,50,0,7.5,515,1
28,1496699205,5.14,1,50,23.34,72.09,200,0,7.5,515,1
30,1496720910,5.14,1,50,23.34,72.09,50,0,7.5,515,1
32,1496725913,5.14,1,50,23.34,72.09,200,0,7.5,515,1
34,1496731965,5.14,1,50,23.34,72.09,50,0,7.5,515,1
36,1496737024,5.14,1,50,23.34,72.09,200,0,7.5,515,1
38,1496740889,5.14,1,50,23.34,72.09,50,0,7.5,515,1
40,1496744276,5.14,1,50,23.34,72.09,200,0,7.5,515,1
