"run","randomSeed","applicationcost","risktox","PestCount","erzeugerpreis","fungizid","septoria_count","behaviour","tox","cropCount","resistance"
1,1508389016,5.14,1,50,23.34,72.09,500,0,7.5,515,1
3,1508410919,5.14,1,50,23.34,72.09,500,0,7.5,515,1
5,1508423548,5.14,1,50,23.34,72.09,500,0,7.5,515,1
7,1508430337,5.14,1,50,23.34,72.09,500,0,7.5,515,1
9,1508440903,5.14,1,50,23.34,72.09,500,0,7.5,515,1
2,1508389029,5.14,1,50,23.34,72.09,500,0,7.5,515,1
4,1508411864,5.14,1,50,23.34,72.09,500,0,7.5,515,1
6,1508421885,5.14,1,50,23.34,72.09,500,0,7.5,515,1
8,1508430990,5.14,1,50,23.34,72.09,500,0,7.5,515,1
10,1508438443,5.14,1,50,23.34,72.09,500,0,7.5,515,1
