"run","randomSeed","applicationcost","risktox","PestCount","erzeugerpreis","fungizid","septoria_count","behaviour","tox","cropCount","resistance"
1,1573524021,5.14,1,50,23.34,72.09,500,0,7.5,515,1
2,1573541820,5.14,1,50,23.34,72.09,500,0,7.5,515,1
3,1573545768,5.14,1,50,23.34,72.09,500,0,7.5,515,1
4,1573550587,5.14,1,50,23.34,72.09,500,0,7.5,515,1
5,1573555560,5.14,1,50,23.34,72.09,500,0,7.5,515,1
6,1573559119,5.14,1,50,23.34,72.09,500,0,7.5,515,1
7,1573563164,5.14,1,50,23.34,72.09,500,0,7.5,515,1
8,1573567641,5.14,1,50,23.34,72.09,500,0,7.5,515,1
9,1573572221,5.14,1,50,23.34,72.09,500,0,7.5,515,1
10,1573577729,5.14,1,50,23.34,72.09,500,0,7.5,515,1
