"run","randomSeed","applicationcost","risktox","PestCount","erzeugerpreis","fungizid","septoria_count","behaviour","tox","cropCount","resistance"
1,1811384808,5.14,1,19,23.34,72.09,500,1,7.5,515,1
3,1811398609,5.14,1,19,23.34,72.09,500,1,7.5,515,3
5,1811401378,5.14,1,19,23.34,72.09,500,2,7.5,515,2
7,1811404427,5.14,1,19,23.34,72.09,500,1,7.5,515,1
9,1811408586,5.14,1,19,23.34,72.09,500,1,7.5,515,3
11,1811409319,5.14,1,19,23.34,72.09,500,2,7.5,515,2
13,1811411205,5.14,1,19,23.34,72.09,500,1,7.5,515,1
15,1811414608,5.14,1,19,23.34,72.09,500,1,7.5,515,3
17,1811415335,5.14,1,19,23.34,72.09,500,2,7.5,515,2
19,1811416688,5.14,1,19,23.34,72.09,500,1,7.5,515,1
21,1811420035,5.14,1,19,23.34,72.09,500,1,7.5,515,3
23,1811420589,5.14,1,19,23.34,72.09,500,2,7.5,515,2
25,1811421675,5.14,1,19,23.34,72.09,500,1,7.5,515,1
27,1811425089,5.14,1,19,23.34,72.09,500,1,7.5,515,3
29,1811425628,5.14,1,19,23.34,72.09,500,2,7.5,515,2
31,1811426406,5.14,1,19,23.34,72.09,500,1,7.5,515,1
33,1811429840,5.14,1,19,23.34,72.09,500,1,7.5,515,3
35,1811430571,5.14,1,19,23.34,72.09,500,2,7.5,515,2
37,1811431597,5.14,1,19,23.34,72.09,500,1,7.5,515,1
39,1811435166,5.14,1,19,23.34,72.09,500,1,7.5,515,3
41,1811435774,5.14,1,19,23.34,72.09,500,2,7.5,515,2
43,1811436576,5.14,1,19,23.34,72.09,500,1,7.5,515,1
45,1811439787,5.14,1,19,23.34,72.09,500,1,7.5,515,3
47,1811440280,5.14,1,19,23.34,72.09,500,2,7.5,515,2
49,1811441022,5.14,1,19,23.34,72.09,500,1,7.5,515,1
51,1811444335,5.14,1,19,23.34,72.09,500,1,7.5,515,3
53,1811444739,5.14,1,19,23.34,72.09,500,2,7.5,515,2
55,1811445516,5.14,1,19,23.34,72.09,500,1,7.5,515,1
57,1811449199,5.14,1,19,23.34,72.09,500,1,7.5,515,3
59,1811449631,5.14,1,19,23.34,72.09,500,2,7.5,515,2
2,1811384808,5.14,1,19,23.34,72.09,500,1,7.5,515,2
4,1811392798,5.14,1,19,23.34,72.09,500,2,7.5,515,1
6,1811400111,5.14,1,19,23.34,72.09,500,2,7.5,515,3
8,1811402435,5.14,1,19,23.34,72.09,500,1,7.5,515,2
10,1811405619,5.14,1,19,23.34,72.09,500,2,7.5,515,1
12,1811409136,5.14,1,19,23.34,72.09,500,2,7.5,515,3
14,1811410142,5.14,1,19,23.34,72.09,500,1,7.5,515,2
16,1811411915,5.14,1,19,23.34,72.09,500,2,7.5,515,1
18,1811415568,5.14,1,19,23.34,72.09,500,2,7.5,515,3
20,1811416328,5.14,1,19,23.34,72.09,500,1,7.5,515,2
22,1811417493,5.14,1,19,23.34,72.09,500,2,7.5,515,1
24,1811423357,5.14,1,19,23.34,72.09,500,2,7.5,515,3
26,1811423826,5.14,1,19,23.34,72.09,500,1,7.5,515,2
28,1811424913,5.14,1,19,23.34,72.09,500,2,7.5,515,1
30,1811428843,5.14,1,19,23.34,72.09,500,2,7.5,515,3
32,1811429468,5.14,1,19,23.34,72.09,500,1,7.5,515,2
34,1811431006,5.14,1,19,23.34,72.09,500,2,7.5,515,1
36,1811434616,5.14,1,19,23.34,72.09,500,2,7.5,515,3
38,1811435049,5.14,1,19,23.34,72.09,500,1,7.5,515,2
40,1811436456,5.14,1,19,23.34,72.09,500,2,7.5,515,1
42,1811440825,5.14,1,19,23.34,72.09,500,2,7.5,515,3
44,1811441216,5.14,1,19,23.34,72.09,500,1,7.5,515,2
46,1811442187,5.14,1,19,23.34,72.09,500,2,7.5,515,1
48,1811445292,5.14,1,19,23.34,72.09,500,2,7.5,515,3
50,1811445748,5.14,1,19,23.34,72.09,500,1,7.5,515,2
52,1811446629,5.14,1,19,23.34,72.09,500,2,7.5,515,1
54,1811450713,5.14,1,19,23.34,72.09,500,2,7.5,515,3
56,1811451005,5.14,1,19,23.34,72.09,500,1,7.5,515,2
58,1811451641,5.14,1,19,23.34,72.09,500,2,7.5,515,1
60,1811453652,5.14,1,19,23.34,72.09,500,2,7.5,515,3
