"run","tick","BefallGR","BefallGRsicht","BefallGRertrag"
1,1.0,2.912621359223301,0.0,0.0
1,2.0,3.8834951456310676,0.0,0.0
1,3.0,4.271844660194175,0.0,0.0
1,4.0,4.466019417475728,0.0,0.0
1,5.0,4.466019417475728,0.0,0.0
1,6.0,4.466019417475728,0.0,0.0
1,7.0,4.466019417475728,0.0,0.0
1,8.0,4.466019417475728,0.0,0.0
1,9.0,4.466019417475728,0.0,0.0
1,10.0,4.466019417475728,0.0,0.0
1,11.0,4.466019417475728,0.0,0.0
1,12.0,4.466019417475728,0.0,0.0
1,13.0,4.466019417475728,0.0,0.0
1,14.0,4.466019417475728,0.0,0.0
1,15.0,4.466019417475728,0.0,0.0
1,16.0,4.466019417475728,0.0,0.0
1,17.0,4.466019417475728,0.0,0.0
1,18.0,4.466019417475728,0.0,0.0
1,19.0,4.466019417475728,0.0,0.0
1,20.0,4.466019417475728,0.0,0.0
1,21.0,4.466019417475728,0.0,0.0
1,22.0,4.466019417475728,0.0,0.0
1,23.0,4.466019417475728,0.0,0.0
1,24.0,4.466019417475728,0.0,0.0
1,25.0,4.466019417475728,0.7766990291262136,0.7766990291262136
1,26.0,4.466019417475728,1.3592233009708738,1.3592233009708738
1,27.0,4.466019417475728,1.5533980582524272,1.5533980582524272
1,28.0,5.631067961165048,2.524271844660194,2.524271844660194
1,29.0,6.019417475728155,2.524271844660194,2.524271844660194
1,30.0,9.70873786407767,3.1067961165048543,3.1067961165048543
1,31.0,10.097087378640776,3.1067961165048543,3.1067961165048543
1,32.0,10.679611650485436,3.1067961165048543,3.1067961165048543
1,33.0,11.262135922330096,3.1067961165048543,3.1067961165048543
1,34.0,11.262135922330096,3.1067961165048543,3.1067961165048543
1,35.0,11.262135922330096,3.1067961165048543,3.1067961165048543
1,36.0,18.446601941747574,3.1067961165048543,3.1067961165048543
1,37.0,19.80582524271845,3.1067961165048543,3.1067961165048543
1,38.0,20.97087378640777,3.1067961165048543,3.1067961165048543
1,39.0,27.378640776699033,3.1067961165048543,3.1067961165048543
1,40.0,28.54368932038835,3.1067961165048543,3.1067961165048543
1,41.0,28.932038834951456,3.1067961165048543,3.1067961165048543
1,42.0,29.126213592233007,3.1067961165048543,3.1067961165048543
1,43.0,29.320388349514566,3.1067961165048543,3.1067961165048543
1,44.0,29.320388349514566,3.1067961165048543,3.1067961165048543
1,45.0,29.320388349514566,3.8834951456310676,3.8834951456310676
1,46.0,29.320388349514566,6.019417475728155,6.019417475728155
1,47.0,29.320388349514566,7.3786407766990285,7.3786407766990285
1,48.0,29.320388349514566,7.572815533980583,7.572815533980583
1,49.0,40.58252427184466,8.349514563106796,8.349514563106796
1,50.0,45.8252427184466,8.349514563106796,8.349514563106796
1,51.0,46.601941747572816,8.349514563106796,8.349514563106796
1,52.0,47.37864077669903,8.349514563106796,8.349514563106796
1,53.0,57.28155339805825,8.349514563106796,8.349514563106796
1,54.0,59.80582524271845,9.902912621359224,9.902912621359224
1,55.0,60.19417475728155,10.097087378640776,10.097087378640776
1,56.0,63.49514563106796,12.03883495145631,12.03883495145631
1,57.0,63.49514563106796,11.844660194174757,11.844660194174757
1,58.0,63.883495145631066,15.145631067961165,15.145631067961165
1,59.0,63.883495145631066,14.563106796116504,14.563106796116504
1,60.0,64.07766990291263,18.446601941747574,12.427184466019417
1,61.0,72.62135922330097,17.281553398058254,11.650485436893204
1,62.0,73.00970873786407,20.0,13.980582524271846
1,63.0,76.50485436893204,19.80582524271845,13.980582524271846
1,64.0,76.50485436893204,21.941747572815533,14.757281553398057
1,65.0,77.08737864077669,21.74757281553398,15.145631067961165
1,66.0,77.28155339805825,22.9126213592233,15.339805825242719
1,67.0,77.28155339805825,22.9126213592233,15.53398058252427
1,68.0,77.28155339805825,22.9126213592233,15.922330097087379
1,69.0,77.47572815533981,23.300970873786408,15.922330097087379
1,70.0,86.99029126213593,23.106796116504853,15.922330097087379
1,71.0,87.57281553398059,28.155339805825243,19.80582524271845
1,72.0,90.29126213592234,29.708737864077673,20.776699029126213
1,73.0,91.2621359223301,34.95145631067961,25.631067961165048
1,74.0,91.2621359223301,43.30097087378641,32.23300970873787
1,75.0,91.2621359223301,48.15533980582524,36.89320388349515
1,76.0,91.2621359223301,51.6504854368932,40.58252427184466
1,77.0,91.2621359223301,53.786407766990294,42.13592233009709
1,78.0,91.2621359223301,57.66990291262136,28.7378640776699
1,79.0,91.2621359223301,60.58252427184466,33.20388349514563
1,80.0,92.81553398058252,65.63106796116504,41.94174757281554
1,81.0,93.00970873786409,70.29126213592232,48.54368932038835
1,82.0,93.00970873786409,72.81553398058253,50.873786407766985
1,83.0,93.20388349514563,72.42718446601941,50.48543689320388
1,84.0,93.20388349514563,74.75728155339806,24.466019417475728
1,85.0,93.20388349514563,74.75728155339806,23.495145631067963
1,86.0,93.20388349514563,80.19417475728156,28.932038834951456
1,87.0,93.20388349514563,80.3883495145631,36.116504854368934
1,88.0,93.20388349514563,84.85436893203884,40.97087378640777
1,89.0,93.20388349514563,85.63106796116506,44.07766990291262
1,90.0,93.20388349514563,86.79611650485437,45.8252427184466
1,91.0,93.20388349514563,86.40776699029125,45.63106796116505
1,92.0,93.20388349514563,86.01941747572816,45.43689320388349
1,93.0,93.20388349514563,87.18446601941747,47.18446601941748
1,94.0,93.20388349514563,88.15533980582524,53.592233009708735
1,95.0,93.20388349514563,86.99029126213593,53.398058252427184
1,96.0,93.20388349514563,89.32038834951457,55.14563106796116
1,97.0,93.20388349514563,87.18446601941747,54.36893203883495
1,98.0,93.20388349514563,81.74757281553397,55.92233009708738
1,99.0,93.20388349514563,82.71844660194175,55.72815533980583
1,100.0,93.20388349514563,82.33009708737865,56.89320388349515
1,101.0,93.20388349514563,82.52427184466019,57.66990291262136
1,102.0,96.31067961165049,82.71844660194175,57.0873786407767
1,103.0,97.28155339805825,83.10679611650485,56.699029126213595
1,104.0,97.47572815533981,57.28155339805825,57.28155339805825
1,105.0,98.64077669902913,56.89320388349515,56.89320388349515
1,106.0,98.83495145631068,58.05825242718446,58.05825242718446
1,107.0,98.83495145631068,57.86407766990291,57.86407766990291
1,108.0,98.83495145631068,55.33980582524271,55.33980582524271
1,109.0,98.83495145631068,56.699029126213595,56.699029126213595
1,110.0,98.83495145631068,56.699029126213595,56.699029126213595
1,111.0,98.83495145631068,58.44660194174758,58.44660194174758
1,112.0,98.83495145631068,56.699029126213595,56.699029126213595
1,113.0,98.83495145631068,57.66990291262136,57.66990291262136
1,114.0,99.41747572815534,57.0873786407767,57.0873786407767
1,115.0,99.41747572815534,63.49514563106796,63.49514563106796
1,116.0,99.41747572815534,70.87378640776699,70.87378640776699
1,117.0,99.41747572815534,70.87378640776699,70.87378640776699
1,118.0,99.41747572815534,70.87378640776699,70.87378640776699
1,119.0,99.41747572815534,70.87378640776699,70.87378640776699
1,120.0,99.41747572815534,70.87378640776699,70.87378640776699
1,121.0,99.41747572815534,70.87378640776699,70.87378640776699
1,122.0,99.41747572815534,70.87378640776699,70.87378640776699
1,123.0,99.41747572815534,70.87378640776699,70.87378640776699
1,124.0,99.41747572815534,70.87378640776699,70.87378640776699
1,125.0,99.41747572815534,70.87378640776699,70.87378640776699
1,126.0,99.41747572815534,70.87378640776699,70.87378640776699
1,127.0,99.41747572815534,70.87378640776699,70.87378640776699
1,128.0,99.41747572815534,70.87378640776699,70.87378640776699
1,129.0,99.41747572815534,70.87378640776699,70.87378640776699
1,130.0,99.41747572815534,70.87378640776699,70.87378640776699
1,131.0,99.41747572815534,70.87378640776699,70.87378640776699
1,132.0,99.41747572815534,70.87378640776699,70.87378640776699
1,133.0,99.41747572815534,70.87378640776699,70.87378640776699
1,134.0,99.41747572815534,70.87378640776699,70.87378640776699
1,135.0,99.41747572815534,70.87378640776699,70.87378640776699
1,136.0,99.41747572815534,70.87378640776699,70.87378640776699
1,137.0,99.41747572815534,70.87378640776699,70.87378640776699
1,138.0,99.41747572815534,70.87378640776699,70.87378640776699
1,139.0,99.41747572815534,70.87378640776699,70.87378640776699
1,140.0,99.41747572815534,70.87378640776699,70.87378640776699
1,141.0,99.41747572815534,70.87378640776699,70.87378640776699
1,142.0,99.41747572815534,70.87378640776699,70.87378640776699
1,143.0,99.41747572815534,70.87378640776699,70.87378640776699
1,144.0,99.41747572815534,70.87378640776699,70.87378640776699
1,145.0,99.41747572815534,70.87378640776699,70.87378640776699
1,146.0,99.41747572815534,70.87378640776699,70.87378640776699
1,147.0,99.41747572815534,70.87378640776699,70.87378640776699
1,148.0,99.41747572815534,70.87378640776699,70.87378640776699
1,149.0,99.41747572815534,70.87378640776699,70.87378640776699
1,150.0,99.41747572815534,70.87378640776699,70.87378640776699
1,151.0,99.41747572815534,70.87378640776699,70.87378640776699
1,152.0,99.41747572815534,70.87378640776699,70.87378640776699
1,153.0,99.41747572815534,70.87378640776699,70.87378640776699
1,154.0,99.41747572815534,70.87378640776699,70.87378640776699
1,155.0,99.41747572815534,70.87378640776699,70.87378640776699
1,156.0,99.41747572815534,70.87378640776699,70.87378640776699
1,157.0,99.41747572815534,70.87378640776699,70.87378640776699
1,158.0,99.41747572815534,70.87378640776699,70.87378640776699
1,159.0,99.41747572815534,70.87378640776699,70.87378640776699
1,160.0,99.41747572815534,70.87378640776699,70.87378640776699
1,161.0,99.41747572815534,70.87378640776699,70.87378640776699
1,162.0,99.41747572815534,70.87378640776699,70.87378640776699
1,163.0,99.41747572815534,70.87378640776699,70.87378640776699
1,164.0,99.41747572815534,70.87378640776699,70.87378640776699
1,165.0,99.41747572815534,70.87378640776699,70.87378640776699
1,166.0,99.41747572815534,70.87378640776699,70.87378640776699
3,1.0,3.1067961165048543,0.0,0.0
