"run","randomSeed","applicationcost","risktox","PestCount","erzeugerpreis","fungizid","septoria_count","behaviour","tox","cropCount","resistance"
1,1569230135,5.14,1,50,23.34,72.09,400,0,7.5,515,1
3,1569253853,5.14,1,50,23.34,72.09,400,0,7.5,515,1
5,1569268341,5.14,1,50,23.34,72.09,400,0,7.5,515,1
7,1569277467,5.14,1,50,23.34,72.09,400,0,7.5,515,1
9,1569284418,5.14,1,50,23.34,72.09,400,0,7.5,515,1
2,1569232866,5.14,1,50,23.34,72.09,400,0,7.5,515,1
4,1569257132,5.14,1,50,23.34,72.09,400,0,7.5,515,1
6,1569272798,5.14,1,50,23.34,72.09,400,0,7.5,515,1
8,1569278080,5.14,1,50,23.34,72.09,400,0,7.5,515,1
10,1569285690,5.14,1,50,23.34,72.09,400,0,7.5,515,1
