"run","randomSeed","applicationcost","risktox","PestCount","erzeugerpreis","fungizid","septoria_count","behaviour","tox","cropCount","resistance"
1,1670755621,5.14,1,50,23.34,72.09,500,0,7.5,515,1
3,1670777621,5.14,1,50,23.34,72.09,500,0,7.5,515,3
5,1670778731,5.14,1,50,23.34,72.09,500,0,7.5,515,2
7,1670780172,5.14,1,50,23.34,72.09,500,0,7.5,515,1
9,1670790019,5.14,1,50,23.34,72.09,500,0,7.5,515,3
11,1670790763,5.14,1,50,23.34,72.09,500,0,7.5,515,2
13,1670791798,5.14,1,50,23.34,72.09,500,0,7.5,515,1
15,1670800086,5.14,1,50,23.34,72.09,500,0,7.5,515,3
17,1670800740,5.14,1,50,23.34,72.09,500,0,7.5,515,2
19,1670802008,5.14,1,50,23.34,72.09,500,0,7.5,515,1
21,1670808336,5.14,1,50,23.34,72.09,500,0,7.5,515,3
23,1670809001,5.14,1,50,23.34,72.09,500,0,7.5,515,2
25,1670810098,5.14,1,50,23.34,72.09,500,0,7.5,515,1
27,1670817753,5.14,1,50,23.34,72.09,500,0,7.5,515,3
29,1670818506,5.14,1,50,23.34,72.09,500,0,7.5,515,2
31,1670819587,5.14,1,50,23.34,72.09,500,0,7.5,515,1
33,1670824465,5.14,1,50,23.34,72.09,500,0,7.5,515,3
35,1670825300,5.14,1,50,23.34,72.09,500,0,7.5,515,2
37,1670826192,5.14,1,50,23.34,72.09,500,0,7.5,515,1
39,1670833772,5.14,1,50,23.34,72.09,500,0,7.5,515,3
41,1670834545,5.14,1,50,23.34,72.09,500,0,7.5,515,2
43,1670835501,5.14,1,50,23.34,72.09,500,0,7.5,515,1
45,1670842707,5.14,1,50,23.34,72.09,500,0,7.5,515,3
47,1670843470,5.14,1,50,23.34,72.09,500,0,7.5,515,2
49,1670844433,5.14,1,50,23.34,72.09,500,0,7.5,515,1
51,1670853591,5.14,1,50,23.34,72.09,500,0,7.5,515,3
53,1670854371,5.14,1,50,23.34,72.09,500,0,7.5,515,2
55,1670855351,5.14,1,50,23.34,72.09,500,0,7.5,515,1
57,1670863275,5.14,1,50,23.34,72.09,500,0,7.5,515,3
59,1670863842,5.14,1,50,23.34,72.09,500,0,7.5,515,2
61,1670864674,5.14,1,50,23.34,72.09,500,0,7.5,515,1
63,1670872468,5.14,1,50,23.34,72.09,500,0,7.5,515,3
65,1670873196,5.14,1,50,23.34,72.09,500,0,7.5,515,2
67,1670874328,5.14,1,50,23.34,72.09,500,0,7.5,515,1
69,1670881903,5.14,1,50,23.34,72.09,500,0,7.5,515,3
71,1670882465,5.14,1,50,23.34,72.09,500,0,7.5,515,2
73,1670883322,5.14,1,50,23.34,72.09,500,0,7.5,515,1
75,1670891777,5.14,1,50,23.34,72.09,500,0,7.5,515,3
77,1670892317,5.14,1,50,23.34,72.09,500,0,7.5,515,2
79,1670893137,5.14,1,50,23.34,72.09,500,0,7.5,515,1
81,1670901342,5.14,1,50,23.34,72.09,500,0,7.5,515,3
83,1670902610,5.14,1,50,23.34,72.09,500,0,7.5,515,2
85,1670904086,5.14,1,50,23.34,72.09,500,0,7.5,515,1
87,1670918021,5.14,1,50,23.34,72.09,500,0,7.5,515,3
89,1670918830,5.14,1,50,23.34,72.09,500,0,7.5,515,2
2,1670754150,5.14,1,50,23.34,72.09,500,0,7.5,515,2
4,1670767475,5.14,1,50,23.34,72.09,500,0,7.5,515,1
6,1670784112,5.14,1,50,23.34,72.09,500,0,7.5,515,3
8,1670785233,5.14,1,50,23.34,72.09,500,0,7.5,515,2
10,1670786453,5.14,1,50,23.34,72.09,500,0,7.5,515,1
12,1670796335,5.14,1,50,23.34,72.09,500,0,7.5,515,3
14,1670797056,5.14,1,50,23.34,72.09,500,0,7.5,515,2
16,1670798910,5.14,1,50,23.34,72.09,500,0,7.5,515,1
18,1670807921,5.14,1,50,23.34,72.09,500,0,7.5,515,3
20,1670808480,5.14,1,50,23.34,72.09,500,0,7.5,515,2
22,1670809679,5.14,1,50,23.34,72.09,500,0,7.5,515,1
24,1670816562,5.14,1,50,23.34,72.09,500,0,7.5,515,3
26,1670817169,5.14,1,50,23.34,72.09,500,0,7.5,515,2
28,1670818127,5.14,1,50,23.34,72.09,500,0,7.5,515,1
30,1670823948,5.14,1,50,23.34,72.09,500,0,7.5,515,3
32,1670824588,5.14,1,50,23.34,72.09,500,0,7.5,515,2
34,1670825790,5.14,1,50,23.34,72.09,500,0,7.5,515,1
36,1670836673,5.14,1,50,23.34,72.09,500,0,7.5,515,3
38,1670837377,5.14,1,50,23.34,72.09,500,0,7.5,515,2
40,1670838366,5.14,1,50,23.34,72.09,500,0,7.5,515,1
42,1670848178,5.14,1,50,23.34,72.09,500,0,7.5,515,3
44,1670849015,5.14,1,50,23.34,72.09,500,0,7.5,515,2
46,1670850174,5.14,1,50,23.34,72.09,500,0,7.5,515,1
48,1670857792,5.14,1,50,23.34,72.09,500,0,7.5,515,3
50,1670858539,5.14,1,50,23.34,72.09,500,0,7.5,515,2
52,1670860003,5.14,1,50,23.34,72.09,500,0,7.5,515,1
54,1670867531,5.14,1,50,23.34,72.09,500,0,7.5,515,3
56,1670868172,5.14,1,50,23.34,72.09,500,0,7.5,515,2
58,1670869078,5.14,1,50,23.34,72.09,500,0,7.5,515,1
60,1670877658,5.14,1,50,23.34,72.09,500,0,7.5,515,3
62,1670878312,5.14,1,50,23.34,72.09,500,0,7.5,515,2
64,1670879315,5.14,1,50,23.34,72.09,500,0,7.5,515,1
66,1670886948,5.14,1,50,23.34,72.09,500,0,7.5,515,3
68,1670887549,5.14,1,50,23.34,72.09,500,0,7.5,515,2
70,1670888694,5.14,1,50,23.34,72.09,500,0,7.5,515,1
72,1670895827,5.14,1,50,23.34,72.09,500,0,7.5,515,3
74,1670896389,5.14,1,50,23.34,72.09,500,0,7.5,515,2
76,1670897402,5.14,1,50,23.34,72.09,500,0,7.5,515,1
78,1670908922,5.14,1,50,23.34,72.09,500,0,7.5,515,3
80,1670910279,5.14,1,50,23.34,72.09,500,0,7.5,515,2
82,1670911833,5.14,1,50,23.34,72.09,500,0,7.5,515,1
84,1670923671,5.14,1,50,23.34,72.09,500,0,7.5,515,3
86,1670924135,5.14,1,50,23.34,72.09,500,0,7.5,515,2
88,1670924791,5.14,1,50,23.34,72.09,500,0,7.5,515,1
90,1670934238,5.14,1,50,23.34,72.09,500,0,7.5,515,3
