"run","PestCount","noAzole","cropCount","resistance","randomSeed","applicationcost","risktox","noCarboxamide","erzeugerpreis","fungizid","septoria_count","location","behaviour","tox"
1,80,2,2080,1,-347203269,5.14,1,1,23.34,72.09,3000,1,0,7.5
2,80,2,2080,1,-347167036,5.14,1,1,23.34,72.09,3000,1,0,7.5
3,80,2,2080,1,-347142330,5.14,1,1,23.34,72.09,3000,1,0,7.5
4,80,2,2080,1,-347110848,5.14,1,1,23.34,72.09,3000,1,0,7.5
5,80,2,2080,1,-347081170,5.14,1,1,23.34,72.09,3000,1,0,7.5
6,80,2,2080,1,-347052390,5.14,1,1,23.34,72.09,3000,1,0,7.5
7,80,2,2080,1,-347019896,5.14,1,1,23.34,72.09,3000,1,0,7.5
8,80,2,2080,1,-346992501,5.14,1,1,23.34,72.09,3000,1,0,7.5
9,80,2,2080,1,-346962443,5.14,1,1,23.34,72.09,3000,1,0,7.5
10,80,2,2080,1,-346931422,5.14,1,1,23.34,72.09,3000,1,0,7.5
