"run","PestCount","noAzole","cropCount","resistance","randomSeed","applicationcost","risktox","noCarboxamide","erzeugerpreis","fungizid","septoria_count","location","behaviour","tox"
1,200,2,5200,3,1686312042,5.14,1,1,23.34,72.09,7500,1,0,7.5
3,200,2,5200,3,1686340581,5.14,1,1,23.34,72.09,7500,1,0,7.5
5,200,2,5200,3,1686367517,5.14,1,1,23.34,72.09,7500,1,0,7.5
7,200,2,5200,3,1686389457,5.14,1,1,23.34,72.09,7500,1,0,7.5
9,200,2,5200,3,1686412691,5.14,1,1,23.34,72.09,7500,1,0,7.5
2,200,2,5200,3,1686315770,5.14,1,1,23.34,72.09,7500,1,0,7.5
4,200,2,5200,3,1686344385,5.14,1,1,23.34,72.09,7500,1,0,7.5
6,200,2,5200,3,1686370902,5.14,1,1,23.34,72.09,7500,1,0,7.5
8,200,2,5200,3,1686394948,5.14,1,1,23.34,72.09,7500,1,0,7.5
10,200,2,5200,3,1686414969,5.14,1,1,23.34,72.09,7500,1,0,7.5
