"run","randomSeed","applicationcost","risktox","PestCount","erzeugerpreis","fungizid","septoria_count","behaviour","tox","cropCount","resistance"
1,2000219533,5.14,1,5,23.34,72.09,500,2,7.5,515,1
3,2000238627,5.14,1,5,23.34,72.09,500,2,7.5,515,3
5,2000239629,5.14,1,5,23.34,72.09,500,3,7.5,515,2
7,2000241143,5.14,1,5,23.34,72.09,500,2,7.5,515,1
9,2000245872,5.14,1,5,23.34,72.09,500,2,7.5,515,3
11,2000246354,5.14,1,5,23.34,72.09,500,3,7.5,515,2
13,2000247004,5.14,1,5,23.34,72.09,500,2,7.5,515,1
15,2000252122,5.14,1,5,23.34,72.09,500,2,7.5,515,3
17,2000252462,5.14,1,5,23.34,72.09,500,3,7.5,515,2
19,2000253220,5.14,1,5,23.34,72.09,500,2,7.5,515,1
21,2000255884,5.14,1,5,23.34,72.09,500,2,7.5,515,3
23,2000256402,5.14,1,5,23.34,72.09,500,3,7.5,515,2
25,2000256922,5.14,1,5,23.34,72.09,500,2,7.5,515,1
27,2000259834,5.14,1,5,23.34,72.09,500,2,7.5,515,3
29,2000260336,5.14,1,5,23.34,72.09,500,3,7.5,515,2
31,2000261258,5.14,1,5,23.34,72.09,500,2,7.5,515,1
33,2000263748,5.14,1,5,23.34,72.09,500,2,7.5,515,3
35,2000264061,5.14,1,5,23.34,72.09,500,3,7.5,515,2
37,2000264895,5.14,1,5,23.34,72.09,500,2,7.5,515,1
39,2000267497,5.14,1,5,23.34,72.09,500,2,7.5,515,3
41,2000267895,5.14,1,5,23.34,72.09,500,3,7.5,515,2
43,2000268438,5.14,1,5,23.34,72.09,500,2,7.5,515,1
45,2000271644,5.14,1,5,23.34,72.09,500,2,7.5,515,3
47,2000271943,5.14,1,5,23.34,72.09,500,3,7.5,515,2
49,2000272535,5.14,1,5,23.34,72.09,500,2,7.5,515,1
51,2000275450,5.14,1,5,23.34,72.09,500,2,7.5,515,3
53,2000275745,5.14,1,5,23.34,72.09,500,3,7.5,515,2
55,2000276300,5.14,1,5,23.34,72.09,500,2,7.5,515,1
57,2000280564,5.14,1,5,23.34,72.09,500,2,7.5,515,3
59,2000280953,5.14,1,5,23.34,72.09,500,3,7.5,515,2
61,2000281801,5.14,1,5,23.34,72.09,500,2,7.5,515,1
63,2000284394,5.14,1,5,23.34,72.09,500,2,7.5,515,3
65,2000284702,5.14,1,5,23.34,72.09,500,3,7.5,515,2
67,2000285263,5.14,1,5,23.34,72.09,500,2,7.5,515,1
69,2000287428,5.14,1,5,23.34,72.09,500,2,7.5,515,3
71,2000287712,5.14,1,5,23.34,72.09,500,3,7.5,515,2
73,2000288228,5.14,1,5,23.34,72.09,500,2,7.5,515,1
75,2000291052,5.14,1,5,23.34,72.09,500,2,7.5,515,3
77,2000291357,5.14,1,5,23.34,72.09,500,3,7.5,515,2
79,2000291881,5.14,1,5,23.34,72.09,500,2,7.5,515,1
81,2000294121,5.14,1,5,23.34,72.09,500,2,7.5,515,3
83,2000294418,5.14,1,5,23.34,72.09,500,3,7.5,515,2
85,2000294961,5.14,1,5,23.34,72.09,500,2,7.5,515,1
87,2000297984,5.14,1,5,23.34,72.09,500,2,7.5,515,3
89,2000298302,5.14,1,5,23.34,72.09,500,3,7.5,515,2
91,2000298979,5.14,1,5,23.34,72.09,500,2,7.5,515,1
93,2000301475,5.14,1,5,23.34,72.09,500,2,7.5,515,3
95,2000301745,5.14,1,5,23.34,72.09,500,3,7.5,515,2
97,2000302282,5.14,1,5,23.34,72.09,500,2,7.5,515,1
99,2000304450,5.14,1,5,23.34,72.09,500,2,7.5,515,3
101,2000304733,5.14,1,5,23.34,72.09,500,3,7.5,515,2
103,2000305259,5.14,1,5,23.34,72.09,500,2,7.5,515,1
105,2000308235,5.14,1,5,23.34,72.09,500,2,7.5,515,3
107,2000308534,5.14,1,5,23.34,72.09,500,3,7.5,515,2
109,2000309092,5.14,1,5,23.34,72.09,500,2,7.5,515,1
111,2000311225,5.14,1,5,23.34,72.09,500,2,7.5,515,3
113,2000311523,5.14,1,5,23.34,72.09,500,3,7.5,515,2
115,2000312043,5.14,1,5,23.34,72.09,500,2,7.5,515,1
117,2000314765,5.14,1,5,23.34,72.09,500,2,7.5,515,3
119,2000315060,5.14,1,5,23.34,72.09,500,3,7.5,515,2
121,2000315565,5.14,1,5,23.34,72.09,500,2,7.5,515,1
123,2000317972,5.14,1,5,23.34,72.09,500,2,7.5,515,3
125,2000318239,5.14,1,5,23.34,72.09,500,3,7.5,515,2
127,2000318767,5.14,1,5,23.34,72.09,500,2,7.5,515,1
129,2000324564,5.14,1,5,23.34,72.09,500,2,7.5,515,3
131,2000324971,5.14,1,5,23.34,72.09,500,3,7.5,515,2
133,2000325553,5.14,1,5,23.34,72.09,500,2,7.5,515,1
135,2000328041,5.14,1,5,23.34,72.09,500,2,7.5,515,3
137,2000328393,5.14,1,5,23.34,72.09,500,3,7.5,515,2
139,2000328968,5.14,1,5,23.34,72.09,500,2,7.5,515,1
141,2000331372,5.14,1,5,23.34,72.09,500,2,7.5,515,3
143,2000331635,5.14,1,5,23.34,72.09,500,3,7.5,515,2
145,2000332186,5.14,1,5,23.34,72.09,500,2,7.5,515,1
147,2000334337,5.14,1,5,23.34,72.09,500,2,7.5,515,3
149,2000334622,5.14,1,5,23.34,72.09,500,3,7.5,515,2
151,2000335178,5.14,1,5,23.34,72.09,500,2,7.5,515,1
153,2000341626,5.14,1,5,23.34,72.09,500,2,7.5,515,3
155,2000341957,5.14,1,5,23.34,72.09,500,3,7.5,515,2
157,2000342541,5.14,1,5,23.34,72.09,500,2,7.5,515,1
159,2000345337,5.14,1,5,23.34,72.09,500,2,7.5,515,3
161,2000345656,5.14,1,5,23.34,72.09,500,3,7.5,515,2
163,2000346181,5.14,1,5,23.34,72.09,500,2,7.5,515,1
165,2000348459,5.14,1,5,23.34,72.09,500,2,7.5,515,3
167,2000348734,5.14,1,5,23.34,72.09,500,3,7.5,515,2
169,2000349322,5.14,1,5,23.34,72.09,500,2,7.5,515,1
171,2000351704,5.14,1,5,23.34,72.09,500,2,7.5,515,3
173,2000351999,5.14,1,5,23.34,72.09,500,3,7.5,515,2
175,2000352463,5.14,1,5,23.34,72.09,500,2,7.5,515,1
177,2000355007,5.14,1,5,23.34,72.09,500,2,7.5,515,3
179,2000355313,5.14,1,5,23.34,72.09,500,3,7.5,515,2
181,2000355837,5.14,1,5,23.34,72.09,500,2,7.5,515,1
183,2000358551,5.14,1,5,23.34,72.09,500,2,7.5,515,3
185,2000358898,5.14,1,5,23.34,72.09,500,3,7.5,515,2
187,2000359427,5.14,1,5,23.34,72.09,500,2,7.5,515,1
189,2000363570,5.14,1,5,23.34,72.09,500,2,7.5,515,3
191,2000363849,5.14,1,5,23.34,72.09,500,3,7.5,515,2
193,2000364348,5.14,1,5,23.34,72.09,500,2,7.5,515,1
195,2000367505,5.14,1,5,23.34,72.09,500,2,7.5,515,3
197,2000367808,5.14,1,5,23.34,72.09,500,3,7.5,515,2
199,2000368277,5.14,1,5,23.34,72.09,500,2,7.5,515,1
201,2000370480,5.14,1,5,23.34,72.09,500,2,7.5,515,3
203,2000370839,5.14,1,5,23.34,72.09,500,3,7.5,515,2
205,2000371311,5.14,1,5,23.34,72.09,500,2,7.5,515,1
207,2000373773,5.14,1,5,23.34,72.09,500,2,7.5,515,3
209,2000374038,5.14,1,5,23.34,72.09,500,3,7.5,515,2
211,2000374634,5.14,1,5,23.34,72.09,500,2,7.5,515,1
213,2000377316,5.14,1,5,23.34,72.09,500,2,7.5,515,3
215,2000377583,5.14,1,5,23.34,72.09,500,3,7.5,515,2
217,2000378040,5.14,1,5,23.34,72.09,500,2,7.5,515,1
219,2000379865,5.14,1,5,23.34,72.09,500,2,7.5,515,3
221,2000380246,5.14,1,5,23.34,72.09,500,3,7.5,515,2
223,2000380791,5.14,1,5,23.34,72.09,500,2,7.5,515,1
225,2000383528,5.14,1,5,23.34,72.09,500,2,7.5,515,3
227,2000383896,5.14,1,5,23.34,72.09,500,3,7.5,515,2
229,2000384395,5.14,1,5,23.34,72.09,500,2,7.5,515,1
231,2000388125,5.14,1,5,23.34,72.09,500,2,7.5,515,3
233,2000388402,5.14,1,5,23.34,72.09,500,3,7.5,515,2
235,2000388871,5.14,1,5,23.34,72.09,500,2,7.5,515,1
237,2000391684,5.14,1,5,23.34,72.09,500,2,7.5,515,3
239,2000391975,5.14,1,5,23.34,72.09,500,3,7.5,515,2
241,2000392522,5.14,1,5,23.34,72.09,500,2,7.5,515,1
243,2000394933,5.14,1,5,23.34,72.09,500,2,7.5,515,3
245,2000395221,5.14,1,5,23.34,72.09,500,3,7.5,515,2
247,2000395860,5.14,1,5,23.34,72.09,500,2,7.5,515,1
249,2000397939,5.14,1,5,23.34,72.09,500,2,7.5,515,3
251,2000398321,5.14,1,5,23.34,72.09,500,3,7.5,515,2
253,2000398852,5.14,1,5,23.34,72.09,500,2,7.5,515,1
255,2000401096,5.14,1,5,23.34,72.09,500,2,7.5,515,3
257,2000401762,5.14,1,5,23.34,72.09,500,3,7.5,515,2
259,2000402408,5.14,1,5,23.34,72.09,500,2,7.5,515,1
261,2000405879,5.14,1,5,23.34,72.09,500,2,7.5,515,3
263,2000406193,5.14,1,5,23.34,72.09,500,3,7.5,515,2
265,2000406854,5.14,1,5,23.34,72.09,500,2,7.5,515,1
267,2000409387,5.14,1,5,23.34,72.09,500,2,7.5,515,3
269,2000409792,5.14,1,5,23.34,72.09,500,3,7.5,515,2
271,2000410603,5.14,1,5,23.34,72.09,500,2,7.5,515,1
273,2000412629,5.14,1,5,23.34,72.09,500,2,7.5,515,3
275,2000412999,5.14,1,5,23.34,72.09,500,3,7.5,515,2
277,2000413575,5.14,1,5,23.34,72.09,500,2,7.5,515,1
279,2000415428,5.14,1,5,23.34,72.09,500,2,7.5,515,3
281,2000415766,5.14,1,5,23.34,72.09,500,3,7.5,515,2
283,2000416509,5.14,1,5,23.34,72.09,500,2,7.5,515,1
285,2000418997,5.14,1,5,23.34,72.09,500,2,7.5,515,3
287,2000419296,5.14,1,5,23.34,72.09,500,3,7.5,515,2
289,2000419854,5.14,1,5,23.34,72.09,500,2,7.5,515,1
291,2000423195,5.14,1,5,23.34,72.09,500,2,7.5,515,3
293,2000423439,5.14,1,5,23.34,72.09,500,3,7.5,515,2
295,2000423908,5.14,1,5,23.34,72.09,500,2,7.5,515,1
297,2000425911,5.14,1,5,23.34,72.09,500,2,7.5,515,3
299,2000426132,5.14,1,5,23.34,72.09,500,3,7.5,515,2
2,2000219597,5.14,1,5,23.34,72.09,500,2,7.5,515,2
4,2000227253,5.14,1,5,23.34,72.09,500,3,7.5,515,1
6,2000233851,5.14,1,5,23.34,72.09,500,3,7.5,515,3
8,2000235312,5.14,1,5,23.34,72.09,500,2,7.5,515,2
10,2000237303,5.14,1,5,23.34,72.09,500,3,7.5,515,1
12,2000242795,5.14,1,5,23.34,72.09,500,3,7.5,515,3
14,2000243249,5.14,1,5,23.34,72.09,500,2,7.5,515,2
16,2000244290,5.14,1,5,23.34,72.09,500,3,7.5,515,1
