"run","PestCount","noAzole","cropCount","resistance","randomSeed","applicationcost","risktox","noCarboxamide","erzeugerpreis","fungizid","septoria_count","location","behaviour","tox"
1,80,2,2080,1,-308914370,5.14,1,1,23.34,72.09,2300,1,0,7.5
2,80,2,2080,1,-308879314,5.14,1,1,23.34,72.09,2300,1,0,7.5
3,80,2,2080,1,-308849247,5.14,1,1,23.34,72.09,2300,1,0,7.5
4,80,2,2080,1,-308817792,5.14,1,1,23.34,72.09,2300,1,0,7.5
5,80,2,2080,1,-308788886,5.14,1,1,23.34,72.09,2300,1,0,7.5
6,80,2,2080,1,-308760161,5.14,1,1,23.34,72.09,2300,1,0,7.5
7,80,2,2080,1,-308731742,5.14,1,1,23.34,72.09,2300,1,0,7.5
8,80,2,2080,1,-308703411,5.14,1,1,23.34,72.09,2300,1,0,7.5
9,80,2,2080,1,-308677377,5.14,1,1,23.34,72.09,2300,1,0,7.5
10,80,2,2080,1,-308649257,5.14,1,1,23.34,72.09,2300,1,0,7.5
