"run","tick","IntegralBHGR","IntegralBHGR1","IntegralBHGR2","IntegralBHGRErtrag","IntegralBHGRErtrag1","IntegralBHGRErtrag2","IntegralBHGRsicht","IntegralBHGRsicht1","IntegralBHGRsicht2","IntegralBHST","IntegralBHST1","IntegralBHST2","IntegralBHSTertrag","IntegralBHSTertrag1","IntegralBHSTertrag2","IntegralBHSTsicht","IntegralBHSTsicht1","IntegralBHSTsicht2","GRCount","GRertragCount","GRsichtCount","STCount","STertragCount","STsichtCount","Resistance","Behaviour","Jahr","GRsichtCount2","GRCount1","GRCount2","GRertragCount1","GRertragCount2","GRsichtCount1"
1,166.0,10674.0,4239.0,6435.0,9238.0,2842.0,6396.0,10183.0,3763.0,6420.0,10791.0,4356.0,6435.0,1146.0,1146.0,0.0,10436.0,4001.0,6435.0,2136376.0,1201604.0,1498685.0,1394110.0,48125.0,1250098.0,1.0,0.0,18.0,1144619.0,842904.0,1293472.0,136384.0,1065220.0,354066.0
2,166.0,10773.0,3398.0,7375.0,8622.0,1525.0,7097.0,10104.0,2842.0,7262.0,10989.0,3564.0,7425.0,148.0,148.0,0.0,10591.0,3166.0,7425.0,1812991.0,1066088.0,1327787.0,1432122.0,4377.0,1265801.0,1.0,0.0,18.0,1119741.0,477345.0,1335646.0,46184.0,1019904.0,208046.0
3,166.0,2208.0,1014.0,1194.0,1261.0,230.0,1031.0,1710.0,609.0,1101.0,9810.0,3960.0,5850.0,552.0,552.0,0.0,9420.0,3570.0,5850.0,65314.0,34222.0,46918.0,536062.0,14805.0,495207.0,2.0,0.0,18.0,30322.0,31686.0,33628.0,5884.0,28338.0,16596.0
4,166.0,2057.0,755.0,1302.0,1106.0,90.0,1016.0,1584.0,444.0,1140.0,9657.0,3132.0,6525.0,47.0,47.0,0.0,9258.0,2733.0,6525.0,58309.0,29217.0,42278.0,522810.0,1113.0,479450.0,2.0,0.0,18.0,30466.0,22320.0,35989.0,2385.0,26832.0,11812.0
5,166.0,567.0,341.0,226.0,243.0,63.0,180.0,411.0,214.0,197.0,8284.0,3344.0,4940.0,317.0,317.0,0.0,8002.0,3062.0,4940.0,14785.0,6508.0,10654.0,344440.0,7746.0,324763.0,3.0,0.0,18.0,5038.0,9152.0,5633.0,1923.0,4585.0,5616.0
6,166.0,421.0,227.0,194.0,152.0,15.0,137.0,307.0,141.0,166.0,8436.0,2736.0,5700.0,24.0,24.0,0.0,8109.0,2409.0,5700.0,11522.0,4942.0,8527.0,352758.0,576.0,329877.0,3.0,0.0,18.0,4927.0,5835.0,5687.0,659.0,4283.0,3600.0
7,166.0,10707.0,4272.0,6435.0,9256.0,2855.0,6401.0,10225.0,3794.0,6431.0,10791.0,4356.0,6435.0,1139.0,1139.0,0.0,10437.0,4002.0,6435.0,2131414.0,1194265.0,1493818.0,1410896.0,49160.0,1264462.0,1.0,0.0,18.0,1138356.0,845222.0,1286192.0,136887.0,1057378.0,355462.0
8,166.0,10838.0,3413.0,7425.0,8677.0,1519.0,7158.0,10177.0,2850.0,7327.0,10989.0,3564.0,7425.0,140.0,140.0,0.0,10562.0,3137.0,7425.0,1850720.0,1088035.0,1354251.0,1414251.0,4068.0,1250331.0,1.0,0.0,18.0,1142657.0,485958.0,1364762.0,47532.0,1040503.0,211594.0
9,166.0,2199.0,995.0,1204.0,1270.0,252.0,1018.0,1701.0,605.0,1096.0,9592.0,3872.0,5720.0,524.0,524.0,0.0,9237.0,3517.0,5720.0,67202.0,34233.0,47674.0,527342.0,13900.0,487520.0,2.0,0.0,18.0,30134.0,33162.0,34040.0,6460.0,27773.0,17540.0
10,166.0,1999.0,685.0,1314.0,1158.0,96.0,1062.0,1572.0,409.0,1163.0,9768.0,3168.0,6600.0,51.0,51.0,0.0,9369.0,2769.0,6600.0,59177.0,30597.0,43143.0,533466.0,1217.0,488567.0,2.0,0.0,18.0,31476.0,21758.0,37419.0,2435.0,28162.0,11667.0
