"run","PestCount","noAzole","cropCount","resistance","randomSeed","applicationcost","risktox","noCarboxamide","erzeugerpreis","fungizid","septoria_count","location","behaviour","tox"
1,80,2,2080,3,175190407,5.14,1,1,23.34,72.09,2000,1,0,7.5
2,80,2,2080,3,175195387,5.14,1,1,23.34,72.09,2000,1,0,7.5
3,80,2,2080,3,175198935,5.14,1,1,23.34,72.09,2000,1,0,7.5
4,80,2,2080,3,175202403,5.14,1,1,23.34,72.09,2000,1,0,7.5
5,80,2,2080,3,175204562,5.14,1,1,23.34,72.09,2000,1,0,7.5
6,80,2,2080,3,175206415,5.14,1,1,23.34,72.09,2000,1,0,7.5
7,80,2,2080,3,175208694,5.14,1,1,23.34,72.09,2000,1,0,7.5
8,80,2,2080,3,175210309,5.14,1,1,23.34,72.09,2000,1,0,7.5
9,80,2,2080,3,175211903,5.14,1,1,23.34,72.09,2000,1,0,7.5
10,80,2,2080,3,175213493,5.14,1,1,23.34,72.09,2000,1,0,7.5
