"run","PestCount","noAzole","cropCount","resistance","randomSeed","applicationcost","risktox","noCarboxamide","erzeugerpreis","fungizid","septoria_count","location","behaviour","tox"
1,80,2,2080,2,-1729016306,5.14,1,1,23.34,72.09,3000,1,0,7.5
3,80,2,2080,2,-1729001579,5.14,1,1,23.34,72.09,3000,1,0,7.5
5,80,2,2080,2,-1728995447,5.14,1,1,23.34,72.09,3000,1,0,7.5
7,80,2,2080,2,-1728989982,5.14,1,1,23.34,72.09,3000,1,0,7.5
9,80,2,2080,2,-1728984671,5.14,1,1,23.34,72.09,3000,1,0,7.5
2,80,2,2080,2,-1729016322,5.14,1,1,23.34,72.09,3000,1,0,7.5
4,80,2,2080,2,-1729002073,5.14,1,1,23.34,72.09,3000,1,0,7.5
6,80,2,2080,2,-1728995901,5.14,1,1,23.34,72.09,3000,1,0,7.5
8,80,2,2080,2,-1728990386,5.14,1,1,23.34,72.09,3000,1,0,7.5
10,80,2,2080,2,-1728985397,5.14,1,1,23.34,72.09,3000,1,0,7.5
