"run","randomSeed","applicationcost","risktox","PestCount","erzeugerpreis","fungizid","septoria_count","behaviour","tox","cropCount","resistance"
1,1575501942,5.14,1,50,23.34,72.09,500,0,7.5,515,1
2,1575514758,5.14,1,50,23.34,72.09,500,0,7.5,515,1
3,1575520447,5.14,1,50,23.34,72.09,500,0,7.5,515,1
4,1575525633,5.14,1,50,23.34,72.09,500,0,7.5,515,1
5,1575530953,5.14,1,50,23.34,72.09,500,0,7.5,515,1
6,1575534341,5.14,1,50,23.34,72.09,500,0,7.5,515,1
7,1575538693,5.14,1,50,23.34,72.09,500,0,7.5,515,1
8,1575542496,5.14,1,50,23.34,72.09,500,0,7.5,515,1
9,1575546765,5.14,1,50,23.34,72.09,500,0,7.5,515,1
10,1575552326,5.14,1,50,23.34,72.09,500,0,7.5,515,1
