"run","randomSeed","applicationcost","risktox","PestCount","erzeugerpreis","fungizid","septoria_count","behaviour","tox","cropCount","resistance"
1,-1766929252,5.14,1,20,23.34,72.09,600,0,7.5,520,3
3,-1766921530,5.14,1,20,23.34,72.09,600,0,7.5,520,3
5,-1766918199,5.14,1,20,23.34,72.09,600,0,7.5,520,3
7,-1766915893,5.14,1,20,23.34,72.09,600,0,7.5,520,3
9,-1766914450,5.14,1,20,23.34,72.09,600,0,7.5,520,3
11,-1766913342,5.14,1,20,23.34,72.09,600,0,7.5,520,3
13,-1766911502,5.14,1,20,23.34,72.09,600,0,7.5,520,3
15,-1766910319,5.14,1,20,23.34,72.09,600,0,7.5,520,3
17,-1766909011,5.14,1,20,23.34,72.09,600,0,7.5,520,3
19,-1766907983,5.14,1,20,23.34,72.09,600,0,7.5,520,3
21,-1766907111,5.14,1,20,23.34,72.09,600,0,7.5,520,3
23,-1766906010,5.14,1,20,23.34,72.09,600,0,7.5,520,3
25,-1766905188,5.14,1,20,23.34,72.09,600,0,7.5,520,3
27,-1766904227,5.14,1,20,23.34,72.09,600,0,7.5,520,3
29,-1766903347,5.14,1,20,23.34,72.09,600,0,7.5,520,3
31,-1766902537,5.14,1,20,23.34,72.09,600,0,7.5,520,3
33,-1766901622,5.14,1,20,23.34,72.09,600,0,7.5,520,3
35,-1766900484,5.14,1,20,23.34,72.09,600,0,7.5,520,3
37,-1766899696,5.14,1,20,23.34,72.09,600,0,7.5,520,3
39,-1766898884,5.14,1,20,23.34,72.09,600,0,7.5,520,3
41,-1766898016,5.14,1,20,23.34,72.09,600,0,7.5,520,3
43,-1766897199,5.14,1,20,23.34,72.09,600,0,7.5,520,3
45,-1766896412,5.14,1,20,23.34,72.09,600,0,7.5,520,3
47,-1766895617,5.14,1,20,23.34,72.09,600,0,7.5,520,3
49,-1766894924,5.14,1,20,23.34,72.09,600,0,7.5,520,3
2,-1766929049,5.14,1,20,23.34,72.09,600,0,7.5,520,3
4,-1766920061,5.14,1,20,23.34,72.09,600,0,7.5,520,3
6,-1766917289,5.14,1,20,23.34,72.09,600,0,7.5,520,3
8,-1766915027,5.14,1,20,23.34,72.09,600,0,7.5,520,3
10,-1766913800,5.14,1,20,23.34,72.09,600,0,7.5,520,3
12,-1766912506,5.14,1,20,23.34,72.09,600,0,7.5,520,3
14,-1766910927,5.14,1,20,23.34,72.09,600,0,7.5,520,3
16,-1766909554,5.14,1,20,23.34,72.09,600,0,7.5,520,3
18,-1766908418,5.14,1,20,23.34,72.09,600,0,7.5,520,3
20,-1766907583,5.14,1,20,23.34,72.09,600,0,7.5,520,3
22,-1766906558,5.14,1,20,23.34,72.09,600,0,7.5,520,3
24,-1766905570,5.14,1,20,23.34,72.09,600,0,7.5,520,3
26,-1766904745,5.14,1,20,23.34,72.09,600,0,7.5,520,3
28,-1766903818,5.14,1,20,23.34,72.09,600,0,7.5,520,3
30,-1766903001,5.14,1,20,23.34,72.09,600,0,7.5,520,3
32,-1766902109,5.14,1,20,23.34,72.09,600,0,7.5,520,3
34,-1766900790,5.14,1,20,23.34,72.09,600,0,7.5,520,3
36,-1766899864,5.14,1,20,23.34,72.09,600,0,7.5,520,3
38,-1766899106,5.14,1,20,23.34,72.09,600,0,7.5,520,3
40,-1766898339,5.14,1,20,23.34,72.09,600,0,7.5,520,3
42,-1766897556,5.14,1,20,23.34,72.09,600,0,7.5,520,3
44,-1766896791,5.14,1,20,23.34,72.09,600,0,7.5,520,3
46,-1766895984,5.14,1,20,23.34,72.09,600,0,7.5,520,3
48,-1766895186,5.14,1,20,23.34,72.09,600,0,7.5,520,3
50,-1766894389,5.14,1,20,23.34,72.09,600,0,7.5,520,3
