"run","PestCount","noAzole","cropCount","resistance","randomSeed","applicationcost","risktox","noCarboxamide","erzeugerpreis","fungizid","septoria_count","location","behaviour","tox"
1,160,2,5200,1,1258096948,5.14,1,1,23.34,72.09,7100,1,0,7.5
3,160,2,5200,1,1258204873,5.14,1,1,23.34,72.09,7100,1,0,7.5
5,160,2,5200,1,1258311076,5.14,1,1,23.34,72.09,7100,1,0,7.5
7,160,2,5200,1,1258415168,5.14,1,1,23.34,72.09,7100,1,0,7.5
9,160,2,5200,1,1258511671,5.14,1,1,23.34,72.09,7100,1,0,7.5
2,160,2,5200,1,1258096893,5.14,1,1,23.34,72.09,7100,1,0,7.5
4,160,2,5200,1,1258214795,5.14,1,1,23.34,72.09,7100,1,0,7.5
6,160,2,5200,1,1258324079,5.14,1,1,23.34,72.09,7100,1,0,7.5
8,160,2,5200,1,1258412349,5.14,1,1,23.34,72.09,7100,1,0,7.5
10,160,2,5200,1,1258501289,5.14,1,1,23.34,72.09,7100,1,0,7.5
