"run","PestCount","noAzole","cropCount","resistance","randomSeed","applicationcost","risktox","noCarboxamide","erzeugerpreis","fungizid","septoria_count","location","behaviour","tox"
1,500,2,2080,1,-1477875691,5.14,1,1,23.34,72.09,200,2,0,7.5
2,500,2,2080,1,-1477819056,5.14,1,1,23.34,72.09,200,2,0,7.5
3,500,2,2080,1,-1477767613,5.14,1,1,23.34,72.09,200,2,0,7.5
4,500,2,2080,1,-1477717867,5.14,1,1,23.34,72.09,200,2,0,7.5
5,500,2,2080,1,-1477666674,5.14,1,1,23.34,72.09,200,2,0,7.5
6,500,2,2080,1,-1477581231,5.14,1,1,23.34,72.09,200,2,0,7.5
7,500,2,2080,1,-1477531311,5.14,1,1,23.34,72.09,200,2,0,7.5
8,500,2,2080,1,-1477481956,5.14,1,1,23.34,72.09,200,2,0,7.5
9,500,2,2080,1,-1477431186,5.14,1,1,23.34,72.09,200,2,0,7.5
10,500,2,2080,1,-1477379930,5.14,1,1,23.34,72.09,200,2,0,7.5
