"run","tick","GRCount","STCount"
1,1.0,63,600
1,2.0,63,600
1,3.0,63,600
1,4.0,63,600
1,5.0,63,600
1,6.0,63,600
1,7.0,63,600
1,8.0,63,600
1,9.0,63,600
1,10.0,63,600
1,11.0,63,600
1,12.0,63,600
1,13.0,63,600
1,14.0,63,600
1,15.0,63,600
1,16.0,63,600
1,17.0,63,600
1,18.0,63,600
1,19.0,63,600
1,20.0,63,600
1,21.0,63,600
1,22.0,63,600
1,23.0,63,600
1,24.0,63,600
1,25.0,63,600
1,26.0,63,600
1,27.0,63,600
1,28.0,63,600
1,29.0,63,600
1,30.0,63,600
1,31.0,63,600
1,32.0,63,600
1,33.0,63,600
1,34.0,63,600
1,35.0,63,600
1,36.0,63,600
1,37.0,63,600
1,38.0,63,600
1,39.0,63,600
1,40.0,63,600
1,41.0,89,600
1,42.0,120,600
1,43.0,120,600
1,44.0,120,600
1,45.0,120,600
1,46.0,120,600
1,47.0,120,600
1,48.0,120,600
1,49.0,120,600
1,50.0,149,600
1,51.0,149,600
1,52.0,176,600
1,53.0,206,1444
1,54.0,191,1444
1,55.0,191,1444
1,56.0,175,1444
1,57.0,175,1444
1,58.0,158,1444
1,59.0,193,1444
1,60.0,178,1444
1,61.0,178,1444
1,62.0,207,1444
1,63.0,227,1444
1,64.0,227,1444
1,65.0,227,1444
1,66.0,227,1444
1,67.0,227,1444
1,68.0,227,1444
1,69.0,227,1444
1,70.0,227,1444
1,71.0,227,1444
1,72.0,227,1444
1,73.0,227,1444
1,74.0,227,1444
1,75.0,227,1444
1,76.0,227,1444
1,77.0,227,1444
1,78.0,227,1444
1,79.0,227,1444
1,80.0,227,1444
1,81.0,227,1444
1,82.0,332,1444
1,83.0,332,1444
1,84.0,295,1444
1,85.0,284,1444
1,86.0,274,1444
1,87.0,268,1444
1,88.0,261,1444
1,89.0,254,1444
1,90.0,254,1444
1,91.0,254,1444
1,92.0,254,1444
1,93.0,254,1444
1,94.0,308,1444
1,95.0,255,1444
1,96.0,249,1444
1,97.0,236,1444
1,98.0,227,1444
1,99.0,224,1444
1,100.0,222,1444
1,101.0,184,1444
1,102.0,179,1444
1,103.0,178,1444
1,104.0,173,1444
1,105.0,166,1444
1,106.0,156,1444
1,107.0,150,1444
1,108.0,146,1444
1,109.0,142,1444
1,110.0,142,1444
1,111.0,142,1444
1,112.0,142,1444
1,113.0,142,1444
1,114.0,142,1444
1,115.0,142,1444
1,116.0,142,1444
1,117.0,107,1444
1,118.0,107,1444
1,119.0,107,1444
1,120.0,107,1444
1,121.0,107,1444
1,122.0,107,1444
1,123.0,107,1444
1,124.0,107,1444
1,125.0,107,1444
1,126.0,107,1444
1,127.0,107,1444
1,128.0,107,1444
1,129.0,107,1444
1,130.0,107,1444
1,131.0,107,1444
1,132.0,107,1444
1,133.0,107,1444
1,134.0,107,1444
1,135.0,107,1444
