"run","PestCount","noAzole","cropCount","resistance","randomSeed","applicationcost","risktox","noCarboxamide","erzeugerpreis","fungizid","septoria_count","location","behaviour","tox"
1,80,2,2080,3,255328269,5.14,1,1,23.34,72.09,2500,1,2,7.5
2,80,2,2080,3,255335665,5.14,1,1,23.34,72.09,2500,1,2,7.5
3,80,2,2080,3,255339635,5.14,1,1,23.34,72.09,2500,1,2,7.5
4,80,2,2080,3,255342432,5.14,1,1,23.34,72.09,2500,1,2,7.5
5,80,2,2080,3,255345420,5.14,1,1,23.34,72.09,2500,1,2,7.5
6,80,2,2080,3,255347914,5.14,1,1,23.34,72.09,2500,1,2,7.5
7,80,2,2080,3,255349960,5.14,1,1,23.34,72.09,2500,1,2,7.5
8,80,2,2080,3,255352169,5.14,1,1,23.34,72.09,2500,1,2,7.5
9,80,2,2080,3,255354860,5.14,1,1,23.34,72.09,2500,1,2,7.5
10,80,2,2080,3,255356723,5.14,1,1,23.34,72.09,2500,1,2,7.5
