"run","tick","IntegralBHGR","IntegralBHGR1","IntegralBHGR2","IntegralBHGRErtrag","IntegralBHGRErtrag1","IntegralBHGRErtrag2","IntegralBHGRsicht","IntegralBHGRsicht1","IntegralBHGRsicht2","IntegralBHST","IntegralBHST1","IntegralBHST2","IntegralBHSTertrag","IntegralBHSTertrag1","IntegralBHSTertrag2","IntegralBHSTsicht","IntegralBHSTsicht1","IntegralBHSTsicht2","GRCount","GRertragCount","GRsichtCount","STCount","STertragCount","STsichtCount","Resistance","Behaviour","Jahr","GRsichtCount2","GRCount1","GRCount2","GRertragCount1","GRertragCount2","GRsichtCount1"
1,166.0,7843.0,2342.0,5501.0,5439.0,721.0,4718.0,6354.0,1494.0,4860.0,10900.0,4400.0,6500.0,7175.0,1975.0,5200.0,10607.0,4107.0,6500.0,248212.0,112691.0,131689.0,716487.0,74856.0,568375.0,1.0,0.0,17.0,113669.0,41792.0,206420.0,5658.0,107033.0,18020.0
3,166.0,7451.0,2220.0,5231.0,5022.0,675.0,4347.0,5919.0,1417.0,4502.0,10900.0,4400.0,6500.0,6962.0,1957.0,5005.0,10575.0,4075.0,6500.0,289853.0,106609.0,124782.0,707491.0,71975.0,563149.0,1.0,0.0,17.0,107163.0,40015.0,249838.0,5490.0,101119.0,17619.0
5,166.0,7345.0,2112.0,5233.0,5030.0,709.0,4321.0,5826.0,1377.0,4449.0,10885.0,4385.0,6500.0,7018.0,2013.0,5005.0,10589.0,4089.0,6500.0,314516.0,116871.0,135764.0,728032.0,72872.0,577656.0,1.0,0.0,17.0,117192.0,42587.0,271929.0,6061.0,110810.0,18572.0
7,166.0,8050.0,2497.0,5553.0,5626.0,813.0,4813.0,6606.0,1650.0,4956.0,10887.0,4387.0,6500.0,7108.0,1973.0,5135.0,10523.0,4023.0,6500.0,301543.0,138833.0,162062.0,725938.0,77512.0,574237.0,1.0,0.0,17.0,140067.0,50648.0,250895.0,6833.0,132000.0,21995.0
9,166.0,7220.0,2059.0,5161.0,4807.0,667.0,4140.0,5603.0,1334.0,4269.0,10887.0,4387.0,6500.0,7070.0,1935.0,5135.0,10540.0,4040.0,6500.0,316561.0,100502.0,116763.0,718947.0,72210.0,572026.0,1.0,0.0,17.0,101029.0,35803.0,280758.0,5295.0,95207.0,15734.0
11,166.0,7849.0,2347.0,5502.0,5426.0,745.0,4681.0,6320.0,1480.0,4840.0,10791.0,4356.0,6435.0,7196.0,1996.0,5200.0,10472.0,4037.0,6435.0,257698.0,117707.0,136686.0,716529.0,75717.0,570035.0,1.0,0.0,17.0,117888.0,43105.0,214593.0,6315.0,111392.0,18798.0
13,166.0,7368.0,2148.0,5220.0,4995.0,775.0,4220.0,5807.0,1459.0,4348.0,10887.0,4387.0,6500.0,6823.0,1948.0,4875.0,10572.0,4072.0,6500.0,392125.0,125709.0,146052.0,708475.0,70496.0,563984.0,1.0,0.0,17.0,125974.0,45504.0,346621.0,6597.0,119112.0,20078.0
15,166.0,8137.0,2460.0,5677.0,5582.0,719.0,4863.0,6638.0,1575.0,5063.0,10900.0,4400.0,6500.0,7223.0,2023.0,5200.0,10592.0,4092.0,6500.0,249777.0,116175.0,135211.0,724642.0,74558.0,573939.0,1.0,0.0,17.0,117132.0,41808.0,207969.0,5618.0,110557.0,18079.0
17,166.0,7372.0,2138.0,5234.0,4964.0,692.0,4272.0,5796.0,1366.0,4430.0,10876.0,4376.0,6500.0,7148.0,2078.0,5070.0,10624.0,4124.0,6500.0,298500.0,109694.0,128420.0,699046.0,71632.0,560396.0,1.0,0.0,17.0,110720.0,40393.0,258107.0,5589.0,104105.0,17700.0
19,166.0,7614.0,2202.0,5412.0,5251.0,720.0,4531.0,6058.0,1398.0,4660.0,10887.0,4387.0,6500.0,6928.0,1988.0,4940.0,10564.0,4064.0,6500.0,318272.0,118938.0,138189.0,704216.0,71815.0,561127.0,1.0,0.0,17.0,119642.0,42929.0,275343.0,5847.0,113091.0,18547.0
