"run","PestCount","noAzole","cropCount","resistance","randomSeed","applicationcost","risktox","noCarboxamide","erzeugerpreis","fungizid","septoria_count","location","behaviour","tox"
1,80,2,2080,3,-905030118,5.14,1,1,23.34,72.09,3000,1,0,7.5
2,80,2,2080,3,-905024435,5.14,1,1,23.34,72.09,3000,1,0,7.5
3,80,2,2080,3,-905021271,5.14,1,1,23.34,72.09,3000,1,0,7.5
4,80,2,2080,3,-905019118,5.14,1,1,23.34,72.09,3000,1,0,7.5
5,80,2,2080,3,-905016945,5.14,1,1,23.34,72.09,3000,1,0,7.5
6,80,2,2080,3,-905014973,5.14,1,1,23.34,72.09,3000,1,0,7.5
7,80,2,2080,3,-905012645,5.14,1,1,23.34,72.09,3000,1,0,7.5
8,80,2,2080,3,-905010578,5.14,1,1,23.34,72.09,3000,1,0,7.5
9,80,2,2080,3,-905008533,5.14,1,1,23.34,72.09,3000,1,0,7.5
10,80,2,2080,3,-905006678,5.14,1,1,23.34,72.09,3000,1,0,7.5
