"run","tick","IntegralBHGR","IntegralBHGR1","IntegralBHGR2","IntegralBHGRErtrag","IntegralBHGRErtrag1","IntegralBHGRErtrag2","IntegralBHGRsicht","IntegralBHGRsicht1","IntegralBHGRsicht2","IntegralBHST","IntegralBHST1","IntegralBHST2","IntegralBHSTertrag","IntegralBHSTertrag1","IntegralBHSTertrag2","IntegralBHSTsicht","IntegralBHSTsicht1","IntegralBHSTsicht2","GRCount","GRertragCount","GRsichtCount","STCount","STertragCount","STsichtCount","Resistance","Behaviour","Jahr"
1,166.0,137.0,122.0,15.0,2.0,2.0,0.0,102.0,87.0,15.0,9694.0,3449.0,6245.0,3825.0,1095.0,2730.0,7015.0,2010.0,5005.0,1672.0,574.0,1097.0,179323.0,29129.0,69422.0,3.0,0.0,17.0
3,166.0,81.0,66.0,15.0,0.0,0.0,0.0,43.0,43.0,0.0,9845.0,3532.0,6313.0,3986.0,1191.0,2795.0,7294.0,2159.0,5135.0,1050.0,411.0,682.0,191854.0,30797.0,74541.0,3.0,0.0,17.0
5,166.0,117.0,91.0,26.0,16.0,16.0,0.0,77.0,62.0,15.0,9624.0,3441.0,6183.0,3893.0,1098.0,2795.0,7023.0,2018.0,5005.0,1229.0,285.0,705.0,186799.0,30460.0,73081.0,3.0,0.0,17.0
7,166.0,111.0,93.0,18.0,0.0,0.0,0.0,77.0,62.0,15.0,9655.0,3413.0,6242.0,3967.0,1172.0,2795.0,6995.0,2055.0,4940.0,1284.0,333.0,827.0,181646.0,31467.0,71605.0,3.0,0.0,17.0
9,166.0,209.0,133.0,76.0,6.0,6.0,0.0,102.0,87.0,15.0,9661.0,3419.0,6242.0,3932.0,1137.0,2795.0,6955.0,2015.0,4940.0,1938.0,684.0,1192.0,184993.0,31436.0,71943.0,3.0,0.0,17.0
11,166.0,190.0,110.0,80.0,5.0,5.0,0.0,84.0,69.0,15.0,9707.0,3462.0,6245.0,4330.0,1210.0,3120.0,7078.0,2073.0,5005.0,1611.0,434.0,903.0,191235.0,33979.0,74462.0,3.0,0.0,17.0
13,166.0,95.0,80.0,15.0,2.0,2.0,0.0,47.0,47.0,0.0,9796.0,3486.0,6310.0,3964.0,1234.0,2730.0,7269.0,2199.0,5070.0,1259.0,437.0,802.0,190737.0,30366.0,73792.0,3.0,0.0,17.0
15,166.0,186.0,109.0,77.0,50.0,0.0,50.0,124.0,59.0,65.0,9666.0,3424.0,6242.0,3870.0,1140.0,2730.0,7003.0,2063.0,4940.0,1767.0,673.0,1079.0,195154.0,32234.0,74859.0,3.0,0.0,17.0
17,166.0,127.0,112.0,15.0,4.0,4.0,0.0,90.0,75.0,15.0,9587.0,3407.0,6180.0,3976.0,1116.0,2860.0,6932.0,1992.0,4940.0,1452.0,512.0,993.0,178578.0,29697.0,70028.0,3.0,0.0,17.0
19,166.0,168.0,91.0,77.0,2.0,2.0,0.0,71.0,56.0,15.0,9629.0,3443.0,6186.0,4217.0,1227.0,2990.0,7192.0,2122.0,5070.0,1628.0,528.0,962.0,192307.0,32805.0,74286.0,3.0,0.0,17.0
21,166.0,212.0,135.0,77.0,2.0,2.0,0.0,109.0,94.0,15.0,9675.0,3430.0,6245.0,3731.0,1066.0,2665.0,7009.0,2004.0,5005.0,1851.0,580.0,1073.0,183729.0,30119.0,71029.0,3.0,0.0,17.0
23,166.0,82.0,68.0,14.0,2.0,2.0,0.0,44.0,43.0,1.0,9701.0,3515.0,6186.0,3889.0,1159.0,2730.0,7127.0,2057.0,5070.0,1140.0,399.0,716.0,181843.0,28971.0,71787.0,3.0,0.0,17.0
25,166.0,209.0,129.0,80.0,6.0,6.0,0.0,111.0,81.0,30.0,9705.0,3463.0,6242.0,4012.0,1217.0,2795.0,7065.0,2125.0,4940.0,1836.0,595.0,1151.0,193190.0,31902.0,74232.0,3.0,0.0,17.0
