"run","PestCount","noAzole","cropCount","resistance","randomSeed","applicationcost","risktox","noCarboxamide","erzeugerpreis","fungizid","septoria_count","location","behaviour","tox"
1,80,2,2080,1,-309887539,5.14,1,1,23.34,72.09,2500,1,0,7.5
2,80,2,2080,1,-309853490,5.14,1,1,23.34,72.09,2500,1,0,7.5
3,80,2,2080,1,-309816660,5.14,1,1,23.34,72.09,2500,1,0,7.5
4,80,2,2080,1,-309785965,5.14,1,1,23.34,72.09,2500,1,0,7.5
5,80,2,2080,1,-309756112,5.14,1,1,23.34,72.09,2500,1,0,7.5
6,80,2,2080,1,-309726780,5.14,1,1,23.34,72.09,2500,1,0,7.5
7,80,2,2080,1,-309695824,5.14,1,1,23.34,72.09,2500,1,0,7.5
8,80,2,2080,1,-309660236,5.14,1,1,23.34,72.09,2500,1,0,7.5
9,80,2,2080,1,-309628240,5.14,1,1,23.34,72.09,2500,1,0,7.5
10,80,2,2080,1,-309598003,5.14,1,1,23.34,72.09,2500,1,0,7.5
