"run","tick","IntegralBHGR","IntegralBHGR1","IntegralBHGR2","IntegralBHGRErtrag","IntegralBHGRErtrag1","IntegralBHGRErtrag2","IntegralBHGRsicht","IntegralBHGRsicht1","IntegralBHGRsicht2","IntegralBHST","IntegralBHST1","IntegralBHST2","IntegralBHSTertrag","IntegralBHSTertrag1","IntegralBHSTertrag2","IntegralBHSTsicht","IntegralBHSTsicht1","IntegralBHSTsicht2","GRCount","GRertragCount","GRsichtCount","STCount","STertragCount","STsichtCount","Resistance","Behaviour","Jahr"
1,166.0,528.0,242.0,286.0,118.0,66.0,52.0,299.0,188.0,111.0,10565.0,4136.0,6429.0,5461.0,1488.0,3973.0,9541.0,3186.0,6355.0,4213.0,1386.0,2404.0,254064.0,48238.0,180325.0,2.0,0.0,17.0
3,166.0,449.0,227.0,222.0,86.0,35.0,51.0,258.0,163.0,95.0,10455.0,4088.0,6367.0,5207.0,1410.0,3797.0,9409.0,3104.0,6305.0,3432.0,990.0,1919.0,242356.0,46992.0,171960.0,2.0,0.0,17.0
5,166.0,426.0,214.0,212.0,32.0,32.0,0.0,204.0,159.0,45.0,10555.0,4129.0,6426.0,5159.0,1444.0,3715.0,9435.0,3144.0,6291.0,3385.0,781.0,1769.0,250143.0,44469.0,177221.0,2.0,0.0,17.0
7,166.0,455.0,233.0,222.0,86.0,35.0,51.0,270.0,174.0,96.0,10458.0,4094.0,6364.0,5195.0,1429.0,3766.0,9408.0,3118.0,6290.0,3567.0,1001.0,2006.0,244414.0,43973.0,174310.0,2.0,0.0,17.0
9,166.0,446.0,175.0,271.0,152.0,37.0,115.0,272.0,127.0,145.0,10467.0,4103.0,6364.0,4989.0,1483.0,3506.0,9432.0,3192.0,6240.0,3528.0,1163.0,1901.0,252237.0,43424.0,178891.0,2.0,0.0,17.0
11,166.0,381.0,210.0,171.0,81.0,29.0,52.0,236.0,140.0,96.0,10469.0,4105.0,6364.0,5309.0,1462.0,3847.0,9430.0,3138.0,6292.0,3302.0,1011.0,1918.0,242848.0,45570.0,173366.0,2.0,0.0,17.0
13,166.0,630.0,277.0,353.0,220.0,39.0,181.0,386.0,174.0,212.0,10376.0,4015.0,6361.0,4725.0,1370.0,3355.0,9247.0,3072.0,6175.0,4379.0,1692.0,2620.0,240152.0,41110.0,169709.0,2.0,0.0,17.0
15,166.0,540.0,242.0,298.0,158.0,42.0,116.0,317.0,156.0,161.0,10291.0,3995.0,6296.0,5058.0,1455.0,3603.0,9271.0,3108.0,6163.0,4304.0,1468.0,2390.0,247345.0,44782.0,174940.0,2.0,0.0,17.0
17,166.0,603.0,255.0,348.0,215.0,49.0,166.0,382.0,185.0,197.0,10447.0,4083.0,6364.0,5207.0,1441.0,3766.0,9443.0,3153.0,6290.0,4670.0,1735.0,2765.0,244632.0,44354.0,173519.0,2.0,0.0,17.0
19,166.0,574.0,235.0,339.0,213.0,33.0,180.0,359.0,149.0,210.0,10300.0,4004.0,6296.0,5168.0,1437.0,3731.0,9196.0,3034.0,6162.0,3945.0,1513.0,2244.0,243883.0,44257.0,172268.0,2.0,0.0,17.0
