"run","PestCount","noAzole","cropCount","resistance","randomSeed","applicationcost","risktox","noCarboxamide","erzeugerpreis","fungizid","septoria_count","location","behaviour","tox"
1,200,2,5200,1,1252268572,5.14,1,1,23.34,72.09,7000,1,0,7.5
2,200,2,5200,1,1252352643,5.14,1,1,23.34,72.09,7000,1,0,7.5
3,200,2,5200,1,1252428161,5.14,1,1,23.34,72.09,7000,1,0,7.5
4,200,2,5200,1,1252502722,5.14,1,1,23.34,72.09,7000,1,0,7.5
5,200,2,5200,1,1252570577,5.14,1,1,23.34,72.09,7000,1,0,7.5
6,200,2,5200,1,1252641010,5.14,1,1,23.34,72.09,7000,1,0,7.5
7,200,2,5200,1,1252719659,5.14,1,1,23.34,72.09,7000,1,0,7.5
8,200,2,5200,1,1252798443,5.14,1,1,23.34,72.09,7000,1,0,7.5
9,200,2,5200,1,1252925010,5.14,1,1,23.34,72.09,7000,1,0,7.5
10,200,2,5200,1,1253025741,5.14,1,1,23.34,72.09,7000,1,0,7.5
