"run","randomSeed","applicationcost","risktox","PestCount","erzeugerpreis","fungizid","septoria_count","behaviour","tox","cropCount","resistance"
1,1483266989,5.14,1,50,23.34,72.09,10,0,7.5,515,1
3,1483276281,5.14,1,50,23.34,72.09,10,0,7.5,515,1
5,1483282515,5.14,1,50,23.34,72.09,10,0,7.5,515,1
7,1483286064,5.14,1,50,23.34,72.09,10,0,7.5,515,1
9,1483287794,5.14,1,50,23.34,72.09,10,0,7.5,515,1
2,1483266987,5.14,1,50,23.34,72.09,10,0,7.5,515,1
4,1483277225,5.14,1,50,23.34,72.09,10,0,7.5,515,1
6,1483281573,5.14,1,50,23.34,72.09,10,0,7.5,515,1
8,1483284990,5.14,1,50,23.34,72.09,10,0,7.5,515,1
10,1483286702,5.14,1,50,23.34,72.09,10,0,7.5,515,1
