"run","PestCount","noAzole","cropCount","resistance","randomSeed","applicationcost","risktox","noCarboxamide","erzeugerpreis","fungizid","septoria_count","location","behaviour","tox"
1,80,2,2080,3,262248596,5.14,1,1,23.34,72.09,3000,1,2,7.5
3,80,2,2080,3,262261439,5.14,1,1,23.34,72.09,3000,1,2,7.5
5,80,2,2080,3,262265973,5.14,1,1,23.34,72.09,3000,1,2,7.5
7,80,2,2080,3,262269568,5.14,1,1,23.34,72.09,3000,1,2,7.5
9,80,2,2080,3,262272951,5.14,1,1,23.34,72.09,3000,1,2,7.5
2,80,2,2080,3,262248588,5.14,1,1,23.34,72.09,3000,1,2,7.5
4,80,2,2080,3,262259722,5.14,1,1,23.34,72.09,3000,1,2,7.5
6,80,2,2080,3,262266263,5.14,1,1,23.34,72.09,3000,1,2,7.5
8,80,2,2080,3,262269778,5.14,1,1,23.34,72.09,3000,1,2,7.5
10,80,2,2080,3,262273592,5.14,1,1,23.34,72.09,3000,1,2,7.5
