"run","PestCount","noAzole","cropCount","resistance","randomSeed","applicationcost","risktox","noCarboxamide","erzeugerpreis","fungizid","septoria_count","location","behaviour","tox"
1,80,2,2080,2,-359136273,5.14,1,1,23.34,72.09,3000,1,0,7.5
2,80,2,2080,2,-359126530,5.14,1,1,23.34,72.09,3000,1,0,7.5
3,80,2,2080,2,-359121874,5.14,1,1,23.34,72.09,3000,1,0,7.5
4,80,2,2080,2,-359117729,5.14,1,1,23.34,72.09,3000,1,0,7.5
5,80,2,2080,2,-359113820,5.14,1,1,23.34,72.09,3000,1,0,7.5
6,80,2,2080,2,-359110319,5.14,1,1,23.34,72.09,3000,1,0,7.5
7,80,2,2080,2,-359106540,5.14,1,1,23.34,72.09,3000,1,0,7.5
8,80,2,2080,2,-359103147,5.14,1,1,23.34,72.09,3000,1,0,7.5
9,80,2,2080,2,-359099749,5.14,1,1,23.34,72.09,3000,1,0,7.5
10,80,2,2080,2,-359096234,5.14,1,1,23.34,72.09,3000,1,0,7.5
