"run","PestCount","noAzole","cropCount","resistance","randomSeed","applicationcost","risktox","noCarboxamide","erzeugerpreis","fungizid","septoria_count","location","behaviour","tox"
1,80,2,2080,3,249878931,5.14,1,1,23.34,72.09,2500,1,2,7.5
2,80,2,2080,3,249884976,5.14,1,1,23.34,72.09,2500,1,2,7.5
3,80,2,2080,3,249888332,5.14,1,1,23.34,72.09,2500,1,2,7.5
4,80,2,2080,3,249890809,5.14,1,1,23.34,72.09,2500,1,2,7.5
5,80,2,2080,3,249893001,5.14,1,1,23.34,72.09,2500,1,2,7.5
6,80,2,2080,3,249895493,5.14,1,1,23.34,72.09,2500,1,2,7.5
7,80,2,2080,3,249897482,5.14,1,1,23.34,72.09,2500,1,2,7.5
8,80,2,2080,3,249898900,5.14,1,1,23.34,72.09,2500,1,2,7.5
9,80,2,2080,3,249900453,5.14,1,1,23.34,72.09,2500,1,2,7.5
10,80,2,2080,3,249901951,5.14,1,1,23.34,72.09,2500,1,2,7.5
