"run","randomSeed","applicationcost","risktox","PestCount","erzeugerpreis","fungizid","septoria_count","behaviour","tox","cropCount","resistance"
1,1568057549,5.14,1,50,23.34,72.09,500,0,7.5,515,1
3,1568082246,5.14,1,50,23.34,72.09,500,0,7.5,515,1
5,1568093228,5.14,1,50,23.34,72.09,500,0,7.5,515,1
7,1568101849,5.14,1,50,23.34,72.09,500,0,7.5,515,1
9,1568114124,5.14,1,50,23.34,72.09,500,0,7.5,515,1
2,1568057701,5.14,1,50,23.34,72.09,500,0,7.5,515,1
4,1568084138,5.14,1,50,23.34,72.09,500,0,7.5,515,1
6,1568090731,5.14,1,50,23.34,72.09,500,0,7.5,515,1
8,1568099747,5.14,1,50,23.34,72.09,500,0,7.5,515,1
10,1568108110,5.14,1,50,23.34,72.09,500,0,7.5,515,1
