"run","tick","IntegralBHGR","IntegralBHGR1","IntegralBHGR2","IntegralBHGRErtrag","IntegralBHGRErtrag1","IntegralBHGRErtrag2","IntegralBHGRsicht","IntegralBHGRsicht1","IntegralBHGRsicht2","IntegralBHST","IntegralBHST1","IntegralBHST2","IntegralBHSTertrag","IntegralBHSTertrag1","IntegralBHSTertrag2","IntegralBHSTsicht","IntegralBHSTsicht1","IntegralBHSTsicht2","GRCount","GRertragCount","GRsichtCount","STCount","STertragCount","STsichtCount","Resistance","Behaviour","Jahr","GRsichtCount2","GRCount1","GRCount2","GRertragCount1","GRertragCount2","GRsichtCount1"
1,166.0,2866.0,906.0,1960.0,2202.0,480.0,1722.0,2450.0,699.0,1751.0,10776.0,4341.0,6435.0,7016.0,2011.0,5005.0,10472.0,4037.0,6435.0,378751.0,106450.0,123967.0,767723.0,79442.0,611645.0,1.0,0.0,17.0,106553.0,39439.0,339312.0,5620.0,100830.0,17414.0
3,166.0,3169.0,1025.0,2144.0,2420.0,470.0,1950.0,2712.0,748.0,1964.0,10791.0,4356.0,6435.0,7247.0,2047.0,5200.0,10503.0,4068.0,6435.0,345598.0,98214.0,114410.0,780973.0,82821.0,618715.0,1.0,0.0,17.0,98654.0,36099.0,309499.0,5069.0,93145.0,15756.0
5,166.0,2500.0,808.0,1692.0,1977.0,421.0,1556.0,2189.0,631.0,1558.0,10778.0,4343.0,6435.0,6932.0,1927.0,5005.0,10480.0,4045.0,6435.0,423104.0,115588.0,134675.0,766321.0,78917.0,608766.0,1.0,0.0,17.0,116344.0,41785.0,381319.0,5974.0,109614.0,18331.0
7,166.0,2851.0,902.0,1949.0,2203.0,465.0,1738.0,2437.0,685.0,1752.0,10767.0,4332.0,6435.0,6855.0,1915.0,4940.0,10459.0,4024.0,6435.0,430373.0,119840.0,139403.0,759116.0,77842.0,603523.0,1.0,0.0,17.0,120385.0,43562.0,386811.0,6155.0,113685.0,19018.0
9,166.0,2730.0,899.0,1831.0,2052.0,430.0,1622.0,2323.0,686.0,1637.0,10900.0,4400.0,6500.0,7097.0,2027.0,5070.0,10609.0,4109.0,6500.0,413676.0,117207.0,135462.0,783983.0,83986.0,622029.0,1.0,0.0,17.0,117052.0,42121.0,371555.0,6124.0,111083.0,18410.0
11,166.0,2728.0,897.0,1831.0,2152.0,480.0,1672.0,2411.0,711.0,1700.0,10876.0,4376.0,6500.0,7043.0,1973.0,5070.0,10601.0,4101.0,6500.0,465768.0,137858.0,158875.0,776079.0,75456.0,615928.0,1.0,0.0,17.0,137986.0,48274.0,417494.0,6698.0,131160.0,20889.0
13,166.0,2494.0,808.0,1686.0,1898.0,407.0,1491.0,2134.0,628.0,1506.0,10778.0,4343.0,6435.0,7012.0,2007.0,5005.0,10497.0,4062.0,6435.0,386982.0,107260.0,125468.0,768957.0,78830.0,610643.0,1.0,0.0,17.0,107882.0,40280.0,346702.0,5374.0,101886.0,17586.0
15,166.0,2383.0,764.0,1619.0,1828.0,403.0,1425.0,2063.0,622.0,1441.0,10791.0,4356.0,6435.0,6991.0,1921.0,5070.0,10489.0,4054.0,6435.0,476075.0,133957.0,154910.0,742142.0,74542.0,590204.0,1.0,0.0,17.0,134395.0,47978.0,428097.0,6667.0,127290.0,20515.0
17,166.0,2729.0,849.0,1880.0,2054.0,397.0,1657.0,2322.0,636.0,1686.0,10853.0,4356.0,6497.0,6965.0,1960.0,5005.0,10514.0,4079.0,6435.0,378318.0,104773.0,122594.0,775432.0,81017.0,616342.0,1.0,0.0,17.0,105851.0,38553.0,339765.0,5104.0,99669.0,16743.0
19,166.0,3061.0,983.0,2078.0,2338.0,483.0,1855.0,2629.0,733.0,1896.0,10876.0,4376.0,6500.0,7153.0,2083.0,5070.0,10604.0,4104.0,6500.0,509951.0,141808.0,163262.0,779542.0,80348.0,619060.0,1.0,0.0,17.0,141926.0,49037.0,460914.0,7422.0,134386.0,21336.0
2,166.0,2787.0,856.0,1931.0,2156.0,449.0,1707.0,2369.0,648.0,1721.0,10776.0,4341.0,6435.0,6888.0,1948.0,4940.0,10432.0,3997.0,6435.0,423559.0,118559.0,137306.0,747248.0,78977.0,596021.0,1.0,0.0,17.0,118968.0,42282.0,381277.0,6003.0,112556.0,18338.0
4,166.0,2487.0,797.0,1690.0,1942.0,438.0,1504.0,2133.0,613.0,1520.0,10840.0,4343.0,6497.0,7094.0,2024.0,5070.0,10495.0,4060.0,6435.0,429914.0,119228.0,138355.0,780418.0,79498.0,622505.0,1.0,0.0,17.0,119513.0,42872.0,387042.0,6330.0,112898.0,18842.0
6,166.0,2350.0,788.0,1562.0,1871.0,431.0,1440.0,2086.0,631.0,1455.0,10876.0,4376.0,6500.0,6856.0,1916.0,4940.0,10570.0,4070.0,6500.0,398289.0,112629.0,130291.0,763798.0,77326.0,609758.0,1.0,0.0,17.0,112575.0,40209.0,358080.0,5971.0,106658.0,17716.0
8,166.0,2770.0,875.0,1895.0,2133.0,460.0,1673.0,2382.0,694.0,1688.0,10776.0,4341.0,6435.0,7161.0,2026.0,5135.0,10480.0,4045.0,6435.0,508464.0,144407.0,166558.0,778106.0,83128.0,615779.0,1.0,0.0,17.0,144308.0,51373.0,457091.0,7369.0,137038.0,22250.0
10,166.0,1952.0,655.0,1297.0,1557.0,378.0,1179.0,1711.0,531.0,1180.0,10853.0,4356.0,6497.0,6838.0,1963.0,4875.0,10465.0,4030.0,6435.0,445753.0,124035.0,144308.0,767010.0,74580.0,610036.0,1.0,0.0,17.0,124659.0,45085.0,400668.0,6374.0,117661.0,19649.0
