"run","PestCount","noAzole","cropCount","resistance","randomSeed","applicationcost","risktox","noCarboxamide","erzeugerpreis","fungizid","septoria_count","location","behaviour","tox"
1,80,2,2080,3,249508863,5.14,1,1,23.34,72.09,3000,1,2,7.5
2,80,2,2080,3,249515416,5.14,1,1,23.34,72.09,3000,1,2,7.5
3,80,2,2080,3,249518667,5.14,1,1,23.34,72.09,3000,1,2,7.5
4,80,2,2080,3,249521575,5.14,1,1,23.34,72.09,3000,1,2,7.5
5,80,2,2080,3,249523664,5.14,1,1,23.34,72.09,3000,1,2,7.5
6,80,2,2080,3,249526060,5.14,1,1,23.34,72.09,3000,1,2,7.5
7,80,2,2080,3,249527706,5.14,1,1,23.34,72.09,3000,1,2,7.5
8,80,2,2080,3,249529109,5.14,1,1,23.34,72.09,3000,1,2,7.5
9,80,2,2080,3,249531024,5.14,1,1,23.34,72.09,3000,1,2,7.5
10,80,2,2080,3,249532800,5.14,1,1,23.34,72.09,3000,1,2,7.5
