"run","randomSeed","applicationcost","risktox","PestCount","erzeugerpreis","fungizid","septoria_count","behaviour","tox","cropCount","resistance"
1,-1762866651,5.14,1,20,23.34,72.09,600,0,7.5,520,1
2,-1762857978,5.14,1,20,23.34,72.09,600,0,7.5,520,1
3,-1762852575,5.14,1,20,23.34,72.09,600,0,7.5,520,1
4,-1762847513,5.14,1,20,23.34,72.09,600,0,7.5,520,1
5,-1762843287,5.14,1,20,23.34,72.09,600,0,7.5,520,1
6,-1762839376,5.14,1,20,23.34,72.09,600,0,7.5,520,1
7,-1762834965,5.14,1,20,23.34,72.09,600,0,7.5,520,1
8,-1762831049,5.14,1,20,23.34,72.09,600,0,7.5,520,1
9,-1762827156,5.14,1,20,23.34,72.09,600,0,7.5,520,1
10,-1762823145,5.14,1,20,23.34,72.09,600,0,7.5,520,1
11,-1762818598,5.14,1,20,23.34,72.09,600,0,7.5,520,1
12,-1762814369,5.14,1,20,23.34,72.09,600,0,7.5,520,1
13,-1762809636,5.14,1,20,23.34,72.09,600,0,7.5,520,1
14,-1762805506,5.14,1,20,23.34,72.09,600,0,7.5,520,1
15,-1762801301,5.14,1,20,23.34,72.09,600,0,7.5,520,1
16,-1762796536,5.14,1,20,23.34,72.09,600,0,7.5,520,1
17,-1762792775,5.14,1,20,23.34,72.09,600,0,7.5,520,1
18,-1762788712,5.14,1,20,23.34,72.09,600,0,7.5,520,1
19,-1762785182,5.14,1,20,23.34,72.09,600,0,7.5,520,1
20,-1762781215,5.14,1,20,23.34,72.09,600,0,7.5,520,1
