"run","tick","GRCount","STCount"
1,1.0,16,560
1,2.0,16,560
1,3.0,16,560
1,4.0,16,560
1,5.0,16,560
1,6.0,16,560
1,7.0,16,560
1,8.0,16,560
1,9.0,16,560
1,10.0,16,560
1,11.0,16,560
1,12.0,16,560
1,13.0,16,560
1,14.0,16,560
1,15.0,16,560
1,16.0,16,560
1,17.0,16,560
1,18.0,16,560
1,19.0,16,560
1,20.0,16,560
1,21.0,16,560
1,22.0,16,560
1,23.0,16,560
1,24.0,16,560
1,25.0,16,560
1,26.0,16,567
1,27.0,16,567
1,28.0,16,567
1,29.0,19,567
1,30.0,19,567
1,31.0,19,567
1,32.0,19,567
1,33.0,19,567
1,34.0,19,567
1,35.0,21,567
1,36.0,21,567
1,37.0,21,567
1,38.0,23,567
1,39.0,23,567
1,40.0,23,567
1,41.0,23,567
1,42.0,23,567
1,43.0,23,567
1,44.0,23,567
1,45.0,23,1141
1,46.0,23,1141
1,47.0,23,1141
1,48.0,27,1141
1,49.0,27,1141
1,50.0,27,1141
1,51.0,27,1141
1,52.0,28,1141
1,53.0,31,1141
1,54.0,31,1141
1,55.0,31,1141
1,56.0,31,1141
1,57.0,31,1141
1,58.0,31,1141
1,59.0,31,1141
1,60.0,31,1141
1,61.0,31,1141
1,62.0,31,1141
1,63.0,31,1141
1,64.0,31,1141
1,65.0,31,1141
1,66.0,31,1141
1,67.0,31,1141
1,68.0,31,1141
1,69.0,32,1141
1,70.0,32,1432
1,71.0,33,1432
1,72.0,33,1718
1,73.0,33,1718
1,74.0,33,1718
1,75.0,33,1718
1,76.0,33,1718
1,77.0,33,1718
1,78.0,33,1718
1,79.0,36,1718
1,80.0,40,1718
1,81.0,40,1798
1,82.0,40,1798
1,83.0,40,1798
1,84.0,35,1798
1,85.0,35,1798
1,86.0,35,1798
1,87.0,35,1798
1,88.0,35,1798
1,89.0,35,1798
1,90.0,35,1798
1,91.0,35,1798
1,92.0,35,1798
1,93.0,35,1798
1,94.0,35,1798
1,95.0,29,1798
1,96.0,29,1798
1,97.0,29,1798
1,98.0,29,1798
1,99.0,29,1798
1,100.0,29,1798
1,101.0,21,1798
1,102.0,22,1798
1,103.0,22,1798
1,104.0,25,1917
1,105.0,27,1917
1,106.0,27,1917
1,107.0,27,1917
1,108.0,27,1917
1,109.0,27,1917
1,110.0,27,1917
1,111.0,27,1917
1,112.0,27,1917
1,113.0,28,1917
1,114.0,28,1917
1,115.0,28,1917
1,116.0,28,1917
1,117.0,11,1917
1,118.0,11,1917
1,119.0,11,1917
1,120.0,11,1917
1,121.0,11,1917
1,122.0,11,1917
1,123.0,11,1917
1,124.0,11,1917
1,125.0,11,1917
1,126.0,11,1917
1,127.0,11,1917
1,128.0,11,1917
1,129.0,11,1917
1,130.0,11,1917
1,131.0,11,1917
1,132.0,11,1917
1,133.0,11,1917
1,134.0,11,1917
1,135.0,11,1917
1,136.0,11,1917
1,137.0,11,1917
1,138.0,11,1917
1,139.0,11,1917
1,140.0,11,1917
1,141.0,11,1917
1,142.0,11,1917
1,143.0,11,1917
1,144.0,11,1917
1,145.0,11,1917
1,146.0,11,1917
1,147.0,11,1917
1,148.0,11,1917
1,149.0,11,1917
1,150.0,11,1917
1,151.0,11,1917
1,152.0,11,1917
1,153.0,11,1917
1,154.0,11,1917
1,155.0,11,1917
1,156.0,11,1917
1,157.0,11,1917
1,158.0,11,1917
1,159.0,11,1917
1,160.0,11,1917
1,161.0,11,1917
1,162.0,11,1917
1,163.0,11,1917
1,164.0,11,1917
1,165.0,11,1917
1,166.0,11,1917
2,1.0,16,560
2,2.0,16,560
2,3.0,16,560
2,4.0,16,560
2,5.0,16,560
2,6.0,16,560
2,7.0,16,560
2,8.0,16,560
2,9.0,16,560
2,10.0,16,560
2,11.0,16,560
2,12.0,16,560
2,13.0,16,560
2,14.0,16,560
2,15.0,16,560
2,16.0,16,560
2,17.0,16,560
2,18.0,16,560
2,19.0,16,560
2,20.0,16,560
2,21.0,16,560
2,22.0,16,560
2,23.0,16,560
2,24.0,16,560
2,25.0,16,560
2,26.0,16,565
2,27.0,17,565
2,28.0,17,565
2,29.0,17,565
2,30.0,17,565
2,31.0,17,565
2,32.0,17,565
2,33.0,17,565
2,34.0,17,565
2,35.0,18,565
2,36.0,18,565
2,37.0,18,565
2,38.0,18,565
2,39.0,18,565
2,40.0,18,565
2,41.0,18,565
2,42.0,18,565
2,43.0,18,565
2,44.0,18,565
2,45.0,18,1134
2,46.0,18,1134
2,47.0,18,1134
2,48.0,19,1134
2,49.0,19,1134
2,50.0,19,1134
2,51.0,19,1134
2,52.0,20,1134
2,53.0,20,1134
2,54.0,20,1134
2,55.0,20,1134
2,56.0,20,1134
2,57.0,20,1134
2,58.0,20,1134
2,59.0,20,1134
2,60.0,20,1134
2,61.0,20,1134
2,62.0,20,1134
2,63.0,20,1134
2,64.0,20,1134
2,65.0,20,1134
2,66.0,20,1134
2,67.0,20,1134
2,68.0,20,1134
2,69.0,25,1134
2,70.0,25,1410
2,71.0,27,1410
2,72.0,27,1704
2,73.0,27,1704
2,74.0,27,1704
2,75.0,27,1704
2,76.0,27,1704
2,77.0,27,1704
2,78.0,27,1704
2,79.0,27,1704
2,80.0,27,1704
2,81.0,27,1789
2,82.0,27,1789
2,83.0,27,1789
2,84.0,22,1789
2,85.0,22,1789
2,86.0,22,1789
2,87.0,22,1789
2,88.0,22,1789
2,89.0,22,1789
2,90.0,22,1789
2,91.0,22,1789
2,92.0,22,1789
2,93.0,22,1789
2,94.0,22,1789
2,95.0,12,1789
2,96.0,12,1789
2,97.0,12,1789
2,98.0,12,1789
2,99.0,12,1789
2,100.0,12,1789
2,101.0,7,1789
2,102.0,8,1789
2,103.0,8,1789
2,104.0,10,1926
2,105.0,10,1926
2,106.0,10,1926
2,107.0,10,1926
2,108.0,10,1926
2,109.0,10,1926
2,110.0,10,1926
2,111.0,10,1926
2,112.0,10,1926
2,113.0,10,1926
2,114.0,10,1926
2,115.0,10,1926
2,116.0,10,1926
2,117.0,5,1926
2,118.0,5,1926
2,119.0,5,1926
2,120.0,5,1926
2,121.0,5,1926
2,122.0,5,1926
2,123.0,5,1926
2,124.0,5,1926
2,125.0,5,1926
2,126.0,5,1926
2,127.0,5,1926
2,128.0,5,1926
2,129.0,5,1926
2,130.0,5,1926
2,131.0,5,1926
2,132.0,5,1926
2,133.0,5,1926
2,134.0,5,1926
2,135.0,5,1926
2,136.0,5,1926
2,137.0,5,1926
2,138.0,5,1926
2,139.0,5,1926
2,140.0,5,1926
2,141.0,5,1926
2,142.0,5,1926
2,143.0,5,1926
2,144.0,5,1926
2,145.0,5,1926
2,146.0,5,1926
2,147.0,5,1926
2,148.0,5,1926
2,149.0,5,1926
2,150.0,5,1926
2,151.0,5,1926
2,152.0,5,1926
2,153.0,5,1926
2,154.0,5,1926
2,155.0,5,1926
2,156.0,5,1926
2,157.0,5,1926
2,158.0,5,1926
2,159.0,5,1926
2,160.0,5,1926
2,161.0,5,1926
2,162.0,5,1926
2,163.0,5,1926
2,164.0,5,1926
2,165.0,5,1926
2,166.0,5,1926
3,1.0,16,560
3,2.0,16,560
3,3.0,16,560
3,4.0,16,560
3,5.0,16,560
3,6.0,16,560
3,7.0,16,560
3,8.0,16,560
3,9.0,16,560
3,10.0,16,560
3,11.0,16,560
3,12.0,16,560
3,13.0,16,560
3,14.0,16,560
3,15.0,16,560
3,16.0,16,560
3,17.0,16,560
3,18.0,16,560
3,19.0,16,560
3,20.0,16,560
3,21.0,16,560
3,22.0,16,560
3,23.0,16,560
3,24.0,16,560
3,25.0,16,560
3,26.0,16,571
3,27.0,16,571
3,28.0,16,571
3,29.0,18,571
3,30.0,18,571
3,31.0,18,571
3,32.0,18,571
3,33.0,18,571
3,34.0,18,571
3,35.0,19,571
3,36.0,19,571
3,37.0,19,571
3,38.0,19,571
3,39.0,19,571
3,40.0,19,571
3,41.0,19,571
3,42.0,19,571
3,43.0,19,571
3,44.0,19,571
3,45.0,19,1184
3,46.0,19,1184
3,47.0,19,1184
3,48.0,20,1184
3,49.0,20,1184
3,50.0,20,1184
3,51.0,20,1184
3,52.0,22,1184
3,53.0,24,1184
3,54.0,24,1184
3,55.0,24,1184
3,56.0,24,1184
3,57.0,24,1184
3,58.0,24,1184
3,59.0,24,1184
3,60.0,24,1184
3,61.0,24,1184
3,62.0,24,1184
3,63.0,24,1184
3,64.0,24,1184
3,65.0,24,1184
3,66.0,24,1184
3,67.0,24,1184
3,68.0,24,1184
3,69.0,28,1184
3,70.0,28,1443
3,71.0,28,1443
3,72.0,28,1759
3,73.0,28,1759
3,74.0,28,1759
3,75.0,28,1759
3,76.0,28,1759
3,77.0,28,1759
3,78.0,28,1759
3,79.0,31,1759
3,80.0,31,1759
3,81.0,31,1840
3,82.0,31,1840
3,83.0,31,1840
3,84.0,23,1840
3,85.0,23,1840
3,86.0,23,1840
3,87.0,23,1840
3,88.0,23,1840
3,89.0,23,1840
3,90.0,23,1840
3,91.0,23,1840
3,92.0,23,1840
3,93.0,23,1840
3,94.0,23,1840
3,95.0,22,1840
3,96.0,22,1840
3,97.0,22,1840
3,98.0,22,1840
3,99.0,22,1840
3,100.0,22,1840
3,101.0,15,1840
3,102.0,15,1840
3,103.0,15,1840
3,104.0,17,1974
3,105.0,18,1974
3,106.0,18,1974
3,107.0,18,1974
3,108.0,18,1974
3,109.0,18,1974
3,110.0,18,1974
3,111.0,18,1974
3,112.0,18,1974
3,113.0,19,1974
3,114.0,19,1974
3,115.0,19,1974
3,116.0,19,1974
3,117.0,9,1974
3,118.0,9,1974
3,119.0,9,1974
3,120.0,9,1974
3,121.0,9,1974
3,122.0,9,1974
3,123.0,9,1974
3,124.0,9,1974
3,125.0,9,1974
