"run","PestCount","noAzole","cropCount","resistance","randomSeed","applicationcost","risktox","noCarboxamide","erzeugerpreis","fungizid","septoria_count","location","behaviour","tox"
1,160,2,5200,1,1267200856,5.14,1,1,23.34,72.09,7500,1,0,7.5
3,160,2,5200,1,1267312021,5.14,1,1,23.34,72.09,7500,1,0,7.5
5,160,2,5200,1,1267401868,5.14,1,1,23.34,72.09,7500,1,0,7.5
7,160,2,5200,1,1267490493,5.14,1,1,23.34,72.09,7500,1,0,7.5
9,160,2,5200,1,1267577910,5.14,1,1,23.34,72.09,7500,1,0,7.5
2,160,2,5200,1,1267200856,5.14,1,1,23.34,72.09,7500,1,0,7.5
4,160,2,5200,1,1267312280,5.14,1,1,23.34,72.09,7500,1,0,7.5
6,160,2,5200,1,1267392805,5.14,1,1,23.34,72.09,7500,1,0,7.5
8,160,2,5200,1,1267477583,5.14,1,1,23.34,72.09,7500,1,0,7.5
10,160,2,5200,1,1267564919,5.14,1,1,23.34,72.09,7500,1,0,7.5
