"run","PestCount","noAzole","cropCount","resistance","randomSeed","applicationcost","risktox","noCarboxamide","erzeugerpreis","fungizid","septoria_count","location","behaviour","tox"
1,80,2,2080,2,-359771498,5.14,1,1,23.34,72.09,3000,1,0,7.5
2,80,2,2080,2,-359763172,5.14,1,1,23.34,72.09,3000,1,0,7.5
3,80,2,2080,2,-359758332,5.14,1,1,23.34,72.09,3000,1,0,7.5
4,80,2,2080,2,-359754027,5.14,1,1,23.34,72.09,3000,1,0,7.5
5,80,2,2080,2,-359749798,5.14,1,1,23.34,72.09,3000,1,0,7.5
6,80,2,2080,2,-359745456,5.14,1,1,23.34,72.09,3000,1,0,7.5
7,80,2,2080,2,-359740928,5.14,1,1,23.34,72.09,3000,1,0,7.5
8,80,2,2080,2,-359736812,5.14,1,1,23.34,72.09,3000,1,0,7.5
9,80,2,2080,2,-359732561,5.14,1,1,23.34,72.09,3000,1,0,7.5
10,80,2,2080,2,-359728127,5.14,1,1,23.34,72.09,3000,1,0,7.5
