"run","tick","IntegralBHGR","IntegralBHGR1","IntegralBHGR2","IntegralBHGRErtrag","IntegralBHGRErtrag1","IntegralBHGRErtrag2","IntegralBHGRsicht","IntegralBHGRsicht1","IntegralBHGRsicht2","IntegralBHST","IntegralBHST1","IntegralBHST2","IntegralBHSTertrag","IntegralBHSTertrag1","IntegralBHSTertrag2","IntegralBHSTsicht","IntegralBHSTsicht1","IntegralBHSTsicht2","GRCount","GRertragCount","GRsichtCount","STCount","STertragCount","STsichtCount","Resistance","Behaviour","Jahr"
1,166.0,7779.0,2259.0,5520.0,5646.0,846.0,4800.0,6388.0,1493.0,4895.0,10876.0,4376.0,6500.0,8742.0,2439.0,6303.0,10092.0,3592.0,6500.0,366563.0,175271.0,198970.0,878688.0,182275.0,566962.0,1.0,0.0,17.0
3,166.0,8340.0,2364.0,5976.0,5972.0,823.0,5149.0,6822.0,1468.0,5354.0,10863.0,4363.0,6500.0,8867.0,2499.0,6368.0,10097.0,3597.0,6500.0,328449.0,154395.0,175469.0,889292.0,181464.0,575167.0,1.0,0.0,17.0
5,166.0,7719.0,2199.0,5520.0,5598.0,839.0,4759.0,6325.0,1429.0,4896.0,10887.0,4387.0,6500.0,8808.0,2495.0,6313.0,10104.0,3604.0,6500.0,364626.0,173862.0,196683.0,869062.0,177239.0,560295.0,1.0,0.0,17.0
7,166.0,7324.0,2139.0,5185.0,5300.0,832.0,4468.0,5989.0,1425.0,4564.0,10876.0,4376.0,6500.0,8680.0,2391.0,6289.0,10034.0,3534.0,6500.0,511847.0,160139.0,181480.0,865936.0,173983.0,561004.0,1.0,0.0,17.0
9,166.0,6834.0,1985.0,4849.0,4764.0,701.0,4063.0,5526.0,1313.0,4213.0,10876.0,4376.0,6500.0,8690.0,2389.0,6301.0,10063.0,3563.0,6500.0,496144.0,136398.0,155052.0,871173.0,178470.0,562555.0,1.0,0.0,17.0
11,166.0,7816.0,2295.0,5521.0,5602.0,828.0,4774.0,6436.0,1497.0,4939.0,10885.0,4385.0,6500.0,8674.0,2373.0,6301.0,10040.0,3540.0,6500.0,357891.0,169319.0,192731.0,859461.0,177797.0,553471.0,1.0,0.0,17.0
13,166.0,7468.0,2080.0,5388.0,5372.0,793.0,4579.0,6081.0,1364.0,4717.0,10885.0,4385.0,6500.0,8751.0,2464.0,6287.0,10142.0,3642.0,6500.0,384950.0,147415.0,166640.0,882080.0,179738.0,571327.0,1.0,0.0,17.0
15,166.0,7090.0,1996.0,5094.0,4837.0,733.0,4104.0,5553.0,1327.0,4226.0,10887.0,4387.0,6500.0,8818.0,2439.0,6379.0,10050.0,3550.0,6500.0,568208.0,151865.0,173087.0,868883.0,179147.0,562152.0,1.0,0.0,17.0
17,166.0,7870.0,2155.0,5715.0,5581.0,708.0,4873.0,6420.0,1369.0,5051.0,10885.0,4385.0,6500.0,8757.0,2444.0,6313.0,10093.0,3593.0,6500.0,285880.0,133665.0,152585.0,884382.0,183643.0,571999.0,1.0,0.0,17.0
19,166.0,7386.0,2067.0,5319.0,5401.0,823.0,4578.0,6089.0,1375.0,4714.0,10876.0,4376.0,6500.0,8753.0,2468.0,6285.0,10113.0,3613.0,6500.0,468053.0,178135.0,201941.0,880086.0,178536.0,567414.0,1.0,0.0,17.0
21,166.0,7181.0,2013.0,5168.0,4901.0,708.0,4193.0,5619.0,1303.0,4316.0,10876.0,4376.0,6500.0,8749.0,2463.0,6286.0,10085.0,3585.0,6500.0,558230.0,153463.0,174016.0,872790.0,173047.0,562604.0,1.0,0.0,17.0
23,166.0,7930.0,2413.0,5517.0,5694.0,901.0,4793.0,6502.0,1587.0,4915.0,10876.0,4376.0,6500.0,8828.0,2476.0,6352.0,10089.0,3589.0,6500.0,458220.0,169914.0,192845.0,865135.0,177244.0,560939.0,1.0,0.0,17.0
25,166.0,7716.0,2198.0,5518.0,5578.0,789.0,4789.0,6319.0,1407.0,4912.0,10900.0,4400.0,6500.0,8688.0,2438.0,6250.0,10087.0,3587.0,6500.0,337527.0,160395.0,181316.0,869981.0,177141.0,561536.0,1.0,0.0,17.0
27,166.0,7548.0,2102.0,5446.0,5325.0,785.0,4540.0,6041.0,1363.0,4678.0,10876.0,4376.0,6500.0,8872.0,2504.0,6368.0,10093.0,3593.0,6500.0,402850.0,151162.0,171817.0,888890.0,187168.0,574527.0,1.0,0.0,17.0
29,166.0,7025.0,1918.0,5107.0,4926.0,771.0,4155.0,5566.0,1276.0,4290.0,10885.0,4385.0,6500.0,8834.0,2483.0,6351.0,10106.0,3606.0,6500.0,624664.0,171329.0,194071.0,880259.0,184852.0,569517.0,1.0,0.0,17.0
31,166.0,7738.0,2294.0,5444.0,5487.0,902.0,4585.0,6275.0,1582.0,4693.0,10885.0,4385.0,6500.0,8750.0,2464.0,6286.0,10131.0,3631.0,6500.0,460443.0,174674.0,197883.0,865799.0,172610.0,562928.0,1.0,0.0,17.0
33,166.0,7388.0,2018.0,5370.0,4996.0,738.0,4258.0,5696.0,1301.0,4395.0,10876.0,4376.0,6500.0,8711.0,2396.0,6315.0,10048.0,3548.0,6500.0,460330.0,142330.0,161396.0,865647.0,177482.0,560858.0,1.0,0.0,17.0
35,166.0,6820.0,1785.0,5035.0,4653.0,681.0,3972.0,5263.0,1183.0,4080.0,10876.0,4376.0,6500.0,8854.0,2487.0,6367.0,10077.0,3577.0,6500.0,558384.0,149526.0,170353.0,878609.0,181808.0,567147.0,1.0,0.0,17.0
37,166.0,7541.0,2096.0,5445.0,5239.0,776.0,4463.0,5964.0,1365.0,4599.0,10876.0,4376.0,6500.0,8657.0,2407.0,6250.0,10055.0,3555.0,6500.0,420713.0,159103.0,180726.0,864139.0,179102.0,559039.0,1.0,0.0,17.0
39,166.0,6789.0,1935.0,4854.0,4835.0,761.0,4074.0,5447.0,1249.0,4198.0,10876.0,4376.0,6500.0,8720.0,2406.0,6314.0,10060.0,3560.0,6500.0,614364.0,168954.0,191228.0,857931.0,174589.0,556483.0,1.0,0.0,17.0
41,166.0,7819.0,2288.0,5531.0,5697.0,871.0,4826.0,6504.0,1514.0,4990.0,10885.0,4385.0,6500.0,8902.0,2522.0,6380.0,10139.0,3639.0,6500.0,365174.0,170825.0,194938.0,881895.0,181978.0,570355.0,1.0,0.0,17.0
43,166.0,7733.0,2225.0,5508.0,5404.0,850.0,4554.0,6139.0,1448.0,4691.0,10887.0,4387.0,6500.0,8750.0,2462.0,6288.0,10071.0,3571.0,6500.0,496147.0,190180.0,214637.0,869093.0,181024.0,560825.0,1.0,0.0,17.0
45,166.0,7874.0,2285.0,5589.0,5650.0,857.0,4793.0,6418.0,1491.0,4927.0,10885.0,4385.0,6500.0,8738.0,2437.0,6301.0,10035.0,3535.0,6500.0,361442.0,173872.0,196940.0,864459.0,176988.0,554725.0,1.0,0.0,17.0
47,166.0,7576.0,2259.0,5317.0,5534.0,899.0,4635.0,6241.0,1498.0,4743.0,10887.0,4387.0,6500.0,8878.0,2550.0,6328.0,10198.0,3698.0,6500.0,624183.0,196357.0,222613.0,889229.0,185152.0,577249.0,1.0,0.0,17.0
49,166.0,7928.0,2349.0,5579.0,5620.0,891.0,4729.0,6461.0,1557.0,4904.0,10876.0,4376.0,6500.0,8847.0,2466.0,6381.0,10059.0,3559.0,6500.0,449707.0,167651.0,191328.0,865553.0,178915.0,560858.0,1.0,0.0,17.0
2,166.0,6969.0,2002.0,4967.0,4905.0,824.0,4081.0,5556.0,1368.0,4188.0,10876.0,4376.0,6500.0,8826.0,2498.0,6328.0,10062.0,3562.0,6500.0,633773.0,174063.0,197522.0,876863.0,180008.0,566868.0,1.0,0.0,17.0
