"run","tick","IntegralBHGR","IntegralBHGR1","IntegralBHGR2","IntegralBHGRErtrag","IntegralBHGRErtrag1","IntegralBHGRErtrag2","IntegralBHGRsicht","IntegralBHGRsicht1","IntegralBHGRsicht2","IntegralBHST","IntegralBHST1","IntegralBHST2","IntegralBHSTertrag","IntegralBHSTertrag1","IntegralBHSTertrag2","IntegralBHSTsicht","IntegralBHSTsicht1","IntegralBHSTsicht2","GRCount","GRertragCount","GRsichtCount","STCount","STertragCount","STsichtCount","Resistance","Behaviour","Jahr"
1,166.0,217.0,138.0,79.0,14.0,14.0,0.0,113.0,97.0,16.0,8928.0,3085.0,5843.0,3226.0,951.0,2275.0,6127.0,1772.0,4355.0,1921.0,658.0,1196.0,133985.0,25049.0,56983.0,3.0,0.0,17.0
3,166.0,128.0,102.0,26.0,12.0,12.0,0.0,89.0,74.0,15.0,8941.0,3095.0,5846.0,3401.0,996.0,2405.0,6216.0,1796.0,4420.0,1569.0,579.0,1011.0,138807.0,25614.0,58324.0,3.0,0.0,17.0
5,166.0,231.0,152.0,79.0,9.0,9.0,0.0,107.0,92.0,15.0,9053.0,3145.0,5908.0,3296.0,956.0,2340.0,6265.0,1845.0,4420.0,1983.0,569.0,1118.0,143029.0,25053.0,60005.0,3.0,0.0,17.0
7,166.0,250.0,170.0,80.0,22.0,22.0,0.0,131.0,116.0,15.0,8842.0,3064.0,5778.0,3035.0,955.0,2080.0,6107.0,1817.0,4290.0,2200.0,693.0,1259.0,131525.0,23307.0,55856.0,3.0,0.0,17.0
9,166.0,157.0,128.0,29.0,15.0,15.0,0.0,102.0,87.0,15.0,8968.0,3125.0,5843.0,3057.0,977.0,2080.0,6190.0,1835.0,4355.0,1736.0,592.0,1125.0,132468.0,24144.0,56272.0,3.0,0.0,17.0
11,166.0,191.0,112.0,79.0,4.0,4.0,0.0,97.0,82.0,15.0,9000.0,3157.0,5843.0,3415.0,1010.0,2405.0,6219.0,1864.0,4355.0,1679.0,467.0,949.0,139115.0,26213.0,58831.0,3.0,0.0,17.0
13,166.0,193.0,117.0,76.0,0.0,0.0,0.0,93.0,78.0,15.0,8991.0,3142.0,5849.0,3261.0,986.0,2275.0,6321.0,1836.0,4485.0,1903.0,560.0,1120.0,137999.0,25102.0,58132.0,3.0,0.0,17.0
15,166.0,83.0,68.0,15.0,2.0,2.0,0.0,48.0,48.0,0.0,9040.0,3188.0,5852.0,3244.0,969.0,2275.0,6420.0,1870.0,4550.0,1190.0,444.0,721.0,137485.0,24525.0,59427.0,3.0,0.0,17.0
17,166.0,120.0,105.0,15.0,2.0,2.0,0.0,95.0,80.0,15.0,8944.0,3042.0,5902.0,3094.0,949.0,2145.0,6086.0,1796.0,4290.0,1448.0,490.0,930.0,137669.0,23808.0,57743.0,3.0,0.0,17.0
19,166.0,169.0,101.0,68.0,2.0,2.0,0.0,77.0,62.0,15.0,8769.0,3321.0,5448.0,4722.0,1082.0,3640.0,7068.0,1868.0,5200.0,1401.0,461.0,816.0,122854.0,39965.0,80140.0,3.0,0.0,17.0
21,166.0,128.0,113.0,15.0,4.0,4.0,0.0,91.0,76.0,15.0,9146.0,3226.0,5920.0,3667.0,1067.0,2600.0,6588.0,1908.0,4680.0,1548.0,530.0,981.0,145540.0,27539.0,61648.0,3.0,0.0,17.0
23,166.0,95.0,92.0,3.0,9.0,9.0,0.0,62.0,62.0,0.0,9009.0,3160.0,5849.0,3348.0,1008.0,2340.0,6371.0,1886.0,4485.0,1394.0,416.0,873.0,139139.0,24878.0,59208.0,3.0,0.0,17.0
25,166.0,314.0,166.0,148.0,83.0,18.0,65.0,176.0,96.0,80.0,8970.0,3183.0,5787.0,3504.0,1034.0,2470.0,6376.0,1891.0,4485.0,2182.0,831.0,1343.0,139337.0,26513.0,60173.0,3.0,0.0,17.0
27,166.0,133.0,103.0,30.0,2.0,2.0,0.0,96.0,66.0,30.0,8973.0,3065.0,5908.0,3333.0,993.0,2340.0,6236.0,1816.0,4420.0,1496.0,446.0,931.0,140145.0,26118.0,58874.0,3.0,0.0,17.0
29,166.0,114.0,99.0,15.0,3.0,3.0,0.0,80.0,65.0,15.0,9000.0,3154.0,5846.0,3301.0,961.0,2340.0,6249.0,1829.0,4420.0,1397.0,456.0,889.0,137285.0,24628.0,57560.0,3.0,0.0,17.0
31,166.0,162.0,147.0,15.0,6.0,6.0,0.0,107.0,92.0,15.0,9133.0,3160.0,5973.0,3176.0,966.0,2210.0,6326.0,1841.0,4485.0,1761.0,642.0,1181.0,141392.0,24184.0,60481.0,3.0,0.0,17.0
33,166.0,218.0,88.0,130.0,71.0,6.0,65.0,115.0,48.0,67.0,9157.0,3240.0,5917.0,3711.0,1111.0,2600.0,6553.0,1938.0,4615.0,1649.0,751.0,1036.0,142971.0,27497.0,61232.0,3.0,0.0,17.0
35,166.0,155.0,128.0,27.0,5.0,5.0,0.0,116.0,101.0,15.0,8812.0,3037.0,5775.0,3183.0,908.0,2275.0,5932.0,1707.0,4225.0,1995.0,554.0,1162.0,133163.0,23775.0,55817.0,3.0,0.0,17.0
37,166.0,90.0,90.0,0.0,20.0,20.0,0.0,71.0,71.0,0.0,9462.0,3273.0,6189.0,4641.0,1066.0,3575.0,6953.0,1818.0,5135.0,1283.0,480.0,838.0,179336.0,38185.0,77208.0,3.0,0.0,17.0
39,166.0,205.0,128.0,77.0,7.0,7.0,0.0,117.0,102.0,15.0,9335.0,3176.0,6159.0,3287.0,1012.0,2275.0,6395.0,1910.0,4485.0,2063.0,532.0,1132.0,145385.0,25093.0,61057.0,3.0,0.0,17.0
41,166.0,125.0,48.0,77.0,0.0,0.0,0.0,44.0,29.0,15.0,9058.0,3203.0,5855.0,3257.0,982.0,2275.0,6495.0,1881.0,4614.0,1247.0,491.0,758.0,137766.0,24505.0,58696.0,3.0,0.0,17.0
43,166.0,159.0,91.0,68.0,0.0,0.0,0.0,76.0,61.0,15.0,8855.0,3339.0,5516.0,4712.0,1072.0,3640.0,7190.0,1860.0,5330.0,1349.0,476.0,842.0,122988.0,40962.0,80731.0,3.0,0.0,17.0
45,166.0,87.0,72.0,15.0,4.0,4.0,0.0,35.0,35.0,0.0,8926.0,3139.0,5787.0,3236.0,961.0,2275.0,6335.0,1850.0,4485.0,1091.0,316.0,594.0,137450.0,24288.0,58178.0,3.0,0.0,17.0
47,166.0,81.0,66.0,15.0,0.0,0.0,0.0,44.0,43.0,1.0,8974.0,3128.0,5846.0,3266.0,991.0,2275.0,6285.0,1865.0,4420.0,1039.0,339.0,613.0,135431.0,24726.0,58253.0,3.0,0.0,17.0
49,166.0,187.0,105.0,82.0,69.0,4.0,65.0,118.0,52.0,66.0,9215.0,3236.0,5979.0,3677.0,1077.0,2600.0,6548.0,1933.0,4615.0,1794.0,841.0,1188.0,147966.0,28135.0,64024.0,3.0,0.0,17.0
2,166.0,216.0,133.0,83.0,20.0,20.0,0.0,113.0,83.0,30.0,8928.0,3026.0,5902.0,3352.0,1012.0,2340.0,6109.0,1819.0,4290.0,2032.0,717.0,1198.0,137012.0,25348.0,58598.0,3.0,0.0,17.0
4,166.0,182.0,153.0,29.0,30.0,30.0,0.0,131.0,116.0,15.0,9168.0,3192.0,5976.0,3646.0,1046.0,2600.0,6445.0,1895.0,4550.0,1942.0,562.0,1216.0,148345.0,27560.0,62087.0,3.0,0.0,17.0
