"run","PestCount","noAzole","cropCount","resistance","randomSeed","applicationcost","risktox","noCarboxamide","erzeugerpreis","fungizid","septoria_count","location","behaviour","tox"
1,3000,2,2080,2,-1730203520,5.14,1,1,23.34,72.09,200,1,0,7.5
3,3000,2,2080,2,-1730158390,5.14,1,1,23.34,72.09,200,1,0,7.5
5,3000,2,2080,2,-1730122571,5.14,1,1,23.34,72.09,200,1,0,7.5
7,3000,2,2080,2,-1730090013,5.14,1,1,23.34,72.09,200,1,0,7.5
9,3000,2,2080,2,-1730055819,5.14,1,1,23.34,72.09,200,1,0,7.5
2,3000,2,2080,2,-1730203279,5.14,1,1,23.34,72.09,200,1,0,7.5
4,3000,2,2080,2,-1730156957,5.14,1,1,23.34,72.09,200,1,0,7.5
6,3000,2,2080,2,-1730120523,5.14,1,1,23.34,72.09,200,1,0,7.5
8,3000,2,2080,2,-1730086890,5.14,1,1,23.34,72.09,200,1,0,7.5
10,3000,2,2080,2,-1730052321,5.14,1,1,23.34,72.09,200,1,0,7.5
