"run","tick","IntegralBHGRErtrag","IntegralBHGRSicht","IntegralBHST","IntegralBHSTErtrag","IntegralBHSTSicht","IntegralGRCount","IntegralGRErtragCount","IntegralGRSichtCount","IntegralSTCount","IntegralSTErtragCount","IntegralSTSichtCount","IntegralBHGR","IntegralGRCount1","IntegralGRCount2","IntegralGRErtragCount1","IntegralGRErtragCount2","IntegralGRSichtCount1","IntegralGRSichtCount2","IntegralSTCount1","IntegralSTCount2","IntegralSTErtragCount1","IntegralSTErtragCount2","IntegralSTSichtCount1","IntegralSTSichtCount2","IntegralBHGR1","IntegralBHGR2","IntegralBHGRErtrag1","IntegralBHGRErtrag2","IntegralBHGRSicht1","IntegralBHGRSicht2","IntegralBHST1","IntegralBHST2","IntegralBHSTErtrag1","IntegralBHSTErtrag2","IntegralBHSTSicht1","IntegralBHSTSicht2"
21,166.0,5724.0,6327.0,10887.0,8867.0,10277.0,1508659.0,722633.0,754961.0,914769.0,153135.0,554066.0,8136.0,63901.0,1444758.0,9349.0,713284.0,26510.0,728451.0,218251.0,696518.0,33081.0,120054.0,123218.0,430848.0,2170.0,5966.0,758.0,4966.0,1234.0,5093.0,4387.0,6500.0,2564.0,6303.0,3777.0,6500.0
23,166.0,4247.0,4570.0,10900.0,9792.0,10439.0,2645803.0,874410.0,911646.0,1206693.0,508946.0,1030691.0,5727.0,71713.0,2574090.0,10781.0,863629.0,30766.0,880880.0,278211.0,928482.0,55220.0,453726.0,171329.0,859362.0,1470.0,4257.0,654.0,3593.0,915.0,3655.0,4400.0,6500.0,3309.0,6483.0,3939.0,6500.0
25,166.0,5732.0,6251.0,10885.0,9864.0,10439.0,1734773.0,879681.0,918524.0,1179694.0,507137.0,1018577.0,8167.0,73540.0,1661233.0,10670.0,869011.0,31500.0,887024.0,272890.0,906804.0,57383.0,449754.0,173219.0,845358.0,2008.0,6159.0,756.0,4976.0,1168.0,5083.0,4385.0,6500.0,3378.0,6486.0,3939.0,6500.0
27,166.0,4174.0,4620.0,10885.0,9825.0,10419.0,2051581.0,512907.0,541803.0,1198143.0,514550.0,1034127.0,6885.0,56444.0,1995137.0,8439.0,504468.0,23431.0,518372.0,274567.0,923576.0,55493.0,459057.0,174516.0,859611.0,1787.0,5098.0,667.0,3507.0,1010.0,3610.0,4385.0,6500.0,3353.0,6472.0,3919.0,6500.0
29,166.0,4876.0,5185.0,10876.0,8125.0,10034.0,2594033.0,874302.0,910397.0,923465.0,131469.0,524131.0,6638.0,70243.0,2523790.0,10971.0,863331.0,30070.0,880327.0,217669.0,705796.0,17421.0,114048.0,94669.0,429462.0,1604.0,5034.0,747.0,4129.0,1003.0,4182.0,4376.0,6500.0,1891.0,6234.0,3534.0,6500.0
31,166.0,5868.0,6365.0,10900.0,8346.0,10080.0,2456053.0,1091647.0,1136946.0,915506.0,138944.0,531636.0,7933.0,88008.0,2368045.0,13639.0,1078008.0,38424.0,1098522.0,218466.0,697040.0,20408.0,118536.0,101382.0,430254.0,2165.0,5768.0,893.0,4975.0,1286.0,5079.0,4400.0,6500.0,2041.0,6305.0,3580.0,6500.0
33,166.0,4657.0,5055.0,10900.0,9168.0,10390.0,2942707.0,971617.0,1013240.0,912065.0,369154.0,775034.0,7222.0,79893.0,2862814.0,12274.0,959343.0,34698.0,978542.0,216971.0,695094.0,38236.0,330918.0,131672.0,643362.0,1740.0,5482.0,756.0,3901.0,1075.0,3980.0,4400.0,6500.0,2728.0,6440.0,3890.0,6500.0
35,166.0,5542.0,6000.0,10900.0,5492.0,10024.0,2352263.0,947997.0,988435.0,668848.0,43662.0,384939.0,7507.0,78482.0,2273781.0,11362.0,936635.0,32661.0,955774.0,180034.0,488814.0,13170.0,30492.0,87147.0,297792.0,1943.0,5564.0,820.0,4722.0,1197.0,4803.0,4400.0,6500.0,1659.0,3833.0,3527.0,6497.0
37,166.0,6236.0,6704.0,10900.0,8266.0,10074.0,2022173.0,1091867.0,1135882.0,906414.0,137254.0,531902.0,8287.0,84359.0,1937814.0,14284.0,1077583.0,38031.0,1097851.0,218638.0,687776.0,20368.0,116886.0,101054.0,430848.0,2191.0,6096.0,969.0,5267.0,1335.0,5369.0,4400.0,6500.0,2039.0,6227.0,3574.0,6500.0
39,166.0,5472.0,5909.0,10876.0,8297.0,10053.0,1949214.0,806890.0,841864.0,923862.0,139801.0,529493.0,7598.0,70621.0,1878593.0,10446.0,796444.0,29032.0,812832.0,218236.0,705626.0,19417.0,120384.0,97721.0,431772.0,1831.0,5767.0,728.0,4744.0,1073.0,4836.0,4376.0,6500.0,2004.0,6293.0,3553.0,6500.0
41,166.0,4586.0,5082.0,10876.0,8820.0,10263.0,1929061.0,522965.0,550609.0,924621.0,155308.0,560314.0,7103.0,53131.0,1875930.0,6658.0,516307.0,20707.0,529902.0,219269.0,705352.0,34528.0,120780.0,125902.0,434412.0,1807.0,5296.0,614.0,3972.0,987.0,4095.0,4376.0,6500.0,2572.0,6248.0,3763.0,6500.0
43,166.0,5056.0,5598.0,10900.0,5185.0,9927.0,2147157.0,741891.0,778235.0,661715.0,40424.0,377448.0,7702.0,71979.0,2075178.0,9631.0,732260.0,28094.0,750141.0,180067.0,481648.0,10790.0,29634.0,80250.0,297198.0,2009.0,5693.0,721.0,4335.0,1132.0,4466.0,4400.0,6500.0,1477.0,3708.0,3428.0,6499.0
45,166.0,4499.0,4882.0,10900.0,8827.0,10323.0,2234114.0,578536.0,608848.0,929733.0,158438.0,566412.0,6955.0,61762.0,2172352.0,8551.0,569985.0,24627.0,584221.0,220013.0,709720.0,36536.0,121902.0,129492.0,436920.0,1591.0,5364.0,620.0,3879.0,922.0,3960.0,4400.0,6500.0,2640.0,6187.0,3823.0,6500.0
47,166.0,3968.0,4398.0,10885.0,9732.0,10410.0,1748512.0,398787.0,422914.0,1195269.0,514904.0,1026775.0,6638.0,48809.0,1699703.0,6014.0,392773.0,18420.0,404494.0,273871.0,921398.0,54296.0,460608.0,168979.0,857796.0,1496.0,5142.0,519.0,3449.0,845.0,3553.0,4385.0,6500.0,3248.0,6484.0,3910.0,6500.0
49,166.0,5022.0,5499.0,10876.0,8897.0,10300.0,1958607.0,724900.0,758614.0,926319.0,159882.0,561577.0,7442.0,65833.0,1892774.0,9998.0,714902.0,28060.0,730554.0,218619.0,707700.0,37056.0,122826.0,129343.0,432234.0,1866.0,5576.0,704.0,4318.0,1067.0,4432.0,4376.0,6500.0,2654.0,6243.0,3800.0,6500.0
2,166.0,4488.0,5088.0,10885.0,8706.0,10263.0,1893982.0,434591.0,461065.0,917645.0,150189.0,549818.0,7411.0,52635.0,1841347.0,6529.0,428062.0,20107.0,440958.0,217349.0,700296.0,32709.0,117480.0,123128.0,426690.0,1925.0,5486.0,609.0,3879.0,1058.0,4030.0,4385.0,6500.0,2535.0,6171.0,3763.0,6500.0
4,166.0,4929.0,5510.0,10876.0,8964.0,10319.0,1520445.0,532676.0,561155.0,924661.0,156770.0,563517.0,7950.0,56009.0,1464436.0,7084.0,525592.0,21642.0,539513.0,219279.0,705382.0,37046.0,119724.0,129633.0,433884.0,1935.0,6015.0,610.0,4319.0,1039.0,4471.0,4376.0,6500.0,2672.0,6292.0,3819.0,6500.0
6,166.0,6026.0,6571.0,10900.0,5304.0,9992.0,2355868.0,1065479.0,1108630.0,658910.0,42703.0,381007.0,8105.0,84855.0,2271013.0,12387.0,1053092.0,35328.0,1073302.0,178520.0,480390.0,13729.0,28974.0,87175.0,293832.0,2204.0,5901.0,888.0,5138.0,1341.0,5230.0,4400.0,6500.0,1663.0,3641.0,3497.0,6495.0
8,166.0,6045.0,6543.0,10900.0,8103.0,10007.0,1563218.0,806818.0,840766.0,925620.0,135501.0,528184.0,8086.0,66157.0,1497061.0,10168.0,796650.0,28424.0,812342.0,219152.0,706468.0,17691.0,117810.0,95818.0,432366.0,2054.0,6032.0,817.0,5228.0,1201.0,5342.0,4400.0,6500.0,1868.0,6235.0,3507.0,6500.0
10,166.0,5507.0,5976.0,10900.0,9249.0,10330.0,2284429.0,1004232.0,1047859.0,923828.0,378194.0,787083.0,7749.0,82309.0,2202120.0,11812.0,992420.0,35103.0,1012756.0,219084.0,704744.0,40686.0,337508.0,135019.0,652064.0,1918.0,5831.0,798.0,4709.0,1164.0,4812.0,4400.0,6500.0,2802.0,6447.0,3830.0,6500.0
12,166.0,4151.0,4546.0,10900.0,5329.0,9943.0,2095052.0,635770.0,664734.0,676684.0,43859.0,383973.0,6738.0,56920.0,2038132.0,8859.0,626911.0,24331.0,640403.0,181150.0,495534.0,12047.0,31812.0,83739.0,300234.0,1471.0,5267.0,534.0,3617.0,837.0,3709.0,4400.0,6500.0,1562.0,3767.0,3444.0,6499.0
14,166.0,5930.0,6507.0,10853.0,5037.0,9801.0,1802410.0,879320.0,917531.0,663591.0,37295.0,372155.0,8448.0,75883.0,1726527.0,10913.0,868407.0,31176.0,886355.0,179431.0,484160.0,9700.0,27595.0,76776.0,295379.0,2291.0,6157.0,847.0,5083.0,1307.0,5200.0,4356.0,6497.0,1351.0,3686.0,3366.0,6435.0
16,166.0,4059.0,4480.0,10853.0,5294.0,9872.0,2162796.0,725422.0,756325.0,676692.0,44012.0,385993.0,6489.0,58594.0,2104202.0,8233.0,717189.0,24452.0,731873.0,181782.0,494910.0,12134.0,31878.0,83779.0,302214.0,1532.0,4957.0,582.0,3477.0,915.0,3565.0,4356.0,6497.0,1528.0,3766.0,3437.0,6435.0
18,166.0,3945.0,4400.0,10900.0,8003.0,10021.0,1301829.0,276973.0,298478.0,919575.0,135052.0,525963.0,7524.0,45204.0,1256625.0,5570.0,271403.0,16494.0,281984.0,218069.0,701506.0,17242.0,117810.0,94653.0,431310.0,1698.0,5826.0,539.0,3406.0,888.0,3512.0,4400.0,6500.0,1822.0,6181.0,3521.0,6500.0
20,166.0,5392.0,5861.0,10876.0,8701.0,10196.0,1797240.0,755775.0,790574.0,924567.0,145249.0,547821.0,7591.0,65827.0,1731413.0,10156.0,745619.0,28746.0,761828.0,219261.0,705306.0,29683.0,115566.0,117237.0,430584.0,1886.0,5705.0,749.0,4643.0,1105.0,4756.0,4376.0,6500.0,2460.0,6241.0,3696.0,6500.0
22,166.0,5223.0,5671.0,10900.0,8424.0,10158.0,2728065.0,916709.0,954631.0,903204.0,136783.0,533177.0,7299.0,73654.0,2654411.0,11087.0,905622.0,31156.0,923475.0,216646.0,686558.0,22669.0,114114.0,107081.0,426096.0,1806.0,5493.0,731.0,4492.0,1059.0,4612.0,4400.0,6500.0,2200.0,6224.0,3658.0,6500.0
24,166.0,5498.0,6039.0,10880.0,8227.0,10027.0,2075294.0,840811.0,878803.0,916896.0,137193.0,532990.0,7972.0,74632.0,2000662.0,10572.0,830239.0,30302.0,848501.0,218548.0,698348.0,20109.0,117084.0,101614.0,431376.0,2137.0,5835.0,808.0,4690.0,1239.0,4800.0,4380.0,6500.0,1990.0,6237.0,3527.0,6500.0
26,166.0,5239.0,5696.0,10887.0,9149.0,10335.0,3104730.0,1082785.0,1127055.0,924527.0,375508.0,785409.0,7103.0,83903.0,3020827.0,13036.0,1069749.0,36972.0,1090083.0,219771.0,704756.0,38744.0,336764.0,132901.0,652508.0,1998.0,5105.0,856.0,4383.0,1243.0,4453.0,4387.0,6500.0,2721.0,6428.0,3836.0,6499.0
28,166.0,4543.0,4900.0,10853.0,8540.0,10184.0,2613822.0,791746.0,829466.0,915392.0,145152.0,548721.0,6450.0,72032.0,2541790.0,9868.0,781878.0,29719.0,799747.0,217920.0,697472.0,30378.0,114774.0,119523.0,429198.0,1500.0,4950.0,632.0,3911.0,908.0,3992.0,4356.0,6497.0,2417.0,6123.0,3749.0,6435.0
30,166.0,5451.0,5868.0,10900.0,5464.0,9957.0,3165586.0,1073359.0,1118925.0,662747.0,43916.0,385530.0,7362.0,85679.0,3079907.0,12191.0,1061168.0,36409.0,1082516.0,179885.0,482862.0,13886.0,30030.0,87738.0,297792.0,1863.0,5499.0,798.0,4653.0,1136.0,4732.0,4400.0,6500.0,1698.0,3766.0,3514.0,6443.0
32,166.0,5231.0,5676.0,10853.0,4975.0,9843.0,3055542.0,1014319.0,1058606.0,660610.0,39941.0,378462.0,7098.0,82622.0,2972920.0,12995.0,1001324.0,36924.0,1021682.0,179024.0,481586.0,11957.0,27984.0,83310.0,295152.0,1925.0,5173.0,864.0,4367.0,1240.0,4436.0,4356.0,6497.0,1472.0,3503.0,3408.0,6435.0
34,166.0,4842.0,5312.0,10887.0,8497.0,10164.0,2442747.0,742000.0,777238.0,925489.0,143424.0,544182.0,7100.0,67632.0,2375115.0,9243.0,732757.0,28080.0,749158.0,219469.0,706020.0,25086.0,118338.0,111024.0,433158.0,1813.0,5287.0,681.0,4161.0,1053.0,4259.0,4387.0,6500.0,2255.0,6242.0,3664.0,6500.0
36,166.0,4918.0,5409.0,10885.0,8276.0,10048.0,1943292.0,772164.0,807676.0,920112.0,137242.0,531444.0,7809.0,70470.0,1872822.0,10377.0,761787.0,29033.0,778643.0,218344.0,701768.0,20224.0,117018.0,100926.0,430518.0,1849.0,5960.0,723.0,4195.0,1083.0,4326.0,4385.0,6500.0,2032.0,6244.0,3548.0,6500.0
38,166.0,4856.0,5226.0,10900.0,4892.0,9966.0,3505962.0,1218535.0,1267841.0,663473.0,38919.0,375626.0,6554.0,94483.0,3411479.0,14048.0,1204487.0,40463.0,1227378.0,179335.0,484138.0,10110.0,28809.0,79621.0,296005.0,1769.0,4785.0,813.0,4043.0,1139.0,4087.0,4400.0,6500.0,1360.0,3532.0,3466.0,6500.0
40,166.0,4152.0,4554.0,10900.0,4786.0,9963.0,2150398.0,568758.0,597727.0,657661.0,38009.0,377952.0,6758.0,58944.0,2091454.0,7795.0,560963.0,22653.0,575074.0,178831.0,478830.0,11477.0,26532.0,83262.0,294690.0,1616.0,5142.0,605.0,3547.0,926.0,3628.0,4400.0,6500.0,1462.0,3324.0,3463.0,6500.0
42,166.0,4975.0,5456.0,10900.0,5224.0,9982.0,2081206.0,756870.0,793450.0,669446.0,43854.0,382909.0,7458.0,70270.0,2010936.0,9218.0,747652.0,28412.0,765038.0,180664.0,488782.0,11844.0,32010.0,83599.0,299310.0,1953.0,5505.0,725.0,4250.0,1120.0,4336.0,4400.0,6500.0,1506.0,3718.0,3483.0,6499.0
44,166.0,4521.0,4928.0,10900.0,8071.0,10082.0,2032834.0,687577.0,722838.0,920522.0,133025.0,523698.0,7255.0,67981.0,1964853.0,9353.0,678224.0,27466.0,695372.0,217914.0,702608.0,17327.0,115698.0,95688.0,428010.0,1617.0,5638.0,592.0,3929.0,911.0,4017.0,4400.0,6500.0,1901.0,6170.0,3582.0,6500.0
46,166.0,4187.0,4653.0,10853.0,5352.0,9943.0,1859829.0,422538.0,448289.0,668921.0,43541.0,386435.0,6908.0,51860.0,1807969.0,6962.0,415576.0,20228.0,428061.0,180373.0,488548.0,13379.0,30162.0,87917.0,298518.0,1738.0,5170.0,577.0,3610.0,922.0,3731.0,4356.0,6497.0,1658.0,3694.0,3508.0,6435.0
48,166.0,4861.0,5283.0,10900.0,8984.0,10310.0,2189271.0,616404.0,646918.0,908223.0,150667.0,555498.0,7048.0,60150.0,2129121.0,7843.0,608561.0,23594.0,623324.0,217111.0,691112.0,36949.0,113718.0,128940.0,426558.0,1749.0,5299.0,686.0,4175.0,1019.0,4264.0,4400.0,6500.0,2695.0,6289.0,3810.0,6500.0
50,166.0,5268.0,5807.0,10900.0,7953.0,9968.0,1809211.0,703872.0,737175.0,919276.0,135520.0,523211.0,7825.0,66120.0,1743091.0,9253.0,694619.0,27170.0,710005.0,217570.0,701706.0,17512.0,118008.0,94739.0,428472.0,2053.0,5772.0,702.0,4566.0,1134.0,4673.0,4400.0,6500.0,1838.0,6115.0,3470.0,6498.0
