"run","randomSeed","applicationcost","risktox","PestCount","erzeugerpreis","fungizid","septoria_count","behaviour","tox","cropCount","resistance"
1,1576258232,5.14,1,50,23.34,72.09,500,0,7.5,515,1
3,1576282961,5.14,1,50,23.34,72.09,500,0,7.5,515,1
5,1576293797,5.14,1,50,23.34,72.09,500,0,7.5,515,1
7,1576300798,5.14,1,50,23.34,72.09,500,0,7.5,515,1
9,1576308281,5.14,1,50,23.34,72.09,500,0,7.5,515,1
2,1576257852,5.14,1,50,23.34,72.09,500,0,7.5,515,1
4,1576281045,5.14,1,50,23.34,72.09,500,0,7.5,515,1
6,1576288921,5.14,1,50,23.34,72.09,500,0,7.5,515,1
8,1576295282,5.14,1,50,23.34,72.09,500,0,7.5,515,1
10,1576302321,5.14,1,50,23.34,72.09,500,0,7.5,515,1
