"run","tick","IntegralBHGR","IntegralBHGR1","IntegralBHGR2","IntegralBHGRErtrag","IntegralBHGRErtrag1","IntegralBHGRErtrag2","IntegralBHGRsicht","IntegralBHGRsicht1","IntegralBHGRsicht2","IntegralBHST","IntegralBHST1","IntegralBHST2","IntegralBHSTertrag","IntegralBHSTertrag1","IntegralBHSTertrag2","IntegralBHSTsicht","IntegralBHSTsicht1","IntegralBHSTsicht2","GRCount","GRertragCount","GRsichtCount","STCount","STertragCount","STsichtCount","Resistance","Behaviour","Jahr"
1,166.0,143.0,128.0,15.0,13.0,13.0,0.0,95.0,80.0,15.0,8781.0,3197.0,5584.0,3404.0,926.0,2478.0,7613.0,2153.0,5460.0,1572.0,480.0,987.0,110348.0,24712.0,83318.0,3.0,0.0,17.0
3,166.0,207.0,127.0,80.0,14.0,14.0,0.0,95.0,80.0,15.0,8839.0,3196.0,5643.0,3474.0,995.0,2479.0,7675.0,2230.0,5445.0,1698.0,563.0,1036.0,116264.0,26577.0,86928.0,3.0,0.0,17.0
5,166.0,122.0,107.0,15.0,20.0,20.0,0.0,105.0,90.0,15.0,8732.0,3151.0,5581.0,3511.0,982.0,2529.0,7648.0,2203.0,5445.0,1631.0,559.0,1071.0,119895.0,26675.0,89194.0,3.0,0.0,17.0
7,166.0,174.0,144.0,30.0,30.0,30.0,0.0,129.0,114.0,15.0,8998.0,3290.0,5708.0,3841.0,1053.0,2788.0,7855.0,2345.0,5510.0,1978.0,761.0,1297.0,127287.0,29443.0,96185.0,3.0,0.0,17.0
9,166.0,284.0,136.0,148.0,78.0,13.0,65.0,179.0,84.0,95.0,8944.0,3236.0,5708.0,3577.0,1034.0,2543.0,7791.0,2280.0,5511.0,2196.0,936.0,1399.0,123961.0,27671.0,92982.0,3.0,0.0,17.0
11,166.0,148.0,133.0,15.0,23.0,23.0,0.0,104.0,89.0,15.0,8921.0,3216.0,5705.0,3301.0,954.0,2347.0,7782.0,2286.0,5496.0,1741.0,455.0,981.0,117584.0,24632.0,88393.0,3.0,0.0,17.0
13,166.0,204.0,127.0,77.0,22.0,22.0,0.0,120.0,105.0,15.0,8733.0,3217.0,5516.0,3161.0,929.0,2232.0,7662.0,2282.0,5380.0,1965.0,592.0,1133.0,118742.0,24664.0,89820.0,3.0,0.0,17.0
15,166.0,157.0,146.0,11.0,2.0,2.0,0.0,106.0,106.0,0.0,8784.0,3144.0,5640.0,3254.0,907.0,2347.0,7644.0,2212.0,5432.0,1968.0,484.0,1115.0,116543.0,24470.0,87540.0,3.0,0.0,17.0
17,166.0,326.0,156.0,170.0,81.0,30.0,51.0,215.0,119.0,96.0,9058.0,3285.0,5773.0,3341.0,927.0,2414.0,7892.0,2317.0,5575.0,2748.0,929.0,1607.0,118141.0,25048.0,89487.0,3.0,0.0,17.0
19,166.0,58.0,47.0,11.0,0.0,0.0,0.0,33.0,33.0,0.0,9063.0,3225.0,5838.0,4549.0,1045.0,3504.0,7917.0,2226.0,5691.0,1103.0,369.0,639.0,135184.0,35812.0,102700.0,3.0,0.0,17.0
21,166.0,184.0,104.0,80.0,52.0,0.0,52.0,141.0,74.0,67.0,9270.0,3299.0,5971.0,4688.0,1090.0,3598.0,8093.0,2256.0,5837.0,1818.0,711.0,1176.0,142107.0,38383.0,107189.0,3.0,0.0,17.0
23,166.0,114.0,99.0,15.0,6.0,6.0,0.0,99.0,84.0,15.0,9110.0,3269.0,5841.0,4295.0,971.0,3324.0,8050.0,2294.0,5756.0,1668.0,526.0,1074.0,131598.0,34079.0,99638.0,3.0,0.0,17.0
25,166.0,105.0,90.0,15.0,20.0,20.0,0.0,75.0,60.0,15.0,9098.0,3260.0,5838.0,4573.0,1055.0,3518.0,7913.0,2272.0,5641.0,1323.0,604.0,967.0,140210.0,37129.0,105788.0,3.0,0.0,17.0
27,166.0,261.0,116.0,145.0,63.0,12.0,51.0,161.0,81.0,80.0,9101.0,3260.0,5841.0,4175.0,982.0,3193.0,8082.0,2325.0,5757.0,2545.0,977.0,1620.0,144806.0,37152.0,110659.0,3.0,0.0,17.0
29,166.0,215.0,124.0,91.0,76.0,26.0,50.0,166.0,101.0,65.0,9187.0,3281.0,5906.0,4477.0,1040.0,3437.0,8022.0,2253.0,5769.0,2145.0,824.0,1323.0,140049.0,37183.0,106512.0,3.0,0.0,17.0
31,166.0,159.0,144.0,15.0,16.0,16.0,0.0,123.0,108.0,15.0,8698.0,3179.0,5519.0,3534.0,991.0,2543.0,7682.0,2237.0,5445.0,1852.0,567.0,1182.0,118069.0,26536.0,89805.0,3.0,0.0,17.0
33,166.0,279.0,132.0,147.0,71.0,6.0,65.0,158.0,78.0,80.0,8752.0,3174.0,5578.0,3414.0,936.0,2478.0,7701.0,2270.0,5431.0,2132.0,781.0,1253.0,117038.0,26454.0,88624.0,3.0,0.0,17.0
35,166.0,210.0,127.0,83.0,9.0,9.0,0.0,91.0,76.0,15.0,9297.0,3326.0,5971.0,4538.0,1006.0,3532.0,8122.0,2285.0,5837.0,2096.0,576.0,1108.0,141361.0,36838.0,107491.0,3.0,0.0,17.0
37,166.0,151.0,136.0,15.0,16.0,16.0,0.0,101.0,86.0,15.0,9136.0,3233.0,5903.0,4475.0,1074.0,3401.0,7984.0,2228.0,5756.0,1637.0,458.0,986.0,140016.0,37261.0,106327.0,3.0,0.0,17.0
39,166.0,215.0,136.0,79.0,5.0,5.0,0.0,101.0,86.0,15.0,8951.0,3175.0,5776.0,4152.0,931.0,3221.0,7778.0,2137.0,5641.0,1970.0,547.0,1139.0,135116.0,33476.0,102789.0,3.0,0.0,17.0
41,166.0,105.0,40.0,65.0,0.0,0.0,0.0,34.0,33.0,1.0,9172.0,3331.0,5841.0,3583.0,975.0,2608.0,7997.0,2292.0,5705.0,1181.0,471.0,720.0,123847.0,27015.0,92973.0,3.0,0.0,17.0
43,166.0,102.0,87.0,15.0,0.0,0.0,0.0,67.0,52.0,15.0,9143.0,3237.0,5906.0,4586.0,989.0,3597.0,7959.0,2188.0,5771.0,1038.0,340.0,679.0,142891.0,37134.0,108230.0,3.0,0.0,17.0
45,166.0,189.0,110.0,79.0,57.0,7.0,50.0,133.0,68.0,65.0,9001.0,3287.0,5714.0,3614.0,994.0,2620.0,7947.0,2308.0,5639.0,1797.0,682.0,1090.0,126979.0,26968.0,96389.0,3.0,0.0,17.0
47,166.0,106.0,91.0,15.0,4.0,4.0,0.0,78.0,63.0,15.0,9167.0,3261.0,5906.0,4535.0,1070.0,3465.0,8048.0,2278.0,5770.0,1396.0,472.0,862.0,146185.0,37713.0,111733.0,3.0,0.0,17.0
49,166.0,169.0,89.0,80.0,52.0,2.0,50.0,105.0,39.0,66.0,8978.0,3267.0,5711.0,3531.0,988.0,2543.0,7902.0,2327.0,5575.0,1444.0,625.0,972.0,118263.0,27741.0,89159.0,3.0,0.0,17.0
2,166.0,26.0,23.0,3.0,0.0,0.0,0.0,7.0,7.0,0.0,9336.0,3303.0,6033.0,4449.0,996.0,3453.0,8137.0,2251.0,5886.0,659.0,178.0,355.0,139638.0,35617.0,106295.0,3.0,0.0,17.0
