"run","tick","GRCount","STCount"
1,1.0,700,2500
1,2.0,700,2500
1,3.0,700,2500
1,4.0,700,2500
1,5.0,700,2500
1,6.0,700,2500
1,7.0,700,2500
1,8.0,700,2500
1,9.0,700,2500
1,10.0,700,2500
1,11.0,700,2500
1,12.0,700,2500
1,13.0,700,2500
1,14.0,700,2500
1,15.0,700,2500
1,16.0,700,2500
1,17.0,700,2500
1,18.0,700,2500
1,19.0,700,2500
1,20.0,700,2500
1,21.0,700,2500
1,22.0,700,2500
1,23.0,700,2500
1,24.0,700,2500
1,25.0,700,2500
1,26.0,700,2500
1,27.0,700,2500
1,28.0,700,2500
1,29.0,700,2500
1,30.0,700,2500
1,31.0,700,2500
1,32.0,700,2500
1,33.0,700,2500
1,34.0,700,2500
1,35.0,700,2500
1,36.0,700,2500
1,37.0,700,2500
1,38.0,700,2500
1,39.0,700,2500
1,40.0,700,2500
1,41.0,1621,2500
1,42.0,2555,2500
1,43.0,2555,2500
1,44.0,2555,2500
1,45.0,2555,2500
1,46.0,2555,2500
1,47.0,2555,2500
1,48.0,2555,2500
1,49.0,2555,2500
1,50.0,3499,2500
1,51.0,3499,2500
1,52.0,4445,2500
1,53.0,5376,12790
1,54.0,5210,12790
1,55.0,5210,12790
1,56.0,5036,12790
1,57.0,5036,12790
1,58.0,4868,12790
1,59.0,7612,12790
1,60.0,7420,12790
1,61.0,7420,12790
1,62.0,9920,12790
1,63.0,12365,12790
1,64.0,12365,12790
1,65.0,12365,12790
1,66.0,12365,12790
1,67.0,12365,12790
1,68.0,12365,12790
1,69.0,12365,12790
1,70.0,12365,12790
1,71.0,12365,12790
1,72.0,12365,12790
1,73.0,12365,12790
1,74.0,12365,12790
1,75.0,12365,12790
1,76.0,12365,12790
1,77.0,12365,12790
1,78.0,12365,12790
1,79.0,12365,12790
1,80.0,12365,12790
1,81.0,12365,12790
1,82.0,28884,12790
1,83.0,28884,12790
1,84.0,27729,12790
1,85.0,27390,12790
1,86.0,27027,12790
1,87.0,26859,12790
1,88.0,26531,12790
1,89.0,26327,12790
1,90.0,26327,12790
1,91.0,26327,12790
1,92.0,26327,12790
1,93.0,26327,12790
1,94.0,39074,12790
1,95.0,36442,12790
1,96.0,36190,12790
1,97.0,35822,12790
1,98.0,35624,12790
1,99.0,35374,12790
1,100.0,35245,12790
1,101.0,29164,12790
1,102.0,28819,12790
1,103.0,28473,12790
1,104.0,28141,12790
1,105.0,27494,12790
1,106.0,26852,12790
1,107.0,26259,12790
1,108.0,25590,12790
1,109.0,25293,12790
1,110.0,25293,12790
1,111.0,25293,12790
1,112.0,25293,12790
1,113.0,25293,12790
1,114.0,25293,12790
1,115.0,25293,12790
1,116.0,25293,12790
1,117.0,17990,12790
1,118.0,17990,12790
1,119.0,17990,12790
1,120.0,17990,12790
1,121.0,17990,12790
1,122.0,17990,12790
1,123.0,17990,12790
1,124.0,17990,12790
1,125.0,17990,12790
1,126.0,17990,12790
1,127.0,17990,12790
1,128.0,17990,12790
1,129.0,17990,12790
1,130.0,17990,12790
1,131.0,17990,12790
1,132.0,17990,12790
1,133.0,17990,12790
1,134.0,17990,12790
1,135.0,17990,12790
1,136.0,17990,12790
1,137.0,17990,12790
1,138.0,17990,12790
1,139.0,17990,12790
1,140.0,17990,12790
1,141.0,17990,12790
1,142.0,17990,12790
1,143.0,17990,12790
1,144.0,17990,12790
1,145.0,17990,12790
1,146.0,17990,12790
1,147.0,17990,12790
1,148.0,17990,12790
1,149.0,17990,12790
1,150.0,17990,12790
1,151.0,17990,12790
1,152.0,17990,12790
1,153.0,17990,12790
1,154.0,17990,12790
1,155.0,17990,12790
1,156.0,17990,12790
1,157.0,17990,12790
1,158.0,17990,12790
1,159.0,17990,12790
1,160.0,17990,12790
1,161.0,17990,12790
1,162.0,17990,12790
1,163.0,17990,12790
1,164.0,17990,12790
1,165.0,17990,12790
1,166.0,17990,12790
2,1.0,700,2500
2,2.0,700,2500
2,3.0,700,2500
2,4.0,700,2500
2,5.0,700,2500
2,6.0,700,2500
2,7.0,700,2500
2,8.0,700,2500
2,9.0,700,2500
2,10.0,700,2500
2,11.0,700,2500
2,12.0,700,2500
2,13.0,700,2500
2,14.0,700,2500
2,15.0,700,2500
2,16.0,700,2500
2,17.0,700,2500
2,18.0,700,2500
2,19.0,700,2500
2,20.0,700,2500
2,21.0,700,2500
2,22.0,700,2500
2,23.0,700,2500
2,24.0,700,2500
2,25.0,700,2500
2,26.0,700,2500
2,27.0,700,2500
2,28.0,700,2500
2,29.0,700,2500
2,30.0,700,2500
2,31.0,700,2500
2,32.0,700,2500
2,33.0,700,2500
2,34.0,700,2500
2,35.0,700,2500
2,36.0,700,2500
2,37.0,700,2500
2,38.0,700,2500
2,39.0,700,2500
2,40.0,700,2500
2,41.0,1626,2500
2,42.0,2559,2500
2,43.0,2559,2500
2,44.0,2559,2500
2,45.0,2559,2500
