"run","tick","IntegralBHGR","IntegralBHGR1","IntegralBHGR2","IntegralBHGRErtrag","IntegralBHGRErtrag1","IntegralBHGRErtrag2","IntegralBHGRsicht","IntegralBHGRsicht1","IntegralBHGRsicht2","IntegralBHST","IntegralBHST1","IntegralBHST2","IntegralBHSTertrag","IntegralBHSTertrag1","IntegralBHSTertrag2","IntegralBHSTsicht","IntegralBHSTsicht1","IntegralBHSTsicht2","GRCount","GRertragCount","GRsichtCount","STCount","STertragCount","STsichtCount","Resistance","Behaviour","Jahr","GRsichtCount2","GRCount1","GRCount2","GRertragCount1","GRertragCount2","GRsichtCount1"
1,166.0,997.0,273.0,724.0,377.0,29.0,348.0,519.0,140.0,379.0,10763.0,4328.0,6435.0,3873.0,1143.0,2730.0,10286.0,3851.0,6435.0,49870.0,14504.0,18626.0,1409170.0,104815.0,1092398.0,2.0,0.0,17.0,14269.0,9660.0,40210.0,1240.0,13264.0,4357.0
2,166.0,830.0,185.0,645.0,372.0,26.0,346.0,449.0,93.0,356.0,10754.0,4319.0,6435.0,3895.0,1165.0,2730.0,10298.0,3863.0,6435.0,39782.0,12086.0,15011.0,1418848.0,109745.0,1102815.0,2.0,0.0,17.0,11608.0,7315.0,32467.0,1163.0,10923.0,3403.0
3,166.0,804.0,209.0,595.0,305.0,22.0,283.0,417.0,112.0,305.0,10778.0,4343.0,6435.0,4037.0,1177.0,2860.0,10305.0,3870.0,6435.0,38499.0,11856.0,15321.0,1411926.0,111890.0,1095080.0,2.0,0.0,17.0,11546.0,8127.0,30372.0,1040.0,10816.0,3775.0
4,166.0,1039.0,253.0,786.0,496.0,39.0,457.0,621.0,139.0,482.0,10776.0,4341.0,6435.0,3933.0,1138.0,2795.0,10294.0,3859.0,6435.0,59813.0,17806.0,22811.0,1413868.0,110443.0,1091894.0,2.0,0.0,17.0,17581.0,11660.0,48153.0,1502.0,16304.0,5230.0
5,166.0,1219.0,303.0,916.0,510.0,47.0,463.0,640.0,154.0,486.0,10776.0,4341.0,6435.0,3969.0,1174.0,2795.0,10306.0,3871.0,6435.0,55696.0,17009.0,21483.0,1414991.0,108307.0,1096222.0,2.0,0.0,17.0,16489.0,11047.0,44649.0,1579.0,15430.0,4994.0
6,166.0,842.0,183.0,659.0,302.0,19.0,283.0,386.0,84.0,302.0,10763.0,4328.0,6435.0,3986.0,1191.0,2795.0,10313.0,3878.0,6435.0,31752.0,9383.0,11921.0,1423993.0,110921.0,1098219.0,2.0,0.0,17.0,9031.0,6194.0,25558.0,913.0,8470.0,2890.0
7,166.0,1046.0,257.0,789.0,480.0,31.0,449.0,608.0,134.0,474.0,10763.0,4328.0,6435.0,3896.0,1166.0,2730.0,10267.0,3832.0,6435.0,47485.0,14843.0,18847.0,1422657.0,109420.0,1100801.0,2.0,0.0,17.0,14454.0,9527.0,37958.0,1261.0,13582.0,4393.0
8,166.0,965.0,241.0,724.0,431.0,32.0,399.0,555.0,131.0,424.0,10778.0,4343.0,6435.0,3743.0,1143.0,2600.0,10308.0,3873.0,6435.0,56986.0,17058.0,21897.0,1387904.0,104158.0,1081081.0,2.0,0.0,17.0,16631.0,11344.0,45642.0,1511.0,15547.0,5266.0
9,166.0,1136.0,282.0,854.0,495.0,32.0,463.0,635.0,149.0,486.0,10754.0,4319.0,6435.0,3860.0,1130.0,2730.0,10284.0,3849.0,6435.0,52090.0,16288.0,20626.0,1403012.0,106144.0,1087392.0,2.0,0.0,17.0,16052.0,10109.0,41981.0,1204.0,15084.0,4574.0
10,166.0,778.0,197.0,581.0,299.0,16.0,283.0,403.0,97.0,306.0,10763.0,4328.0,6435.0,4045.0,1185.0,2860.0,10292.0,3857.0,6435.0,37842.0,11217.0,14460.0,1445620.0,114372.0,1110417.0,2.0,0.0,17.0,10948.0,7891.0,29951.0,927.0,10290.0,3512.0
