"run","randomSeed","applicationcost","risktox","PestCount","erzeugerpreis","fungizid","septoria_count","behaviour","tox","cropCount","resistance"
1,1495956753,5.14,1,50,23.34,72.09,10,0,7.5,515,1
3,1495972020,5.14,1,50,23.34,72.09,100,0,7.5,515,1
5,1495981003,5.14,1,50,23.34,72.09,10,0,7.5,515,1
7,1495984722,5.14,1,50,23.34,72.09,100,0,7.5,515,1
9,1495994804,5.14,1,50,23.34,72.09,10,0,7.5,515,1
11,1496002924,5.14,1,50,23.34,72.09,100,0,7.5,515,1
13,1496008504,5.14,1,50,23.34,72.09,10,0,7.5,515,1
15,1496014997,5.14,1,50,23.34,72.09,100,0,7.5,515,1
17,1496019894,5.14,1,50,23.34,72.09,10,0,7.5,515,1
19,1496024300,5.14,1,50,23.34,72.09,100,0,7.5,515,1
21,1496030574,5.14,1,50,23.34,72.09,10,0,7.5,515,1
23,1496035259,5.14,1,50,23.34,72.09,100,0,7.5,515,1
25,1496041742,5.14,1,50,23.34,72.09,10,0,7.5,515,1
27,1496045268,5.14,1,50,23.34,72.09,100,0,7.5,515,1
29,1496052666,5.14,1,50,23.34,72.09,10,0,7.5,515,1
31,1496059843,5.14,1,50,23.34,72.09,100,0,7.5,515,1
33,1496064740,5.14,1,50,23.34,72.09,10,0,7.5,515,1
35,1496068298,5.14,1,50,23.34,72.09,100,0,7.5,515,1
37,1496072194,5.14,1,50,23.34,72.09,10,0,7.5,515,1
39,1496074548,5.14,1,50,23.34,72.09,100,0,7.5,515,1
2,1495956662,5.14,1,50,23.34,72.09,50,0,7.5,515,1
4,1495973384,5.14,1,50,23.34,72.09,200,0,7.5,515,1
6,1495980672,5.14,1,50,23.34,72.09,50,0,7.5,515,1
8,1495984982,5.14,1,50,23.34,72.09,200,0,7.5,515,1
10,1495990845,5.14,1,50,23.34,72.09,50,0,7.5,515,1
12,1495993907,5.14,1,50,23.34,72.09,200,0,7.5,515,1
14,1495999538,5.14,1,50,23.34,72.09,50,0,7.5,515,1
16,1496005915,5.14,1,50,23.34,72.09,200,0,7.5,515,1
18,1496013485,5.14,1,50,23.34,72.09,50,0,7.5,515,1
20,1496018886,5.14,1,50,23.34,72.09,200,0,7.5,515,1
22,1496024496,5.14,1,50,23.34,72.09,50,0,7.5,515,1
24,1496033971,5.14,1,50,23.34,72.09,200,0,7.5,515,1
26,1496038891,5.14,1,50,23.34,72.09,50,0,7.5,515,1
28,1496043164,5.14,1,50,23.34,72.09,200,0,7.5,515,1
30,1496047804,5.14,1,50,23.34,72.09,50,0,7.5,515,1
32,1496057404,5.14,1,50,23.34,72.09,200,0,7.5,515,1
34,1496063263,5.14,1,50,23.34,72.09,50,0,7.5,515,1
36,1496067169,5.14,1,50,23.34,72.09,200,0,7.5,515,1
38,1496070738,5.14,1,50,23.34,72.09,50,0,7.5,515,1
40,1496073159,5.14,1,50,23.34,72.09,200,0,7.5,515,1
