"run","tick","IntegralBHGR","IntegralBHGR1","IntegralBHGR2","IntegralBHGRErtrag","IntegralBHGRErtrag1","IntegralBHGRErtrag2","IntegralBHGRsicht","IntegralBHGRsicht1","IntegralBHGRsicht2","IntegralBHST","IntegralBHST1","IntegralBHST2","IntegralBHSTertrag","IntegralBHSTertrag1","IntegralBHSTertrag2","IntegralBHSTsicht","IntegralBHSTsicht1","IntegralBHSTsicht2","GRCount","GRertragCount","GRsichtCount","STCount","STertragCount","STsichtCount","Resistance","Behaviour","Jahr","GRsichtCount2","GRCount1","GRCount2","GRertragCount1","GRertragCount2","GRsichtCount1"
1,166.0,10649.0,4214.0,6435.0,8221.0,2126.0,6095.0,10020.0,3743.0,6277.0,10900.0,4400.0,6500.0,5841.0,841.0,5000.0,10401.0,3901.0,6500.0,4332807.0,1226486.0,1458118.0,1.4779121E7,4591623.0,8299632.0,1.0,0.0,16.0,1205611.0,544102.0,3788705.0,71833.0,1154653.0,252507.0
2,166.0,10871.0,3396.0,7475.0,7903.0,1031.0,6872.0,10094.0,2908.0,7186.0,11100.0,3600.0,7500.0,5001.0,1.0,5000.0,10545.0,3045.0,7500.0,3534970.0,997787.0,1190633.0,1.482405E7,4571439.0,8330495.0,1.0,0.0,16.0,1028088.0,327986.0,3206984.0,32628.0,965159.0,162545.0
3,166.0,2975.0,783.0,2192.0,1116.0,159.0,957.0,1510.0,508.0,1002.0,10771.0,4271.0,6500.0,5323.0,423.0,4900.0,10011.0,3606.0,6405.0,113736.0,30355.0,41077.0,2320646.0,488365.0,1411557.0,2.0,0.0,16.0,27692.0,23133.0,90603.0,3948.0,26407.0,13385.0
4,166.0,3105.0,653.0,2452.0,1034.0,81.0,953.0,1461.0,407.0,1054.0,10965.0,3492.0,7473.0,4900.0,0.0,4900.0,10188.0,2763.0,7425.0,110792.0,28146.0,39355.0,2319312.0,468866.0,1401820.0,2.0,0.0,16.0,28632.0,18959.0,91833.0,2037.0,26109.0,10723.0
5,166.0,822.0,323.0,499.0,237.0,69.0,168.0,405.0,222.0,183.0,10295.0,3925.0,6370.0,3953.0,253.0,3700.0,9468.0,3283.0,6185.0,21254.0,6518.0,10274.0,873817.0,150473.0,655426.0,3.0,0.0,16.0,4991.0,8054.0,13200.0,1815.0,4703.0,5283.0
6,166.0,716.0,242.0,474.0,177.0,16.0,161.0,357.0,154.0,203.0,10584.0,3240.0,7344.0,3650.0,0.0,3650.0,9643.0,2493.0,7150.0,19023.0,4627.0,8667.0,888804.0,145063.0,661039.0,3.0,0.0,16.0,4928.0,6228.0,12795.0,570.0,4057.0,3739.0
7,166.0,10631.0,4196.0,6435.0,8249.0,2144.0,6105.0,9994.0,3706.0,6288.0,10900.0,4400.0,6500.0,5850.0,850.0,5000.0,10388.0,3888.0,6500.0,4362894.0,1241882.0,1472212.0,1.4806522E7,4603408.0,8329051.0,1.0,0.0,16.0,1217430.0,545862.0,3817032.0,74124.0,1167758.0,254782.0
8,166.0,10780.0,3371.0,7409.0,7821.0,1038.0,6783.0,9973.0,2860.0,7113.0,11100.0,3600.0,7500.0,5001.0,1.0,5000.0,10546.0,3046.0,7500.0,3601249.0,1018289.0,1213662.0,1.4848964E7,4572030.0,8333412.0,1.0,0.0,16.0,1049320.0,331716.0,3269533.0,33761.0,984528.0,164342.0
9,166.0,3846.0,924.0,2922.0,1423.0,197.0,1226.0,1870.0,575.0,1295.0,10757.0,4270.0,6487.0,5313.0,413.0,4900.0,10011.0,3606.0,6405.0,148190.0,38416.0,51000.0,2286482.0,481379.0,1391132.0,2.0,0.0,16.0,35466.0,27449.0,120741.0,4926.0,33490.0,15534.0
10,166.0,2921.0,642.0,2279.0,1006.0,79.0,927.0,1443.0,413.0,1030.0,10965.0,3492.0,7473.0,4950.0,0.0,4950.0,10167.0,2742.0,7425.0,109519.0,27547.0,38873.0,2349109.0,484758.0,1421984.0,2.0,0.0,16.0,28214.0,18535.0,90984.0,2123.0,25424.0,10659.0
11,166.0,820.0,319.0,501.0,214.0,51.0,163.0,409.0,225.0,184.0,10338.0,3968.0,6370.0,3905.0,255.0,3650.0,9500.0,3300.0,6200.0,22523.0,6132.0,10538.0,874837.0,151341.0,655909.0,3.0,0.0,16.0,5046.0,8315.0,14208.0,1473.0,4659.0,5492.0
12,166.0,583.0,234.0,349.0,121.0,12.0,109.0,284.0,143.0,141.0,10518.0,3240.0,7278.0,3600.0,0.0,3600.0,9651.0,2501.0,7150.0,15294.0,4298.0,7975.0,867678.0,139557.0,645456.0,3.0,0.0,16.0,4387.0,5763.0,9531.0,530.0,3768.0,3588.0
13,166.0,10709.0,4221.0,6488.0,8271.0,2161.0,6110.0,10043.0,3752.0,6291.0,10857.0,4357.0,6500.0,5858.0,858.0,5000.0,10339.0,3854.0,6485.0,4440007.0,1264241.0,1498951.0,1.4781761E7,4603870.0,8322346.0,1.0,0.0,16.0,1241090.0,554871.0,3885136.0,73799.0,1190442.0,257861.0
