"run","PestCount","noAzole","cropCount","resistance","randomSeed","applicationcost","risktox","noCarboxamide","erzeugerpreis","fungizid","septoria_count","location","behaviour","tox"
1,80,2,2080,3,261536181,5.14,1,1,23.34,72.09,3000,1,0,7.5
3,80,2,2080,3,261546624,5.14,1,1,23.34,72.09,3000,1,0,7.5
5,80,2,2080,3,261552376,5.14,1,1,23.34,72.09,3000,1,0,7.5
7,80,2,2080,3,261556911,5.14,1,1,23.34,72.09,3000,1,0,7.5
9,80,2,2080,3,261560693,5.14,1,1,23.34,72.09,3000,1,0,7.5
2,80,2,2080,3,261536181,5.14,1,1,23.34,72.09,3000,1,0,7.5
4,80,2,2080,3,261546522,5.14,1,1,23.34,72.09,3000,1,0,7.5
6,80,2,2080,3,261552677,5.14,1,1,23.34,72.09,3000,1,0,7.5
8,80,2,2080,3,261557306,5.14,1,1,23.34,72.09,3000,1,0,7.5
10,80,2,2080,3,261560774,5.14,1,1,23.34,72.09,3000,1,0,7.5
