"run","PestCount","noAzole","cropCount","resistance","randomSeed","applicationcost","risktox","noCarboxamide","erzeugerpreis","fungizid","septoria_count","location","behaviour","tox"
1,2,2,2080,1,263976906,5.14,1,1,23.34,72.09,2500,2,2,7.5
3,2,2,2080,1,263988791,5.14,1,1,23.34,72.09,2500,2,2,7.5
5,2,2,2080,1,263994745,5.14,1,1,23.34,72.09,2500,2,2,7.5
7,2,2,2080,1,264000146,5.14,1,1,23.34,72.09,2500,2,2,7.5
9,2,2,2080,1,264004738,5.14,1,1,23.34,72.09,2500,2,2,7.5
2,2,2,2080,1,263976847,5.14,1,1,23.34,72.09,2500,2,2,7.5
4,2,2,2080,1,263989028,5.14,1,1,23.34,72.09,2500,2,2,7.5
6,2,2,2080,1,263994150,5.14,1,1,23.34,72.09,2500,2,2,7.5
8,2,2,2080,1,263999809,5.14,1,1,23.34,72.09,2500,2,2,7.5
10,2,2,2080,1,264004153,5.14,1,1,23.34,72.09,2500,2,2,7.5
