"run","tick","SchadenprozGRsicht","SchaedenprozGR","SchaedenprozGRE","SchaedenprozST","SchaedenprozSTE","SchaedenprzSTsicht","Resistance","Behaviour","AnzahlFungizidanw","Location"
1,1.0,0.0,75.67307692307692,0.0,16.923076923076923,16.923076923076923,16.923076923076923,1.0,3.0,0.0,1.0
1,2.0,0.0,75.67307692307692,0.0,16.923076923076923,16.923076923076923,16.923076923076923,1.0,3.0,0.0,1.0
1,3.0,0.0,75.67307692307692,0.0,16.923076923076923,16.923076923076923,16.923076923076923,1.0,3.0,0.0,1.0
1,4.0,0.0,75.67307692307692,0.0,16.923076923076923,16.923076923076923,16.923076923076923,1.0,3.0,0.0,1.0
1,5.0,0.0,75.67307692307692,0.0,16.923076923076923,16.923076923076923,16.923076923076923,1.0,3.0,0.0,1.0
1,6.0,0.0,75.67307692307692,0.0,16.923076923076923,16.923076923076923,16.923076923076923,1.0,3.0,0.0,1.0
1,7.0,0.0,75.67307692307692,0.0,16.923076923076923,16.923076923076923,16.923076923076923,1.0,3.0,0.0,1.0
1,8.0,0.0,75.67307692307692,0.0,16.923076923076923,16.923076923076923,16.923076923076923,1.0,3.0,0.0,1.0
1,9.0,0.0,75.67307692307692,0.0,16.923076923076923,16.923076923076923,16.923076923076923,1.0,3.0,0.0,1.0
1,10.0,0.0,75.67307692307692,0.0,16.923076923076923,16.923076923076923,16.923076923076923,1.0,3.0,0.0,1.0
1,11.0,0.0,75.67307692307692,0.0,16.923076923076923,16.923076923076923,16.923076923076923,1.0,3.0,0.0,1.0
1,12.0,0.0,75.67307692307692,0.0,16.923076923076923,16.923076923076923,16.923076923076923,1.0,3.0,0.0,1.0
1,13.0,0.0,75.67307692307692,0.0,16.923076923076923,16.923076923076923,16.923076923076923,1.0,3.0,0.0,1.0
1,14.0,0.0,75.67307692307692,0.0,16.923076923076923,16.923076923076923,16.923076923076923,1.0,3.0,0.0,1.0
1,15.0,0.0,75.67307692307692,0.0,16.923076923076923,16.923076923076923,16.923076923076923,1.0,3.0,0.0,1.0
1,16.0,0.0,75.67307692307692,0.0,16.923076923076923,16.923076923076923,16.923076923076923,1.0,3.0,0.0,1.0
1,17.0,0.0,75.67307692307692,0.0,16.923076923076923,16.923076923076923,16.923076923076923,1.0,3.0,0.0,1.0
1,18.0,0.0,75.67307692307692,0.0,16.923076923076923,16.923076923076923,16.923076923076923,1.0,3.0,0.0,1.0
1,19.0,0.0,75.67307692307692,0.0,16.923076923076923,16.923076923076923,16.923076923076923,1.0,3.0,0.0,1.0
1,20.0,0.0,75.67307692307692,0.0,16.923076923076923,16.923076923076923,16.923076923076923,1.0,3.0,0.0,1.0
1,21.0,0.0,75.67307692307692,0.0,16.923076923076923,16.923076923076923,16.923076923076923,1.0,3.0,0.0,1.0
1,22.0,0.0,75.67307692307692,0.0,16.923076923076923,16.923076923076923,16.923076923076923,1.0,3.0,0.0,1.0
1,23.0,0.0,75.67307692307692,0.0,16.923076923076923,16.923076923076923,16.923076923076923,1.0,3.0,0.0,1.0
1,24.0,0.0,75.67307692307692,0.0,16.923076923076923,16.923076923076923,16.923076923076923,1.0,3.0,0.0,1.0
1,25.0,28.46153846153846,75.67307692307692,28.46153846153846,16.923076923076923,16.923076923076923,16.923076923076923,1.0,3.0,0.0,1.0
1,26.0,28.46153846153846,75.67307692307692,28.46153846153846,16.923076923076923,16.923076923076923,16.923076923076923,1.0,3.0,0.0,1.0
1,27.0,49.71153846153846,75.67307692307692,49.71153846153846,16.923076923076923,16.923076923076923,16.923076923076923,1.0,3.0,0.0,1.0
1,28.0,49.71153846153846,75.67307692307692,49.71153846153846,16.923076923076923,16.923076923076923,16.923076923076923,1.0,3.0,0.0,1.0
1,29.0,65.24038461538461,75.67307692307692,65.24038461538461,16.923076923076923,16.923076923076923,16.923076923076923,1.0,3.0,0.0,1.0
1,30.0,65.24038461538461,75.67307692307692,65.24038461538461,16.923076923076923,16.923076923076923,16.923076923076923,1.0,3.0,0.0,1.0
1,31.0,75.67307692307692,75.67307692307692,75.67307692307692,16.923076923076923,16.923076923076923,16.923076923076923,1.0,3.0,0.0,1.0
1,32.0,75.67307692307692,75.67307692307692,75.67307692307692,16.923076923076923,16.923076923076923,16.923076923076923,1.0,3.0,0.0,1.0
1,33.0,75.67307692307692,96.10576923076923,75.67307692307692,16.923076923076923,16.923076923076923,16.923076923076923,1.0,3.0,0.0,1.0
1,34.0,75.67307692307692,96.10576923076923,75.67307692307692,16.923076923076923,16.923076923076923,16.923076923076923,1.0,3.0,0.0,1.0
1,35.0,75.67307692307692,96.10576923076923,75.67307692307692,16.923076923076923,16.923076923076923,16.923076923076923,1.0,3.0,0.0,1.0
1,36.0,75.67307692307692,98.99038461538461,75.67307692307692,16.923076923076923,16.923076923076923,16.923076923076923,1.0,3.0,0.0,1.0
1,37.0,75.67307692307692,99.61538461538461,75.67307692307692,16.923076923076923,16.923076923076923,16.923076923076923,1.0,3.0,0.0,1.0
1,38.0,75.67307692307692,99.61538461538461,75.67307692307692,16.923076923076923,16.923076923076923,16.923076923076923,1.0,3.0,0.0,1.0
1,39.0,75.67307692307692,99.90384615384616,75.67307692307692,16.923076923076923,16.923076923076923,16.923076923076923,1.0,3.0,0.0,1.0
1,40.0,75.67307692307692,99.90384615384616,75.67307692307692,16.923076923076923,16.923076923076923,16.923076923076923,1.0,3.0,0.0,1.0
1,41.0,75.67307692307692,99.90384615384616,75.67307692307692,16.923076923076923,16.923076923076923,16.923076923076923,1.0,3.0,0.0,1.0
1,42.0,75.67307692307692,99.90384615384616,75.67307692307692,16.923076923076923,16.923076923076923,16.923076923076923,1.0,3.0,0.0,1.0
1,43.0,75.67307692307692,99.90384615384616,75.67307692307692,16.923076923076923,16.923076923076923,16.923076923076923,1.0,3.0,0.0,1.0
1,44.0,75.67307692307692,99.90384615384616,75.67307692307692,16.923076923076923,16.923076923076923,16.923076923076923,1.0,3.0,0.0,1.0
1,45.0,75.67307692307692,99.90384615384616,75.67307692307692,16.923076923076923,16.923076923076923,16.923076923076923,1.0,3.0,0.0,1.0
1,46.0,75.67307692307692,99.90384615384616,75.67307692307692,16.923076923076923,16.923076923076923,16.923076923076923,1.0,3.0,0.0,1.0
1,47.0,75.67307692307692,99.90384615384616,75.67307692307692,16.923076923076923,16.923076923076923,16.923076923076923,1.0,3.0,0.0,1.0
1,48.0,75.67307692307692,99.90384615384616,75.67307692307692,16.923076923076923,16.923076923076923,16.923076923076923,1.0,3.0,0.0,1.0
1,49.0,75.67307692307692,99.90384615384616,75.67307692307692,16.923076923076923,16.923076923076923,16.923076923076923,1.0,3.0,0.0,1.0
1,50.0,75.67307692307692,99.90384615384616,75.67307692307692,16.923076923076923,16.923076923076923,16.923076923076923,1.0,3.0,0.0,1.0
1,51.0,84.375,99.90384615384616,84.375,16.923076923076923,16.923076923076923,16.923076923076923,1.0,3.0,0.0,1.0
1,52.0,84.375,99.90384615384616,84.375,16.923076923076923,16.923076923076923,16.923076923076923,1.0,3.0,0.0,1.0
1,53.0,89.375,99.90384615384616,89.375,16.923076923076923,16.923076923076923,16.923076923076923,1.0,3.0,0.0,1.0
1,54.0,93.17307692307692,100.0,93.17307692307692,74.32692307692308,16.923076923076923,16.923076923076923,1.0,3.0,0.0,1.0
1,55.0,95.72115384615385,100.0,95.72115384615385,80.38461538461539,16.923076923076923,16.923076923076923,1.0,3.0,0.0,1.0
1,56.0,97.16346153846153,100.0,97.16346153846153,80.38461538461539,16.923076923076923,16.923076923076923,1.0,3.0,0.0,1.0
1,57.0,98.41346153846153,100.0,95.14423076923076,80.38461538461539,6.538461538461539,16.923076923076923,1.0,3.0,0.0,1.0
1,58.0,99.13461538461539,100.0,96.53846153846153,80.38461538461539,6.538461538461539,16.923076923076923,1.0,3.0,0.0,1.0
1,59.0,99.13461538461539,100.0,97.78846153846153,80.38461538461539,6.538461538461539,16.923076923076923,1.0,3.0,0.0,1.0
