"run","tick","IntegralBHGR","IntegralBHGR1","IntegralBHGR2","IntegralBHGRErtrag","IntegralBHGRErtrag1","IntegralBHGRErtrag2","IntegralBHGRsicht","IntegralBHGRsicht1","IntegralBHGRsicht2","IntegralBHST","IntegralBHST1","IntegralBHST2","IntegralBHSTertrag","IntegralBHSTertrag1","IntegralBHSTertrag2","IntegralBHSTsicht","IntegralBHSTsicht1","IntegralBHSTsicht2","GRCount","GRertragCount","GRsichtCount","STCount","STertragCount","STsichtCount","Resistance","Behaviour","Jahr"
1,166.0,347.0,200.0,147.0,67.0,16.0,51.0,204.0,124.0,80.0,10805.0,4305.0,6500.0,8032.0,1922.0,6110.0,9790.0,3290.0,6500.0,2909.0,918.0,1713.0,1186538.0,133901.0,506726.0,2.0,0.0,17.0
3,166.0,404.0,248.0,156.0,92.0,40.0,52.0,245.0,163.0,82.0,10811.0,4311.0,6500.0,8316.0,2011.0,6305.0,9830.0,3330.0,6500.0,3084.0,1050.0,1843.0,1192035.0,139895.0,505753.0,2.0,0.0,17.0
5,166.0,352.0,190.0,162.0,82.0,31.0,51.0,218.0,123.0,95.0,10796.0,4296.0,6500.0,8348.0,2108.0,6240.0,9833.0,3333.0,6500.0,2964.0,972.0,1684.0,1202903.0,142922.0,510732.0,2.0,0.0,17.0
7,166.0,308.0,202.0,106.0,35.0,35.0,0.0,169.0,137.0,32.0,10772.0,4272.0,6500.0,8076.0,1901.0,6175.0,9794.0,3294.0,6500.0,2534.0,710.0,1452.0,1192988.0,135441.0,508000.0,2.0,0.0,17.0
9,166.0,255.0,179.0,76.0,24.0,24.0,0.0,140.0,125.0,15.0,10805.0,4305.0,6500.0,8219.0,2044.0,6175.0,9828.0,3328.0,6500.0,2301.0,679.0,1345.0,1205529.0,143404.0,514295.0,2.0,0.0,17.0
11,166.0,577.0,291.0,286.0,170.0,54.0,116.0,361.0,201.0,160.0,10809.0,4309.0,6500.0,8130.0,1955.0,6175.0,9815.0,3315.0,6500.0,4497.0,1374.0,2506.0,1165788.0,136994.0,501981.0,2.0,0.0,17.0
13,166.0,356.0,200.0,156.0,78.0,28.0,50.0,213.0,133.0,80.0,10785.0,4285.0,6500.0,8143.0,1969.0,6174.0,9785.0,3285.0,6500.0,2798.0,837.0,1540.0,1158731.0,136776.0,491708.0,2.0,0.0,17.0
15,166.0,401.0,176.0,225.0,71.0,6.0,65.0,191.0,95.0,96.0,10796.0,4296.0,6500.0,8122.0,1947.0,6175.0,9849.0,3349.0,6500.0,2586.0,768.0,1433.0,1206426.0,140176.0,507913.0,2.0,0.0,17.0
17,166.0,333.0,177.0,156.0,30.0,30.0,0.0,151.0,119.0,32.0,10809.0,4309.0,6500.0,8166.0,1991.0,6175.0,9823.0,3323.0,6500.0,2639.0,717.0,1433.0,1215416.0,145363.0,513414.0,2.0,0.0,17.0
19,166.0,395.0,224.0,171.0,100.0,35.0,65.0,247.0,151.0,96.0,10796.0,4296.0,6500.0,8115.0,2005.0,6110.0,9819.0,3319.0,6500.0,3066.0,1088.0,1923.0,1202787.0,142849.0,511015.0,2.0,0.0,17.0
2,166.0,249.0,158.0,91.0,26.0,26.0,0.0,140.0,110.0,30.0,10792.0,4292.0,6500.0,8282.0,1977.0,6305.0,9787.0,3287.0,6500.0,2223.0,580.0,1237.0,1201999.0,143205.0,508655.0,2.0,0.0,17.0
4,166.0,410.0,203.0,207.0,168.0,38.0,130.0,282.0,137.0,145.0,10833.0,4333.0,6500.0,8231.0,1991.0,6240.0,9844.0,3344.0,6500.0,3504.0,1407.0,2150.0,1213766.0,141889.0,515470.0,2.0,0.0,17.0
