"run","PestCount","noAzole","cropCount","resistance","randomSeed","applicationcost","risktox","noCarboxamide","erzeugerpreis","fungizid","septoria_count","location","behaviour","tox"
1,80,2,2080,2,-905316357,5.14,1,1,23.34,72.09,3000,1,0,7.5
2,80,2,2080,2,-905309100,5.14,1,1,23.34,72.09,3000,1,0,7.5
3,80,2,2080,2,-905305656,5.14,1,1,23.34,72.09,3000,1,0,7.5
4,80,2,2080,2,-905302630,5.14,1,1,23.34,72.09,3000,1,0,7.5
5,80,2,2080,2,-905299461,5.14,1,1,23.34,72.09,3000,1,0,7.5
6,80,2,2080,2,-905296427,5.14,1,1,23.34,72.09,3000,1,0,7.5
7,80,2,2080,2,-905292892,5.14,1,1,23.34,72.09,3000,1,0,7.5
8,80,2,2080,2,-905289760,5.14,1,1,23.34,72.09,3000,1,0,7.5
9,80,2,2080,2,-905287019,5.14,1,1,23.34,72.09,3000,1,0,7.5
10,80,2,2080,2,-905284110,5.14,1,1,23.34,72.09,3000,1,0,7.5
