"run","PestCount","noAzole","cropCount","resistance","randomSeed","applicationcost","risktox","noCarboxamide","erzeugerpreis","fungizid","septoria_count","location","behaviour","tox"
1,80,2,2080,2,-1729743865,5.14,1,1,23.34,72.09,3000,1,0,7.5
3,80,2,2080,2,-1729726742,5.14,1,1,23.34,72.09,3000,1,0,7.5
5,80,2,2080,2,-1729720257,5.14,1,1,23.34,72.09,3000,1,0,7.5
7,80,2,2080,2,-1729715190,5.14,1,1,23.34,72.09,3000,1,0,7.5
9,80,2,2080,2,-1729710394,5.14,1,1,23.34,72.09,3000,1,0,7.5
2,80,2,2080,2,-1729743000,5.14,1,1,23.34,72.09,3000,1,0,7.5
4,80,2,2080,2,-1729727540,5.14,1,1,23.34,72.09,3000,1,0,7.5
6,80,2,2080,2,-1729721089,5.14,1,1,23.34,72.09,3000,1,0,7.5
8,80,2,2080,2,-1729715596,5.14,1,1,23.34,72.09,3000,1,0,7.5
10,80,2,2080,2,-1729710253,5.14,1,1,23.34,72.09,3000,1,0,7.5
