"run","PestCount","noAzole","cropCount","resistance","randomSeed","applicationcost","risktox","noCarboxamide","erzeugerpreis","fungizid","septoria_count","location","behaviour","tox"
1,80,2,2080,2,-300238822,5.14,1,1,23.34,72.09,2000,1,0,7.5
2,80,2,2080,2,-300226306,5.14,1,1,23.34,72.09,2000,1,0,7.5
3,80,2,2080,2,-300218049,5.14,1,1,23.34,72.09,2000,1,0,7.5
4,80,2,2080,2,-300209935,5.14,1,1,23.34,72.09,2000,1,0,7.5
5,80,2,2080,2,-300202590,5.14,1,1,23.34,72.09,2000,1,0,7.5
6,80,2,2080,2,-300195143,5.14,1,1,23.34,72.09,2000,1,0,7.5
7,80,2,2080,2,-300187463,5.14,1,1,23.34,72.09,2000,1,0,7.5
8,80,2,2080,2,-300180235,5.14,1,1,23.34,72.09,2000,1,0,7.5
9,80,2,2080,2,-300173265,5.14,1,1,23.34,72.09,2000,1,0,7.5
10,80,2,2080,2,-300165932,5.14,1,1,23.34,72.09,2000,1,0,7.5
