"run","PestCount","noAzole","cropCount","resistance","randomSeed","applicationcost","risktox","noCarboxamide","erzeugerpreis","fungizid","septoria_count","location","behaviour","tox"
1,80,2,2080,3,-296732484,5.14,1,1,23.34,72.09,2000,1,0,7.5
2,80,2,2080,3,-296727612,5.14,1,1,23.34,72.09,2000,1,0,7.5
3,80,2,2080,3,-296724342,5.14,1,1,23.34,72.09,2000,1,0,7.5
4,80,2,2080,3,-296722178,5.14,1,1,23.34,72.09,2000,1,0,7.5
5,80,2,2080,3,-296720266,5.14,1,1,23.34,72.09,2000,1,0,7.5
6,80,2,2080,3,-296718322,5.14,1,1,23.34,72.09,2000,1,0,7.5
7,80,2,2080,3,-296716439,5.14,1,1,23.34,72.09,2000,1,0,7.5
8,80,2,2080,3,-296714643,5.14,1,1,23.34,72.09,2000,1,0,7.5
9,80,2,2080,3,-296712845,5.14,1,1,23.34,72.09,2000,1,0,7.5
10,80,2,2080,3,-296711222,5.14,1,1,23.34,72.09,2000,1,0,7.5
