"run","randomSeed","applicationcost","risktox","PestCount","erzeugerpreis","fungizid","septoria_count","behaviour","tox","cropCount","resistance"
1,-1763760466,5.14,1,20,23.34,72.09,600,0,7.5,520,2
3,-1763748149,5.14,1,20,23.34,72.09,600,0,7.5,520,2
5,-1763743122,5.14,1,20,23.34,72.09,600,0,7.5,520,2
7,-1763737780,5.14,1,20,23.34,72.09,600,0,7.5,520,2
9,-1763732995,5.14,1,20,23.34,72.09,600,0,7.5,520,2
11,-1763728928,5.14,1,20,23.34,72.09,600,0,7.5,520,2
13,-1763724222,5.14,1,20,23.34,72.09,600,0,7.5,520,2
15,-1763720031,5.14,1,20,23.34,72.09,600,0,7.5,520,2
17,-1763715499,5.14,1,20,23.34,72.09,600,0,7.5,520,2
19,-1763710869,5.14,1,20,23.34,72.09,600,0,7.5,520,2
2,-1763760592,5.14,1,20,23.34,72.09,600,0,7.5,520,2
4,-1763748854,5.14,1,20,23.34,72.09,600,0,7.5,520,2
6,-1763743715,5.14,1,20,23.34,72.09,600,0,7.5,520,2
8,-1763738290,5.14,1,20,23.34,72.09,600,0,7.5,520,2
10,-1763733647,5.14,1,20,23.34,72.09,600,0,7.5,520,2
12,-1763729856,5.14,1,20,23.34,72.09,600,0,7.5,520,2
14,-1763725479,5.14,1,20,23.34,72.09,600,0,7.5,520,2
16,-1763721449,5.14,1,20,23.34,72.09,600,0,7.5,520,2
18,-1763717180,5.14,1,20,23.34,72.09,600,0,7.5,520,2
20,-1763712749,5.14,1,20,23.34,72.09,600,0,7.5,520,2
